"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONJH84	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	Total reciprocal deposits as of June	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
604033	4407	0	4425	4929	0	11341	0	0	0	0	8051	0	1705		1562	0	171	6916	6346	0	0	129	0	0	726	1545	373	0	2271	1000	0	0	0	1082	1000	0	0	0	1000	0	true							
604547	13663	0	4634	18834	0	30104	0	0	1384	0	84455	0	6006		14943	27955	3307	25470	70181	0	8268	1264	1384	1384	6539	17843	6777	2107	22957	3431	4833	1307	0	18323	9571	1384	1370	0	8264	8268	false							
604640	5444	0	852	8239	0	8785	0	0	0	0	19616	0	1767		2429	4592	1846	7933	12835	0	5014	885	0	0	1156	5426	2872	126	6582	0	0	0	0	7151	0	0	0	0	0	5511	false							
605571	41653	0	0	5124	0	16368	0	0	0	0	91470	0	0		30637	2451	19148	16368	91470	0	0	10607	0	0	18168	11346	12606	0	25073	4996	0	250	0	11483	5246	0	0	0	2730	0	true							
605610	34063	0	0	23315	0	50756	0	0	37887	0	148445	0	10000		55886	6617	7423	50756	94690	0	43755	3766	37887	2529	10965	25282	35936	13508	36247	9909	8088	2970	1107	29806	22074	0	0	0	17997	5868	true							
605656	38711	6	21591	59338	0	132470	0	0	0	0	122094	0	9008		28479	36521	11884	110873	113086	0	0	4665	0	0	7271	13216	12057	11504	19737	250	1824	490	250	15569	2814	0	0	0	2074	0	false							
605973	17077	3	1275	9995	0	22407	0	0	3258	0	97038	0	3108		23006	12197	8753	21129	93930	0	0	3240	249	249	4417	14049	28898	10935	1735	1735	2792	4439	499	35294	9465	0	0	0	4527	0	true							
606046	5139508	369	110589	1186399	0	1186399	0	0	0	0	12017358	13372	1149886		864310	4859851	376043	1068900	10854100	6541	0	123749	0	0	247951	643691	439874	200609	891642	84215	169993	114027	117638	667817	485873	0	0	0	254208	0	true	510561	558339	4417424	442427	1783601	3355907	
606176	197341	0	29484	134447	0	153888	0	0	0	0	370397	0	59488		46852	70087	15499	124374	310909	30	0	4183	0	0	19595	30274	19856	7060	49662	13292	10291	1865	738	29933	26186	0	0	0	23582	0	true							
606653	193600	0	32630	85426	0	90882	0	0	111438	0	516476	0	99821		52998	132065	19935	58062	416453	190	202	456	106988	106988	74121	65502	27593	3355	139623	2706	14183	3085	266	117573	20240	230558	218276	4450	16889	0	true							
607146	5937	0	4841	12432	0	22122	0	0	23700	0	205030	0	33883		42578	30882	8459	17281	165521	0	5626	4370	0	0	18722	47843	25534	974	66565	19663	39056	12796	3622	50495	75137	10565	9180	17504	58719	4698	true							
607333	21335	0	2745	30133	0	71651	0	0	13806	0	121650	0	796		43365	36631	12128	68906	120854	0	0	2714	13806	5806	6005	14521	29665	8752	20526	0	697	2754	1291	15577	4742	0	0	0	697	0	true							
608358	4173	0	1708	9882	0	19401	0	0	0	0	52190	0	4515		4604	8490	934	17488	44139	205	3536	241	0	0	3793	7661	11054	12431	11453	1552	1647	1391	0	30334	4590	0	0	0	3198	23032	true							
608451	10742	2	4314	36338	0	48853	0	0	0	0	29603	0	4240		4741	6836	2753	44537	25363	0	0	747	0	0	1482	4641	1867	0	6123	928	2790	317	0	3249	4036	0	0	0	3718	0	true							
608844	87308	0	20136	163009	0	235122	0	0	0	0	226952	0	4714		18069	100909	8560	214986	222238	0	0	1908	0	0	6004	13938	7734	846	19942	2981	2563	4669	0	10452	10213	0	0	0	5544	0	true							
609010	145168	0	2662	16243	0	20542	0	0	6514	0	238772	0	28395		28017	28868	16855	17880	210377	0	0	6798	6514	6514	9072	28103	15343	5946	36490	1588	3208	1186	290	30447	6272	0	0	0	4512	0	true							
609467	2003	0	0	6996	0	10066	0	0	0	0	87084	0	0		29716	12354	724	10066	84364	0	2720	0	0	0	7887	35267	20846	362	43154	766	4947	2652	0	34646	8365	0	0	0	5713	2475	true							
609476	165638	0	0	6448	0	38054	0	0	0	0	407953	0	0		115052	3861	68094	38054	407953	0	0	36362	0	0	21647	60917	84691	39447	82564	0	8580	12146	11027	91649	31753	0	0	0	8580	0	false							
609609	2350	0	0	92166	0	94549	0	20033	0	0	153082	0	0		8945	134044	2445	94549	132054	0	995	297	0	0	2903	7014	2642	718	9917	0	3100	311	0	4332	3411	0	0	0	3100	0	true							
609645	6556	0	1453	7495	0	9456	0	0	1028	0	13632	0	879		2993	1675	1288	8003	12753	0	0	0	0	0	446	1697	1619	281	2143	0	1028	330	0	1050	1358	0	0	1028	1028	0	false							
609832	29028	0	22976	31257	0	69648	0	0	8895	0	109730	0	19036		29756	28352	7268	46672	90449	0	245	1369	8895	8158	9201	21956	14837	1865	31157	404	3372	715	0	18103	4491	101	101	0	3776	0	true							
610128	62880	0	18889	40545	0	52660	0	0	0	0	390096	0	6121		70638	230060	22039	33771	383975	0	0	3839	0	0	14777	33315	26290	18064	47225	0	827	3499	384	21808	4710	609	607	0	826	0	true							
610164	29537	0	19755	116558	0	206304	0	0	3832	0	158187	0	2163		37967	45233	8700	186549	155536	0	488	2005	3832	3832	19889	42283	9257	1764	62172	2645	5135	1444	1000	35225	10224	3832	3832	0	7780	0	true							
610539	7897	0	4079	11372	0	17948	0	0	0	0	23027	0	1054		5585	803	4174	13869	21973	0	0	0	0	0	1844	7845	1287	0	9689	1269	2083	0	0	5391	3352	0	0	0	3352	0	false							
610557	22895	0	3706	70881	0	70955	0	0	3000	0	61241	0	763		7490	12347	3588	67004	60478	245	0	958	3000	3000	4287	6025	7334	781	10312	831	2333	4409	0	10937	7573	9194	5803	0	3164	0	false							
610913	41557	0	38977	68323	0	129068	0	0	0	0	93603	0	1349		23006	5011	10771	90091	92254	0	0	3220	0	0	11635	24272	5469	365	35212	1728	3278	0	288	18735	5294	0	0	0	5005	0	false							
611031	16860	0	5265	56731	0	62972	0	0	0	0	50427	0	1342		10311	16565	4499	57707	49085	0	0	2106	0	0	2534	9279	3184	1375	11813	0	374	256	0	6061	630	0	0	0	374	0	true							
611451	61431	0	1740	11786	0	16525	0	0	3654	0	323300	0	40081		35084	210119	14200	14763	283219	22	0	2139	3654	3554	9606	15025	15063	3476	24200	3458	5122	0	0	8086	8580	0	0	0	8580	735	true							
612159	36673	71	15657	33665	0	81500	0	0	0	0	110842	0	17035		30826	10326	6747	65772	86260	0	7547	2190	0	0	14648	17504	17907	2356	32152	2098	5786	2503	1041	21589	11428	0	0	0	7884	7547	true							
612878	9822	0	0	4840	0	4840	0	0	0	0	61242	0	2852		36549	1608	6426	4840	58390	0	0	0	0	0	4796	13237	14946	12649	18033	254	289	1856	1784	9080	4183	0	0	0	543	0	false							
613008	963730	0	179942	693262	0	1266141	0	0	6000	0	5773628	0	317898		345963	4146173	137180	1084003	5440285	2196	15445	39406	0	0	129583	257093	135181	41852	386467	11941	46657	31115	10303	217746	100016	41167	40678	6000	58598	0	true	90184	165933	2415809	1458614	875443	37366	
613156	153027	0	1182	17529	0	26953	0	0	0	0	225355	0	5854		20413	40032	9452	25504	219501	267	0	2563	0	0	5190	15229	8044	899	20419	254	816	1864	0	8949	2934	2384	1643	0	1070	0	true							
613307	22281690	61	321440	892642	0	1165127	0	0	3557509	0	32313413	17	2762608		3615407	3995811	2472470	686090	29533811	157536	16977	90734	3527804	3378727	1785113	2095560	1211264	79688	3878928	127532	488892	236885	10978	1556218	864287	0	0	29705	616424	0	true	182425	191129	2583257	783237	12194882	8253279	
613343	413643	0	21356	30621	0	52932	0	0	16729	0	779912	0	82777		146535	17809	22250	31576	696906	0	229	6649	15223	10345	78327	108915	71525	3723	187242	21667	46161	17807	335	115955	85970	1510	1507	0	67828	0	false							
613400	752156	0	106847	103436	0	178225	0	0	251721	0	1633763	0	190369		346942	379257	48020	71378	1443394	0	0	8949	251721	251721	19432	66059	290853	17289	85490	2406	59278	41724	5309	46691	108717	0	0	0	61684	0	true	16967	54411	85687	293570	379778	372378	
613558	126381	0	32264	25534	0	48812	0	0	0	0	677542	0	54113		62486	434879	13677	16548	623429	0	0	266	0	0	28075	34893	33044	4246	62968	4168	8448	3406	0	37773	16022	0	0	0	12616	0	true							
613679	66617	0	11680	80217	0	140627	0	0	34097	0	151680	0	5558		58639	7430	5450	128947	146122	0	0	638	34097	34097	19511	35141	15202	2217	54559	2647	1853	1062	0	13432	5562	0	0	0	4500	0	true							
613839	92445	0	5519	12095	0	58505	0	0	0	0	152794	0	7137		33584	0	9540	52986	145607	0	50	3943	0	0	7699	20013	21638	6314	27712	253	1862	2308	262	22080	4685	0	0	0	2115	0	true							
613950	149043	2	827	1337269	0	1337468	0	0	199	0	251648	0	1464		50210	33093	12080	1336240	250184	399	0	1210	199	0	18570	27261	12887	8594	45831	818	1119	264	0	17101	2201	0	0	0	1937	0	true	945347	220425	18972	12771	148774	269	
613978	21359	0	0	5109	0	8932	0	0	0	0	85099	0	0		28941	15083	8827	8932	85099	0	0	3274	0	0	2915	11151	19886	11185	14066	0	262	2945	313	16196	3520	0	0	0	262	0	true							
614256	11461	0	7251	11160	0	24777	0	0	0	0	49275	0	18064		6981	10535	2122	17526	30996	0	215	106	0	0	1588	3654	1847	1263	5242	7775	7862	1263	2026	1371	18927	0	0	0	15637	0	true							
614313	300714	0	4373	56645	0	56645	0	0	14243	0	747868	0	118525		102904	207126	21583	52267	610143	5	19200	6467	14243	14243	24366	97713	79014	13087	122079	3155	8484	11600	2609	111276	25848	70753	63045	0	11639	0	true							
614368	23709	0	185	118430	0	118430	0	0	0	0	101852	0	927		25100	10975	5739	118245	100825	0	100	1481	0	0	13764	17460	15790	5889	26235	4572	2779	4033	2882	27803	14266	0	0	0	6836	0	true							
614751	42446	0	5544	43289	0	60516	0	0	0	0	95461	0	785		8901	33895	10191	54972	94676	0	0	0	0	0	2582	7153	2259	1455	1153	1515	3537	0	619	4548	5671	0	0	0	3380	0	true							
614948	22070	4	13886	25985	0	77970	0	0	0	0	67305	0	4762		24401	14306	7003	64080	62543	0	0	1395	0	0	4454	11074	9956	4395	15528	0	1050	0	0	5478	1050	0	0	0	1050	0	true							
615217	45001	0	98	146343	0	202950	0	0	0	0	262775	0	240		46132	109649	19481	202852	262535	0	0	6799	0	0	17913	49750	17830	1644	67663	1176	16732	2730	351	41005	20989	0	0	0	17908	0	true							
615253	29682	0	10591	27577	0	42917	0	0	1241	0	68625	0	4293		20075	1634	10534	32326	64332	0	0	0	1241	1241	8731	16775	5815	301	25506	2661	2508	520	0	11547	5689	0	0	0	5168	0	false							
615776	1143	0	0	0	0	0	0	0	0	0	15962	0	406		3773	8599	0	0	15556	0	0	0	0	0	1424	2368	977	951	3792	0	0	0	500	1947	500	0	0	0	0	0	false							
615851	14437	1	7739	20802	0	36268	0	0	0	0	102948	0	8602		32556	27987	21210	28528	94097	0	249	11354	0	0	19592	11742	11753	9483	24871	3684	467	3140	663	20014	7954	0	0	0	2739	2665	true							
615879	14859	0	0	1578	0	11376	0	0	14450	0	75066	0	0		22909	5970	4268	11376	75066	0	0	1919	14450	5174	7065	20003	22798	485	27068	504	2441	941	0	27442	3886	0	0	0	2945	0	false							
615954	287895	0	3110	32683	0	57305	0	0	2860	0	366241	0	1848		26834	16962	12843	42322	361301	11873	3092	0	2860	2612	17831	24605	8368	1467	42436	2419	6038	400	256	25437	9113	2303	0	0	8457	2089	true							
616036	63113	0	15268	124490	0	159651	0	0	0	0	228263	0	11723		24868	58844	10917	144383	213451	0	3089	5118	0	0	11168	23843	13078	5701	35010	6444	18387	14130	13556	28922	52517	0	0	0	24831	0	true							
616148	15455	0	15633	29108	0	72400	0	0	5665	0	63558	0	2677		19750	8690	3682	56767	55216	0	5665	873	5665	996	1695	8476	20728	3163	10171	254	3205	1891	0	14312	5350	0	0	0	3459	0	false							
616540	13804	0	7076	14402	0	28820	0	0	1274	0	66918	0	15132		11214	24516	5808	21744	51786	0	0	3583	249	249	6488	7120	4958	61	13608	3177	5838	955	0	7412	9970	0	0	0	9015	0	true							
616849	5647	0	910	6416	0	9418	0	0	498	0	20963	0	3219		4563	6329	1472	8508	17744	0	0	0	498	498	1354	3598	1775	583	4952	0	831	846	0	2747	1677	0	0	0	831	0	false							
617051	7000	0	3895	34547	0	46458	0	0	5016	0	45205	0	6346		4149	13076	620	42519	38859	44	0	0	0	0	2897	7148	322	0	10045	6914	6839	1009	0	6218	14762	0	0	5016	13753	0	true							
617079	2402	0	0	900	0	1583	0	0	1000	0	22365	0	0		10091	2506	0	1583	22365	0	0	0	1000	1000	2327	7869	5554	1109	10196	0	0	598	0	6768	598	0	0	0	0	0	true							
617145	7598	0	6697	18246	0	32214	0	0	249	0	62028	0	5060		16038	11906	5526	25517	56719	0	249	0	249	249	3646	9241	19284	6304	2562	0	3235	815	0	22437	4050	0	0	0	3235	0	true							
617275	6191	0	181	15934	0	19470	0	0	0	0	31108	0	0		5963	10325	2248	19289	31108	0	0	1164	0	0	2450	5427	2191	1671	7838	0	500	661	1692	5776	2852	0	0	0	500	0	false							
617341	7878	0	4873	5203	0	13025	0	0	0	0	21022	0	945		7691	2183	2431	8152	20077	0	0	0	0	0	1451	3145	3036	3329	4596	0	0	0	0	3271	0	0	0	0	0	0	true							
617538	8625	0	11190	5361	0	22377	0	0	0	0	16800	0	2484		4265	2903	574	11187	14316	0	0	0	0	0	1129	3011	933	198	4106	0	0	0	0	1008	0	670	770	0	0	0	true							
617743	54749	0	4959	27100	0	54257	0	0	0	0	113870	0	28255		24267	7241	11174	49285	85116	13	499	0	0	0	3296	17472	19552	3943	20768	1327	4504	908	877	19997	7616	0	0	0	5831	0	true							
618544	39833	0	4354	38533	0	52045	0	0	0	0	89193	0	4698		22173	16225	7402	47691	84495	0	0	1854	0	0	3375	6824	12555	6291	9991	0	503	1935	1652	6873	4090	0	0	0	503	0	false							
618647	5764	0	709	6968	0	17151	0	0	1501	0	17200	0	1813		3230	4646	1652	16442	15387	0	0	446	0	0	1990	2469	1725	606	4433	0	0	0	0	3560	0	0	0	1501	0	245	false							
618740	157574	0	1987	20974	0	25471	0	0	0	0	337083	0	42021		42725	32940	12011	22872	260686	612	34376	3949	0	0	15843	34821	42388	8166	48506	12829	16840	10570	5112	58493	45351	0	0	0	29669	34376	true							
618777	5716	0	39	5814	0	7881	0	0	0	0	31218	0	1835		9227	10352	2600	7842	29383	0	0	1083	0	0	4574	7307	2492	0	11862	0	503	274	0	5146	777	0	0	0	503	0	false							
618807	715105	0	4586	124450	0	206935	0	0	747	0	3580810	0	5588		420718	1825306	216151	202349	3575222	0	0	109686	747	497	102460	354700	307739	28044	453202	47636	97658	95420	6740	372225	247454	0	0	0	145294	8306	true	21698	74654	1232411	592895	706811	8294	
619327	146834	0	2459	20364	0	21334	0	0	0	0	343492	0	60354		35013	90876	9011	18875	283138	0	0	3638	0	0	7099	18062	19381	18470	25161	1828	28927	3486	8530	27999	42771	0	0	0	30755	0	false							
619457	16515	0	2025	30353	0	44096	0	0	0	0	26226	0	1266		4719	2962	918	42071	24960	0	0	0	0	0	1343	3219	1424	433	4562	0	330	0	0	1700	330	0	0	0	330	0	false							
619701	405583	0	89	50916	0	358060	0	0	243521	0	904224	0	40332		100271	283106	39925	357971	863892	0	0	2267	239337	0	22891	59313	48212	22094	82203	4602	17707	26991	13724	52239	63024	0	0	0	22309	0	true	22401	287256	120173	162933	271351	134232	
619859	18098	0	2485	46904	0	58041	0	0	0	0	62392	0	595		20083	8082	7093	55556	61797	0	0	3128	0	0	6317	15805	7587	2032	21463	508	2140	1823	0	11658	4471	0	303	0	2648	0	true							
619877	0	0	0	1364708	0	8434243	0	0	8251736	0	63807350	0	0		2532421	58582670	3880714	8434243	63807350	0	0	244314	6770757	870444	960985	2046098	1168339	303317	3007083	213302	318041	160883	53716	1946318	745941	0	0	262112	531343	0	true	178770	7069535	54427669	4155001	0	0	
620015	21537	0	1546	17784	0	23788	0	0	0	0	64840	0	2411		18225	415	9001	22242	62429	0	0	4470	0	0	6157	16116	11589	746	22269	3926	2106	1571	677	16383	8280	0	0	0	6032	0	true							
620752	4310	0	7	6968	0	9170	0	0	0	0	7120	0	0		1227	1435	299	9163	7120	0	0	0	0	0	381	623	371	0	993	0	0	0	0	149	0	0	0	0	0	0	false							
621151	17824	0	4345	19394	0	30526	0	0	0	0	53482	0	14369		9037	10824	2242	26125	39062	56	51	786	0	0	3980	9595	1596	750	13575	308	6867	1738	0	6884	8913	0	0	0	7175	0	false							
621245	19704	0	3228	25229	0	46641	0	0	0	0	48045	0	1218		15902	4989	6984	43413	46827	0	0	2646	0	0	6813	10697	3529	1260	17510	300	752	0	0	6398	1052	0	0	0	1052	0	true							
621357	11262	0	9303	49350	0	77898	0	0	0	0	107960	0	13251		19959	42918	5794	68513	94709	82	0	2045	0	0	6764	23818	8018	1296	28815	3883	9193	516	291	19938	13883	0	0	0	13076	0	true							
621441	35234	0	17051	29788	0	77797	0	0	0	0	84587	0	6253		21357	16055	7181	60746	78334	0	0	640	0	0	3907	9209	9399	6145	13116	1925	500	800	1413	7303	4638	0	0	0	2425	0	true							
622037	40529	0	23154	62061	0	106514	0	0	0	0	108389	0	5666		18872	23310	8642	83360	102723	0	0	3170	0	0	8387	17851	6147	776	26238	4586	5399	1402	0	14289	11387	0	0	0	9985	0	true							
622653	9411	0	13609	54159	0	76556	0	0	0	0	107090	0	14863		7717	48670	3604	62947	86960	0	5267	1770	0	0	4050	11263	5980	1378	15313	18685	6438	1216	0	14954	26339	0	0	0	25123	0	true							
622774	130198	0	6230	327992	0	409420	0	0	0	0	447094	0	0		42475	175402	20420	403190	447094	0	0	8072	0	0	13237	16977	27153	13066	27024	39033	4818	8807	18403	27958	71061	0	0	0	30182	0	false							
623052	36743	0	39744	113584	0	165924	0	0	0	0	139497	0	6010		29845	0	6922	126180	133487	0	0	2748	0	0	18826	54502	5735	0	73328	6319	16185	1187	0	49218	23691	0	0	0	22504	0	false							
623454	33464	0	27059	128691	0	158189	0	0	0	0	204794	0	9584		14685	113490	3879	129090	195210	2040	0	719	0	0	10682	20181	6713	3130	30164	1547	11438	2475	1674	26020	17134	0	0	0	12985	0	true							
623548	17586	0	14327	41117	0	63894	0	0	4000	0	58813	0	5167		15000	7366	3697	49567	49929	0	3717	315	0	0	5384	13428	4409	3017	18197	1152	6170	300	0	11238	7622	0	0	4000	7007	3717	false							
623874	1420	0	0	15641	0	24513	0	0	1	0	155230	0	3095		49138	55101	24154	24513	152135	0	0	10460	1	0	6023	17346	43190	14055	23369	556	5860	8567	3109	31477	18092	0	0	0	6416	0	true							
624152	10396	0	2896	8253	0	14564	0	0	4943	0	26834	0	2623		8367	453	2125	11668	20081	0	4130	0	4943	0	938	3572	3641	5892	4510	0	707	617	618	5676	1942	0	0	0	707	0	false							
624246	45456	0	16744	48004	0	129622	0	0	26000	0	120295	0	1377		47347	16582	6569	112878	118918	0	0	1425	26000	26000	954	38075	13360	2305	39029	0	2780	782	0	7348	3562	0	0	0	2780	0	false							
624648	8451	0	7214	14868	0	30712	0	0	1159	0	58525	0	2271		14495	18106	5691	23498	56254	0	0	1580	1159	1159	9638	10859	3675	426	20497	2878	3219	1272	0	10103	7369	1159	1159	0	6097	0	false							
624778	278167	0	1494	20922	0	135552	0	0	0	0	621242	0	11556		150371	25957	110037	131881	606992	2177	2694	74434	0	0	14120	47496	62940	123099	59549	1283	12600	7610	47970	97284	69463	0	0	0	13883	0	true							
624956	25625	0	2223	39464	0	49217	0	0	0	0	45539	0	3011		8762	8365	3522	46994	42528	0	0	698	0	0	2423	5920	2788	418	8343	0	0	0	0	2787	0	0	0	0	0	0	true							
625056	9484	0	364	16531	0	21645	0	0	0	0	31127	0	7989		3375	14164	1725	21281	23138	0	0	682	0	0	700	2081	1612	930	2655	800	1356	0	0	1948	2156	0	0	0	800	0	false							
625065	15314	0	23044	35654	0	77761	0	0	0	0	52701	0	6712		13868	11707	3348	54717	45989	0	0	507	0	0	3584	9726	6427	2413	12906	256	1891	1133	250	8282	3530	0	0	0	2147	0	true							
625140	19206	0	611	31031	0	57903	0	0	0	0	78888	0	2125		2848	53806	2978	57292	76763	0	0	0	0	0	451	2373	640	4	2824	0	2408	0	0	620	2408	0	0	0	2408	0	true							
625159	31740	0	800	9646	0	11343	0	0	0	0	435545	0	46358		33077	238044	3774	10543	388937	0	250	1320	0	0	29629	37841	4875	274	67470	32286	55648	5208	0	39543	93142	0	0	0	87934	0	true							
625654	591134	0	2168	114600	0	148393	0	0	0	0	1049126	0	28564		39731	372810	16025	123467	1020562	22758	0	6341	0	0	13582	30502	16413	4859	44084	5986	9334	3919	589	25625	19828	0	0	0	15320	0	true	47844	829	216425	125450	294021	282835	
625757	34344	0	15243	31608	0	89171	0	0	0	0	121763	0	13008		20342	57558	8071	73928	108755	0	0	1773	0	0	10180	9823	5799	2365	16946	697	674	325	0	7824	1696	0	0	0	1371	0	true							
625850	23250	20	22092	127392	0	127392	0	0	0	0	74082	0	7078		16342	0	11625	105280	54891	0	12113	238	0	0	10222	21253	10161	555	31475	1115	3510	4016	0	25849	8641	0	0	0	4625	17719	true							
625953	25827	0	10126	38770	0	61200	0	0	0	0	58144	0	7170		15637	1199	3280	51074	50974	0	0	894	0	0	7876	11640	2385	308	19516	4531	571	3807	0	6572	8909	0	0	0	5102	0	true							
626101	331957	61	12564	47787	0	73462	0	0	46205	0	772311	0	1792		189755	68968	55453	60837	770519	0	0	18015	46205	46205	28800	157434	108941	17728	186234	5195	22693	28468	2127	123148	58483	205	204	0	27888	0	true							
627108	108485	0	81	23580	0	127926	0	0	0	0	326009	0	930		69006	28530	46313	127845	325079	0	0	25469	0	0	7783	39877	65629	25714	47660	8076	9697	17977	14241	69996	49991	0	0	0	17773	0	false							
627377	2456	0	148	682	0	2854	0	0	0	0	21319	0	0		9602	2760	1844	2706	21319	0	0	568	0	0	3564	5043	5401	1212	8168	0	573	0	310	5618	883	0	0	0	573	0	true							
627425	15946	0	2839	28617	0	49841	0	0	7875	0	82758	0	5195		19895	21306	4864	46994	77563	8	0	2315	7875	3465	9151	13974	6405	10957	23119	1845	809	0	2365	20592	5019	2078	1374	0	2654	4084	true							
627854	34122	0	6369	26542	0	41872	0	0	0	0	111498	0	4525		16722	56714	18996	35503	106973	0	0	252	0	0	2853	10682	4543	2584	13469	0	0	0	0	3940	0	0	0	0	0	0	false							
628039	11999	0	7553	46400	0	67037	0	0	0	0	43646	0	3068		8653	13189	3780	59464	40578	20	0	881	0	0	2483	8073	1871	482	10556	0	5548	0	0	4256	5548	0	0	0	5548	0	true							
628123	82786	0	0	108052	0	133796	0	0	0	0	203182	0	0		52829	19505	31979	128202	196849	5594	6333	15077	0	0	16077	35308	30925	7548	51385	2789	4825	3128	291	37029	11034	0	0	0	7614	0	true							
628178	167431	1	3761	22660	0	33485	0	0	2883	0	399730	0	21503		44133	106942	13625	29723	366259	0	11968	3534	2883	2883	14133	47128	15463	23265	56581	1398	3366	6018	14586	55856	25368	2883	1025	0	4764	9085	true							
628356	35092	0	8145	30225	0	81130	0	0	5009	0	134204	0	13561		26208	25603	10975	72985	111445	0	9198	2397	5009	5009	12834	14799	23660	9532	27633	2219	2357	5247	2861	34617	12684	15297	10857	0	4576	3199	true							
628552	16076	0	22852	40392	0	69719	0	0	1699	0	85270	0	2980		21160	0	6186	46867	81549	0	741	2936	1699	0	6391	32427	18794	744	38818	4093	3144	3600	0	37196	10837	0	0	0	7237	0	true							
629148	10323	0	10833	43482	0	43610	0	0	4712	0	48539	0	3384		15754	670	4407	32777	45155	0	0	1674	4712	3224	3691	14510	8946	3300	18201	5827	547	415	309	14694	7098	0	0	0	6374	0	true							
629353	122899	0	1509	18465	0	23927	0	0	0	0	237626	0	15210		19606	74769	7861	22370	222416	48	0	2946	0	0	6154	14445	7324	3617	20599	2834	3184	2047	353	11934	8418	0	0	0	6018	0	true							
629522	35126	3	3589	43175	0	59401	0	0	0	0	74942	0	1204		19287	8995	5553	55809	73738	0	0	736	0	0	3165	8213	12584	4125	11374	413	739	514	1068	8800	2734	1310	1310	0	1152	0	false							
629746	13044	0	15184	35982	0	47876	0	0	0	0	60717	0	8735		10276	19849	4519	32692	51982	0	0	1276	0	0	2419	10231	3275	678	12650	2866	4099	4256	0	6327	11221	0	0	0	6965	0	true							
630041	5375	0	2408	3566	0	11048	0	0	0	0	11634	0	137		4034	0	655	8640	11497	0	0	0	0	0	737	2517	2429	576	3254	0	0	0	0	2225	0	0	0	0	0	0	false							
630340	14435	0	6182	14114	0	22054	0	0	0	0	33711	0	1557		7746	0	1903	15872	32154	0	0	0	0	0	1666	5975	3909	926	7641	0	3742	1309	1750	4729	6801	0	0	0	3742	0	true							
630555	282111	0	2102	22547	0	29475	0	0	1776	0	356891	0	3103		17076	45430	7139	27373	353370	0	418	2496	1776	1776	5749	9787	7625	2712	15163	718	1437	718	604	8797	3477	1776	1776	0	2155	0	true							
630658	84941	0	26389	139267	0	181113	0	0	0	0	145300	0	2131		24938	19497	9072	154724	143169	0	0	2563	0	0	8080	23491	4710	2248	31565	1018	1315	0	0	13591	2333	0	0	0	2333	0	true							
