"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONJH84	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	Total reciprocal deposits as of June	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
29476	2797	0	0	5010	0	15847	0	0	0	0	55755	0	524		12127	1326	3998	15847	46484	0	8747	2369	0	0	5726	6505	22443	3830	12231	7753	3000	2122	253	26377	13128	521	0	0	10753	8747	true							
29636	81086	0	30195	58003	0	116424	0	0	0	0	642524	0	120417		79401	375968	30411	86229	522107	0	0	13178	0	0	31216	66093	27754	7465	97309	28145	17550	3797	3451	53127	52943	0	0	0	45695	0	false							
29878	700324	0	0	36832	0	132906	0	0	0	0	1069447	0	0		184368	20045	82304	132906	1069447	0	0	25296	0	0	63793	160958	59097	18638	224751	8971	22308	7288	8024	118118	46591	0	0	0	31279	0	true	20174	88275	19132	913	692315	8009	
30052	2996	0	0	8055	0	10168	0	0	0	0	14484	0	0		1322	7292	142	10168	14484	0	0	0	0	0	564	1063	521	0	1627	1023	1024	0	0	825	2048	0	0	0	2047	0	false							
30502	407292	1	12129	42805	0	82736	0	0	63980	0	701438	0	90926		64343	118316	22594	68606	610265	2000	247	5606	63980	63980	63414	48275	40111	6768	111497	6886	6623	3306	447	94225	17262	0	0	0	13509	0	true							
30650	10423	0	2410	25036	0	44184	0	0	5	0	61433	0	486		10486	28714	3093	41774	60947	0	0	650	5	5	3999	6755	5455	0	10754	0	4237	1850	0	5723	6087	5	5	0	4237	0	true							
30810	24589218	0	94	705769	0	705769	0	0	23848449	0	64655282	0	240		25503255	8045844	2213782	691536	64654045	14139	997	907842	23192187	9109612	2913972	9101192	11288778	7196719	12015164	194305	747082	384449	193723	4997406	1519559	0	0	582771	941387	3087041	true	532288	0	4386918	3658925	24589218	0	
31134	12416	6360	6968	45521	0	60589	0	0	0	0	47910	200	455		13718	8514	6122	47261	47255	0	0	2790	0	0	6055	14341	3444	190	20396	1320	591	1038	0	10312	2949	0	0	0	1911	0	true							
31255	13178	0	40401	33454	0	73120	0	0	0	0	564734	0	171105		31858	325191	8134	30266	393139	2453	490	2908	0	0	26913	90321	19798	2704	38112	11163	59730	15157	578	107877	86628	59737	60185	0	70893	0	false							
31657	10147	0	3946	32310	0	59600	0	0	0	0	66494	0	3873		14756	4044	5156	55654	62621	0	0	2464	0	0	6091	25942	3435	0	32031	5148	10831	856	0	20712	16835	0	0	0	15979	0	true							
31826	32413	0	14713	72740	0	96019	0	0	6000	0	128778	0	26927		34447	5131	17588	81306	101851	0	0	9243	6000	6000	15639	35563	16301	7132	36793	8390	4180	1987	2042	40188	16599	2000	1000	0	12322	0	false							
31835	7708	3	9084	30725	0	46222	0	0	0	0	65212	0	14471		14754	5483	5542	37135	50741	0	0	2841	0	0	9802	17124	1183	32	26926	14010	7082	2788	0	13387	23880	0	0	0	21090	3000	false							
32234	11435	0	29479	13996	0	61418	0	0	39105	0	105195	0	26105		15044	12854	2893	31939	66911	0	12179	1366	39105	27857	20867	36391	13424	937	56505	257	8294	735	0	56576	9286	0	0	0	8551	12740	true							
32766	13878	0	23	25084	0	31569	0	0	0	0	26739	0	1		2823	4847	1972	31546	26738	0	0	1302	0	0	1427	3010	480	21	4360	303	2773	0	0	2115	3076	0	0	0	3076	0	false							
32971	39304	0	2419	37265	0	69437	0	0	2498	0	135096	0	8234		31529	32841	6808	67018	126862	0	0	1618	2498	2498	6565	24098	15047	3959	30663	2787	9382	1114	0	18139	13283	0	0	0	12168	0	true							
33147	80234	0	2096	10494	0	14738	0	0	5030	0	192082	0	44129		23922	8579	12008	12642	147953	0	0	4802	5030	5030	17850	27683	12016	7999	45533	8641	17762	10079	1239	41626	37721	5222	6858	0	26403	0	true							
33259	246193	3	5495	30669	0	55289	0	0	0	0	612041	0	25340		91234	219144	22175	49222	581589	569	5112	5357	0	0	19542	47637	43832	17809	67179	759	1423	14917	785	37586	17884	0	0	0	2182	2135	true							
33268	10845	0	6183	55975	0	72098	0	0	0	0	67603	0	4915		10890	24243	5367	65915	62688	0	0	3118	0	0	6529	15528	808	5	22057	5088	4558	0	0	11980	9646	0	0	0	9646	0	true							
33370	3541	0	0	267	0	3002	0	0	0	0	16514	0	0		6832	0	4210	3002	16514	0	0	1760	0	0	1757	3828	5008	1391	5585	468	0	521	0	5152	989	0	0	0	468	0	true							
33839	6386	0	3404	3635	0	12196	0	0	0	0	17208	0	624		5817	3408	1184	8792	16584	0	0	320	0	0	915	2015	2447	2037	2930	0	0	0	0	1597	0	0	0	0	0	0	false							
33857	35982	0	16159	111452	0	207091	0	0	163402	0	419785	15037	63039		125251	157628	20653	189840	318434	1092	23275	7377	162902	102376	15798	41768	77053	51460	55047	2569	13808	23463	257	60826	40097	86897	94305	500	15876	0	false							
34425	60593	0	981	130472	0	205524	0	0	0	0	624628	0	2051		168554	194059	32941	203605	622252	938	325	13380	0	0	49529	95628	90461	73699	145017	7883	16987	20225	15563	140763	60659	0	0	0	24870	0	false							
34434	25677	0	5170	55056	0	77720	0	0	0	0	221137	0	33981		34532	99511	14996	72550	187156	0	0	8383	0	0	12025	24699	21821	15778	36348	2960	8673	7396	2598	39791	21627	0	0	0	10922	6619	false							
34452	28601	0	13933	16488	0	46804	0	0	9821	0	78692	0	7763		13533	10602	5702	32871	65899	0	5030	0	250	0	3425	10140	8346	2038	13565	1699	2131	9210	2500	10416	15540	0	0	2527	3829	7003	false							
34537	451958	0	18519	322905	0	459540	0	0	192182	0	4184456	0	213705		403066	2979466	56132	441021	3970751	0	0	11627	192182	192182	225116	242112	116784	19378	467228	32449	67535	45546	4111	200325	149641	19383	21723	0	99984	1689	true	50550	80252	1379137	1600329	428560	23398	
34555	16864	0	36320	54180	0	110131	0	0	3039	0	129789	1	22129		46480	26466	17657	72054	107069	1757	590	5048	3039	2934	6637	17934	37311	14152	24104	2625	0	4989	2810	29554	10424	3039	2862	0	2625	0	true							
34742	105993	0	2799	6111	0	19386	0	0	21735	0	336998	0	30498		69444	52795	16056	16587	306500	0	0	7606	21735	19330	22017	84304	49416	3	106321	5680	9192	7597	0	86297	22469	21735	25141	0	14872	3286	false							
35057	12013	0	1655	33366	0	63141	0	0	1603	0	81789	0	6838		11230	18406	2075	61463	62007	23	12944	682	1603	645	5812	15709	16303	3124	20771	275	9298	847	0	29719	10420	0	0	0	9573	10626	false							
35301	0	0	56	64535744	0	64633080	0	0	0	0	43451937	0	0		0	2169937	0	64624974	43451937	8050	0	0	0	0	0	0	0	0	0	41282000	0	0	0	0	41282000	0	0	0	41282000	0	true	660	379	1	2169936	0	0	
35570	8241869	9	415174	648766	0	1149142	0	0	1933517	0	16557472	0	3500357		2806711	3615011	423469	733673	13033596	286	23519	87982	1879941	1666189	1212499	1928292	739854	83114	3140791	318362	255288	156661	6522	1157048	736833	32390	30234	50553	573650	16317	true	63025	16259	2208616	1351017	2563179	2320976	
35646	9482	0	1884	9604	0	13920	0	0	0	0	31083	0	3077		8196	9175	2376	12036	28006	0	0	988	0	0	1543	3890	4268	755	5433	0	433	1537	0	2260	1970	0	0	0	433	0	true							
35879	23888	0	667	6139	0	30196	0	0	0	0	153397	27	1903		51936	46080	19390	29529	151467	0	0	5823	0	0	8836	25649	31795	7460	34485	302	6063	2553	770	21804	9688	0	0	0	3366	0	true							
36456	15051	202	9720	9505	0	36798	0	0	7834	0	72008	83	8974		19438	17821	5250	26876	60669	0	2282	0	7834	2497	5554	13999	11873	2144	19553	0	3087	1068	1409	14133	5564	0	0	0	3087	0	true							
36933	6480	0	8930	65184	0	65184	0	0	1	0	62868	0	649		20553	0	5835	56254	53264	0	8955	2144	1	1	5823	21169	13923	7931	26992	0	3561	2620	1361	28293	7542	0	0	0	3561	8955	true							
37051	8272	4	71	10215	0	17709	0	0	0	0	56863	0	1289		15162	10016	4705	17634	55574	0	0	2505	0	0	5510	7556	15746	2301	13066	1546	1916	3723	276	15953	7461	0	0	0	3462	0	true							
37341	6635	0	1447	6821	0	9541	0	0	4342	0	28586	0	993		7304	2572	4372	8081	27583	13	10	1818	13	0	1899	7886	2408	1246	9785	1266	3673	1000	0	6135	5939	0	0	3329	4939	0	true							
37435	132735	0	37587	169158	0	237379	0	0	0	0	984000	0	98780		131478	649266	57879	199792	885220	0	0	18399	0	0	36256	83252	42195	25715	119450	3029	7899	3345	308	55940	14581	0	0	0	10928	0	true	23926	21997	392879	162792	128471	4067	
37640	1303592	0	128257	548761	0	548860	0	0	61522	0	2113904	0	517904		190493	409704	49114	420181	1595865	422	135	11235	61522	61522	91094	109789	92038	28483	200883	46753	8791	20745	2915	130911	79204	61522	12613	0	55544	0	true	323293	96888	167553	151420	710971	232397	
37659	6494	0	529	11541	0	17845	0	0	0	0	19577	0	896		4927	0	831	17316	18681	0	0	429	0	0	3195	8307	858	0	11502	293	0	0	429	7434	723	0	0	0	293	599	false							
37949	9668	0	43137	26747	0	84184	0	0	0	0	109664	0	24361		14574	56651	5436	41047	85303	0	0	2113	0	0	3408	7813	5978	4478	11221	9000	8100	4568	0	7103	21668	0	0	0	17100	0	true							
38740	22563	0	10311	36887	0	73744	0	0	0	0	104441	0	9949		29749	24156	12192	63303	94492	130	0	2469	0	0	4099	16803	19508	9301	20902	5573	800	306	1332	19962	8011	0	0	0	6373	0	true							
39327	318567	0	8583	36682	0	52044	0	0	0	0	422981	0	1180		27319	61046	11034	42907	421801	554	0	2451	0	0	17249	18216	3139	0	34104	1666	2516	583	0	11285	4765	0	0	0	3376	0	true							
39756	26054	33	6551	239813	0	299467	0	0	259	0	289294	0	6551		24128	151886	8826	292883	282743	0	0	3831	259	259	14669	40937	13148	1004	55380	8216	29508	2849	1023	45631	41596	259	159	0	37724	0	false							
40033	7736	0	2550	11887	0	22304	0	0	0	0	22607	0	1282		9700	601	3745	19754	21325	0	0	851	0	0	5859	5644	2453	7	8757	0	305	0	0	4265	305	0	0	0	305	0	false							
40499	720672	3	337	119840	0	152412	0	0	66831	0	2145586	0	172901		363516	673587	99032	152072	1950267	0	22418	26107	66831	64959	51743	401554	133094	13297	453297	12977	112018	24007	2637	236171	151639	108649	189849	0	124995	17512	true	31711	22991	296372	170332	518462	202207	
40855	4878	0	494	19493	0	19493	0	0	0	0	68131	0	9555		12927	41274	3351	18999	58103	0	473	1168	0	0	5310	4444	7579	3422	9754	0	260	964	0	7828	1224	0	0	0	260	0	true							
41245	10539	5	1526	8129	0	11145	0	0	1575	0	32860	0	1899		12379	1496	3719	9614	30961	0	0	1161	1200	1200	6508	7206	4906	385	13714	910	603	306	0	6626	1819	0	0	375	1513	0	true							
41553	13892	0	16725	14907	0	50735	0	0	0	0	28931	0	1076		8383	246	2131	34010	27855	0	0	0	0	0	3316	7940	2719	0	11256	0	816	0	0	5594	816	0	0	0	816	0	true							
41629	37676	31	2612	56150	0	85049	0	0	3832	0	90573	0	3150		24412	6655	3232	82406	87030	0	393	914	3832	3522	7816	17282	14802	3922	22143	0	1279	0	1141	19410	2420	2184	2184	0	1279	1741	true							
41825	53559	0	730	127431	0	143555	0	0	44981	0	231857	0	1407		24348	84350	12384	142825	230450	0	0	1021	44981	16095	5388	13794	25967	15215	19181	3790	9310	13788	6695	36016	33583	24634	26105	0	13100	0	true							
41937	18766	0	2446	11095	0	19688	0	0	0	0	31391	0	1561		5751	4070	5642	17242	29830	0	0	429	0	0	1704	2939	3143	0	4643	506	0	261	0	2036	767	0	0	0	506	0	false							
41955	5047	28	888	4517	0	12286	0	0	0	0	14938	52	2852		4417	1671	1509	11370	12034	0	0	0	0	0	1689	4692	537	110	6381	0	1193	0	0	2610	1193	0	0	0	1193	0	false							
42037	7763	0	3987	16387	0	28787	0	0	0	0	29156	0	2087		5873	11100	0	24800	27069	0	0	0	0	0	1439	4025	3312	0	5464	1517	0	0	0	2903	1517	0	0	0	1517	0	false							
42354	12109	0	20906	38535	0	89793	0	0	0	0	50650	0	2828		9674	21638	3165	68887	47822	0	0	1798	0	0	7519	7987	612	0	15506	784	0	0	0	6444	784	0	0	0	784	0	true							
42372	16225	0	796	50517	0	54613	0	0	0	0	253870	0	1446		59504	82321	32550	53817	252424	0	0	16455	0	0	5938	16249	43620	50009	22187	1034	7735	13802	16938	56312	39509	0	0	0	8769	0	true							
42420	1471874	0	147108	318481	0	499985	0	0	6854	0	5411957	0	589202		456739	3131189	124215	352251	4819596	626	3159	23579	6854	6854	90683	278364	278976	35293	369047	14395	62472	46842	1869	226577	125578	6854	14430	0	76867	0	true	83176	79088	1532082	1599107	1295634	176240	
42448	75215	25	66232	98772	0	426685	0	0	70627	0	869328	0	99512		161854	193116	76105	360418	769816	10	0	33984	0	0	50865	179822	153213	39185	227190	20257	56959	83283	17412	261232	177911	515	1153	35245	77216	61417	true	54663	260209	27840	3747	71476	2662	
42457	3632	32	5747	5571	0	16972	0	0	8539	0	20909	0	4578		2643	8278	946	11193	16331	0	0	207	0	0	459	2217	931	392	2676	0	2000	3000	0	1356	5000	0	0	2000	2000	0	false							
43052	12946	104	3038	15108	0	24435	0	0	0	0	53084	0	3938		10648	9665	3748	21293	49146	0	0	1313	0	0	4036	8355	9522	2294	12391	3790	1223	1252	0	13558	6265	0	0	0	5013	6369	false							
43351	25755	0	5650	50797	0	54141	0	0	2000	0	154074	2000	34859		47767	11447	3905	48491	111654	0	5561	0	0	0	11003	34585	21630	7904	45588	10880	25360	5509	0	27356	41749	1912	1912	2000	36240	0	false							
43856	24452	0	14770	13526	0	32072	0	0	0	0	31209	0	1736		3036	0	4960	17302	29473	0	0	3519	0	0	1706	2831	603	0	4537	1617	0	0	0	2104	1617	0	0	0	1617	0	true							
43959	31288	0	7225	48925	0	76267	0	0	0	0	116470	0	3115		5308	71195	1578	68479	113355	563	0	378	0	0	2635	4341	1996	976	6305	3373	325	341	0	4640	4039	0	0	0	3698	0	true							
44040	99076	0	43468	31174	0	96382	0	0	0	0	172886	0	3915		19983	32284	30915	52914	168971	0	0	0	0	0	10437	15327	5670	0	25763	626	8115	1352	0	11450	10093	0	0	0	8741	0	true							
44433	5746	0	0	77508	0	87240	0	0	6153	0	220197	0	0		31789	79177	3575	87240	220197	0	0	1690	6153	0	24952	64630	25719	3134	89582	3593	9835	2188	1220	86648	16836	0	0	0	13428	23223	false							
44741	243352	3	9285	25469	0	38618	0	0	0	0	358493	0	64913		29137	54872	19045	29330	293335	0	245	7641	0	0	5821	11826	17747	12010	16267	1217	6199	1459	3989	18267	12864	1510	1801	0	7165	0	true							
44750	17354	0	28000	14397	0	46666	0	0	99	0	83835	0	628		22908	23980	10755	18666	83207	0	0	3899	99	99	3211	9446	9760	11811	12657	0	1015	5191	2067	11320	8273	0	0	0	1015	0	false							
44929	43404	0	26364	27602	0	63714	0	0	0	0	66115	0	2377		15205	811	5828	37350	63738	0	0	2742	0	0	3477	5047	6141	4228	7122	493	1109	0	1404	3689	3006	0	0	0	1602	0	false							
45038	12573	0	7967	15181	0	28967	0	0	0	0	94435	0	6102		33499	17513	14072	21000	88333	0	0	6171	0	0	6486	11082	24814	10486	17568	0	3104	5454	2923	19369	11481	170	300	0	3104	0	true							
45047	15340	20	6431	34469	0	48984	0	0	11	0	82755	0	7905		22699	9819	9016	42289	74850	244	0	3976	11	0	10275	28729	8240	31	38966	2748	5770	1804	0	24576	10322	0	0	0	8517	0	true							
45056	7335	0	2451	14314	0	25325	0	0	0	0	44909	0	10986		8116	26798	3166	22874	33923	0	0	867	0	0	1959	5263	1739	491	7222	401	923	0	0	1336	1324	0	0	0	1324	0	true							
45430	16254	14	3255	17889	0	26901	0	0	0	0	70632	0	8200		22297	3881	9347	23632	62432	0	0	3183	0	0	17220	14314	5540	638	31534	8620	3899	267	0	15415	12786	0	0	0	12519	0	true							
45458	12223	0	6055	29436	0	42289	0	0	0	0	61914	0	13695		14317	26140	5640	36234	48219	0	0	1641	0	0	6743	6918	5109	1512	13661	1207	1454	608	0	5965	3269	0	0	0	2660	0	true							
45551	437985	2	43643	112161	0	125514	0	0	71420	0	685356	0	63357		90910	9705	22859	81815	621999	54	0	4763	71420	17550	27114	82802	76243	28777	107743	2415	14888	5428	0	124026	22731	0	0	0	16039	0	false							
45560	358732	0	2871	132316	0	162253	0	0	19986	0	1404152	0	1501		50024	799691	9382	159330	1402607	52	44	2798	19986	0	15801	66434	9804	0	79849	32078	112121	9492	0	42015	153691	0	0	0	144199	0	true	6318	28893	140110	161857	240923	117809	
45775	19188	0	0	15701	0	34420	0	0	0	0	110292	0	3381		31888	29527	15368	34420	106911	0	0	6071	0	0	7599	22051	16089	8547	29650	1470	4205	1357	260	22397	7292	0	0	0	5675	0	false							
46053	58001	1	15945	45020	0	98194	0	0	0	0	91973	0	8947		19426	0	6855	82243	83026	5	0	1754	0	0	3916	11821	10677	1832	15620	277	4088	1361	0	8820	5726	0	0	0	4365	0	true							
46941	18600	0	7847	24569	0	51177	0	0	0	0	52280	0	2570		15488	8631	5484	42839	49710	491	0	1660	0	0	2627	8304	8285	3468	10892	1000	1105	0	260	7196	2365	6498	1102	0	2105	985	true							
47247	37529	648	7503	95104	0	114934	0	0	0	0	208320	4202	8656		27283	76363	10108	100191	195462	6592	0	3716	0	0	7565	30848	36543	11767	38138	1374	3869	1163	1299	59440	7705	0	0	0	5243	40192	true							
47256	8612	0	915	5073	0	8646	0	0	1507	0	28080	1257	2910		6394	1577	2070	7731	23913	0	0	285	0	0	3054	7743	4789	126	10797	1514	284	381	0	9318	2179	0	0	1257	1798	4919	false							
47452	4983	0	7840	10311	0	23149	0	0	0	0	21586	0	0		3202	10370	1195	15309	21586	0	0	236	0	0	1822	3071	883	142	4893	0	315	0	0	2716	315	0	0	0	315	0	true							
47500	62205	0	3318	64632	0	85420	0	0	2941	0	233663	0	4466		61741	44339	28476	81875	209872	227	19325	9770	2941	2050	14007	48265	35751	14339	62272	1744	5509	4942	2563	50620	14758	5455	5071	0	7253	21089	true							
48057	19489	0	11315	17662	0	45003	0	0	0	0	46456	10	10031		11171	417	3138	33688	36415	0	0	1107	0	0	2975	7583	5164	2155	10558	1298	7100	275	0	6706	8673	0	0	0	8398	0	true							
48150	2185	0	443	6271	0	9395	0	0	0	0	16233	0	2057		7109	2576	1211	8952	14176	0	0	238	0	0	2500	5277	2552	637	7777	507	0	0	0	3857	507	0	0	0	507	0	true							
48374	57654	0	7322	88231	0	224844	0	0	47607	0	547373	0	8154		174883	83132	43676	217298	538973	224	246	18169	47607	10929	57522	140763	109339	20622	197322	16986	40985	20370	0	153363	78341	1700	1705	0	57971	0	true							
48440	10093	0	1381	30623	0	31082	0	0	6841	0	64978	0	5640		18298	29070	4146	17781	59081	11920	257	1014	6841	1750	3844	6299	8834	4951	10143	351	1235	0	303	5630	1889	0	0	0	1586	0	true							
49054	7388	0	363	15881	0	19548	0	0	54790	0	128578	0	1729		68321	24703	0	19185	126849	0	0	0	54790	5800	5539	22066	28735	30122	27604	3516	5456	755	300	18140	10027	0	0	0	8972	0	true							
49148	17118	0	14006	15812	0	44429	0	0	0	0	39730	0	3567		11652	1272	5478	30423	36163	0	0	1934	0	0	3195	8174	5273	1785	11358	2208	0	704	0	6775	2912	0	0	0	2208	0	true							
49241	259818	0	47973	43622	0	70558	0	0	0	0	616880	0	30809		74142	162166	20843	21003	586021	1582	50	6140	0	0	37794	68452	53188	527	106246	6041	20350	6199	2347	85818	34937	0	0	0	26391	0	true							
49652	14094	0	3561	29843	0	41554	0	0	7257	0	55965	0	15029		9174	11207	2169	37993	36800	0	4136	483	5057	2357	2027	13693	7221	1724	15720	400	2892	2456	250	15491	5998	10938	6828	0	3292	0	true							
49858	7731	0	0	29155	0	33892	0	0	25946	0	83672	0	6900		19313	3493	1315	33892	76772	0	0	118	25946	19222	12302	39093	12239	505	51395	294	5291	2725	0	44825	8310	0	0	0	5585	0	false							
49951	5890	0	6836	7807	0	26328	0	0	5000	0	79977	0	4788		12552	6886	2113	19492	75189	0	0	582	5000	5000	9025	23780	10056	413	31305	9889	8821	5216	0	30722	23926	0	0	0	18710	0	false							
50144	6567	0	3052	12950	0	20142	0	0	0	0	52270	0	875		21165	6830	7599	17090	51395	0	0	3541	0	0	2258	7720	12692	10403	9978	260	1638	2534	1368	11908	5800	0	0	0	1898	0	false							
50461	157	0	0	18057	1025	18057	0	0	1174	0	20724	0	0		1076	13919	437	17032	19304	0	1420	308	639	0	249	2008	152	884	2257	0	608	2212	535	2217	3355	0	0	0	608	0	false							
50872	5441	0	425	6133	0	17833	0	0	0	0	74111	0	1098		19444	12225	14011	17408	73013	0	0	8875	0	0	6205	20247	11823	6996	26451	1330	4657	694	4494	25827	11175	0	0	0	5987	0	true							
51253	30758	0	8263	104078	0	104078	0	0	82597	0	362270	0	20528		128176	78450	11369	95320	287565	495	54177	4605	82597	0	26049	61607	64608	75033	87656	3978	16968	4019	800	99121	25765	0	0	0	20946	54406	false							
51356	8303	0	169	12066	0	19818	0	0	0	0	33578	0	0		5667	0	3803	19649	33578	0	0	0	0	0	2696	6675	1903	0	9371	701	8718	4582	0	5607	14001	0	0	0	9418	0	false							
51459	19316	0	4474	57405	0	94805	0	0	0	0	132099	0	43331		19336	52247	6459	90331	88768	0	0	2170	0	0	9405	21971	4013	0	31376	8005	16350	793	0	16053	25148	350	371	0	24355	1514	true							
51842	84321	490	10158	48957	0	77272	0	0	20346	0	265365	0	71769		35941	189	18558	66624	164205	0	29391	4158	7368	1995	32560	66360	54268	4935	98920	1994	6500	10579	3660	122181	22733	22221	16537	5994	8494	91975	true							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
52951	19616	0	20484	48891	0	85823	0	0	0	0	125754	0	19554		21540	17956	5254	65339	94665	0	11535	1039	0	0	15394	29782	11112	2217	44277	16962	11096	1105	514	36965	29677	0	0	0	28058	12946	true							
53051	8732	0	2082	20423	0	29735	0	0	0	0	33318	0	2359		9910	5872	4095	27653	30959	0	0	1454	0	0	2633	7277	4594	2726	9910	312	752	420	0	7320	1484	0	0	0	1064	0	true							
53752	2707	0	10461	15240	0	25078	0	0	0	0	25513	0	7122		7144	6051	2237	14617	18391	0	0	757	0	0	2381	5546	3248	2936	7927	1695	697	252	0	6967	2644	0	0	0	2392	0	true							
54049	28598	0	7204	23899	0	59316	0	0	0	0	93286	0	6824		17079	37573	6028	52112	86457	0	5	1988	0	0	3316	10630	10999	825	13567	277	762	306	0	8691	1345	314	314	0	1039	0	true							
54058	12107	0	1665	30894	0	50404	0	0	3114	0	282105	0	20227		64146	96485	21080	48739	242820	0	19058	9200	3114	1890	11625	54074	42975	22339	60729	12357	17206	9610	3327	66867	42500	0	0	0	12357	17890	true							
54441	14096	0	7999	24668	0	43484	0	0	4663	0	94820	0	3902		32115	27204	9240	35485	90918	0	0	3270	2538	2288	14734	17769	9336	3483	3334	2396	4496	1305	0	13208	8196	0	0	2125	6891	0	false							
54656	135197	0	39415	96833	0	163818	0	0	0	0	633580	0	110375		103277	115578	104810	124403	523205	0	0	4578	0	0	50787	180260	28033	3810	231047	32450	77878	8302	1286	159612	119916	0	0	0	110328	0	true							
54973	2345921	98	74077	234214	0	416001	0	0	0	0	5758116	0	235809		332682	2607078	122829	332555	5518591	9271	3716	12870	0	0	58483	130558	217310	78292	189041	126387	151804	26888	15395	151961	320474	0	0	0	278191	0	true	66509	29091	1739170	866631	2177845	166313	
55336	120159	0	947	107405	0	173418	0	0	0	0	171214	0	0		19995	15482	11473	172471	171214	0	0	3917	0	0	6946	8038	13288	2856	14067	292	1798	1687	668	11133	4445	0	0	0	2090	0	true							
55635	4282	21	378	14044	0	20677	0	0	25214	0	73741	147	11692		4122	16163	943	19932	42487	346	19415	749	25214	23474	17129	24514	4647	233	41643	1633	4338	801	0	42401	6772	21472	24215	0	5971	5956	false							
55653	15590	628	5138	53469	0	86676	0	0	0	0	31699	0	1		8255	4429	1437	80830	31698	80	0	0	0	0	2149	5406	3096	497	7555	0	263	268	0	2894	531	0	0	0	263	0	true							
55970	214940	0	0	75513	0	151484	0	0	0	0	252446	0	0		19985	1019	13822	151484	252446	0	0	5539	0	0	6687	12033	9518	3115	18720	1211	1049	1774	1100	11368	5134	0	0	0	2260	0	true							
