"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
1014376																																																															0	10177	656		5			5172	0		16	190270	0	0	330	94809	231		7456	1550	13855	34398	42095	1190	0	3737	14946	28938	36022	9360	0				0	0					7910	20540	22115	17359							0													0	88142				10066		0	38								2748													8494		CONF	CONF	0	
1014451																																																																8223	0		6298			13126	0		0	37776	0	0	0	4572	81		8478	540	132	891	1407	1555	48	10680	2801	12454	5068	2201	0				0	0					130	0	4443	0							0														3400				0		0	26								774													103		CONF	CONF		
1014554																																																															0	12539	385		26756			6938	0		0	68593	0	0	0	14317	188		30239	322	2337	6035	5623	0	0	23245	5444	8584	15120	1724	159				0	0					616	0	4229	0							0													0	36536				0		0	603								106													1916		CONF	CONF	0	
1014657																																																															0	1320	18011	0	46	28144	0	28144	7148		44	244713	0	0	412	87756	804	72353	65485	3187	7723	9370	4641	19731	43104	19086	47590	47009	10665	9258	23349	0	0	0	0	0	0				3198	30580	21586	37865	0	0				0	0													0	27734				0	4413	0	4413							0	1769	0	0	0	0	0	0	0	0	0	0	0	0	2029	0	CONF	CONF	0	
1014853																																																																23158	5060		23336			40548	5263		0	242983	0	4751	0	73601	813		31337	2856	2527	3747	2934	13901	47286	22583	14634	44265	18121	42658	26919				0	23					5128	3561	34106	18692							0														47520				242		0	380								3004													1559		CONF	CONF		
1015243																																																																5100	15580	0	1895	68926	0	68926	26656		10073	498221	1828	0	1917	123057	6753	97628	86110	11463	15657	22078	46741	13774	13071	88950	37445	119676	57984	64973	6482	0	0	0	5587	4158	64				25503	33323	94435	42514	0	0				0	0													0	333919				2507	579	0	579							0	7684	0	1629	0	0	829	0	0	49	0	0	0	0	28226	0	CONF	CONF	0	
1015252																																																															0	757	0	0	2915	102356	0	102356	757		4002	160380	1177	0	0	5741	0	0	16933	0	254	24	163	494	4806	22379	13407	86387	13382	9240	10982	0	0	0	325	39	0	0			2733	2574	25661	0	0	0				0	21														94046				26	501	0	501							0	262	0	0	0	0	0	26	0	0	0	0	0	0	12934	26	CONF	CONF		
1015270																																																																528	889		0			23595	17262		0	200955	0	0	0	95123	1700		11549	9474	8540	6090	4775	28171	37669	11874	8474	30642	18456	12933	23345				0	0					6154	6024	22790	24016							51														84053				291		0	79								2245													550		CONF	CONF		
1015458																																																																3704	0		3781			5668	301		0	16745	0	0	0	2271	0		3110	83	112	251	1825	0	0	3462	2347	4664	3846	155	0				0	0					0	0	119	0							0														0				0		0	0								201													700		CONF	CONF		
1015467																																																																137318	6169		1288			37872	544		0	593451	0	0	0	240839	1377		73940	127574	10775	317	667	5647	95398	26918	23706	40679	7967	50695	202647				0	0					7443	53482	35788	70986							0													0	476939				0		0	0								28													317		CONF	CONF	0	
1015560																																																															8722	0	85292	0	0	869085	39029	908114	0		0	2638831	0	0	0	313089	0	313089	292674	7820	24225	141051	133150	5739	1104	1250535	209605	397683	361834	55019	0	0	0	8722	732	0	142012				0	227757	140197	954926	0	0				0	0													126404	1553736				0	2	0	2							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1311	
1015832																																																																20544	8921		10437			15942	2258		0	119852	0	0	0	20288	113		39473	1024	2724	6700	6698	2804	0	16602	19123	17710	20767	22517	2006				0	0					6012	4906	12362	15135							0													0	40285				302		0	1709								288													937		CONF	CONF	0	
1015841																																																																24916	481		20732			23825	0		641	134755	0	0	0	25509	1395		30363	1085	2930	11114	6133	3483	367	11188	18219	25032	35315	14981	3251				0	163					320	588	9540	18237							87														24804				107		0	114								3975													4319		CONF	CONF		
1015850																																																															0	1420	3686	0	0	54729	0	54729	16950		1829	309610	1134	0	0	99032	9555	40788	27254	2178	4996	21168	19996	33173	17522	15580	14812	81510	48103	45828	4902	0	0	0	0	101	0				10215	15945	49639	39097	0	0				432	0														61255				1904	0	0	0							0	4264	0	0	0	0	0	1472	0	0	0	0	0	0	4282	1472	CONF	CONF		
1016174																																																																0	7301		0			0	4929		0	192457	0	0	0	153305	2665	146601	279	9011	22486	8423	3405	16597	91859	4377	3190	3487	1295	3121	23590				0	0					10181	5818	3431	4437						307	0													0	124142				307		0	0							0	0	0	0	0	0	0			0	0		0	0	390	0	CONF	CONF	0	
1016231																																																																8430	27758	0	0	180957	0	180957	35833		0	948279	0	0	0	215870	3132	13563	115999	11154	9030	31350	58532	101392	4412	126854	35435	208030	170527	176932	11800	0	0	0	1505	0	0				17772	39858	150402	257907	0	0				0	0													7709	397845				0	0	0	0							0	856	0	0	0	0	0	0	0	0	0	0	0	0	7999	0	CONF	CONF	0	
1016259																																																															0	125608	26485		28982			124161	2080		1455	541203	0	1938	0	117766	3002		73899	4876	15496	27871	27553	19774	22042	50694	51297	162897	101535	44001	8434				0	0					2554	730	67904	31204							1162														207354				13530		0	93								2991													4250		CONF	CONF		
1016558																																																															0	2093	0		8941			6681	0		228	28464	0	0	0	3806	19		7183	23	274	230	1131	314	1834	6380	1930	4640	6636	2812	2023				0	3					1360	0	0	1689							0														3023				487		0	2784								220													640		CONF	CONF		
1016718																																																																19379	0		836			2591	0		43	69860	181	0	0	27597	618		7731	511	1081	4082	5912	13097	2858	1912	4227	7828	12636	14078	1752				0	0					1803	497	1177	1338							108														0				549		0	81								6751													7330		CONF	CONF		
1016848																																																																15048	0		3859			13635	99		145	74468	0	0	0	18765	113	11869	16928	2782	4218	3548	1951	1664	4600	9738	5705	19607	12531	5767	2352				0	0					1825	542	8922	6851						0	0														39569				0		0	0							0	3037	0	0	0	0	0			0	0	0	0	0	1627	0	CONF	CONF		
1016857																																																																1254	44380		783			137409	8275		0	528099	0	1434	0	54190	540		101192	16004	1919	5286	5550	17407	7997	42107	57999	170395	119729	82682	983				593	234					23370	63021	55721	134714							0													0	0				964		0	59								1420													702		CONF	CONF	0	
1016941																																																															0	407	10282		30			28496	1742		1096	149936	40	0	0	40366	931		13742	895	3214	17879	11018	3147	3295	8913	16727	34251	39582	6308	1439				31	0					2448	10253	21908	29539							68														40366				58		0	2								1921													524		CONF	CONF		
1017425																																																																30111	3253		2676			67332	28728		0	353201	1137	0	0	105673	6589		39491	10906	25344	22273	31029	4686	11218	80439	31683	77812	49355	8966	0				860	0					2854	12131	47504	38588							115													0	105456				40		3431	44								2870													1694		CONF	CONF	0	
1017555																																																															0	4137	1200		891			5646	633		0	38061	0	0	0	7257	730		3839	246	948	1457	1901	1062	1644	2118	2356	9613	9935	5637	1144				0	23					369	2812	8166	4745							0													0	12091				0		603	0								511													338		CONF	CONF	0	
1017564																																																																469	0		3151			11760	60		470	40508	0	0	0	8903	165		15569	636	1002	492	76	3819	2808	8111	8106	2886	2945	4996	3929				0	0					828	3578	7447	598							0														0				0		0	0								1164													1915		CONF	CONF		
1017854																																																																16286	0		11086			4914	0		0	34608	0	0	0	468	0		25355	0	222	202	28	0	0	9072	17762	4928	1630	403	269				0	0					0	0	209	61							0														0				376		0	0								399													1185		CONF	CONF		
1017939																																																																44814	148963	142	8517	3865469	0	3865469	720818		17194	11927497	0	36644	86828	1637117	21451	891051	1841161	226472	120114	191099	205929	721263	153833	4698952	462832	2361559	1399371	1276770	60217	0	0	0	0	12923	0				355902	885871	1892712	2144220	0	36644				18042	3930														4048284				36314	1005	0	1147							0	40813	0	2938	1372	6434	2144	3133	0	2251	2071	0	4	176	92922	3133	CONF	CONF		
1017957																																																																7070	13722		7537			34988	3496		0	134677	0	0	0	12704	2044		34467	178	1440	3751	3906	2484	868	8574	24275	35964	17292	24528	11297				0	124					1828	6627	9342	24186							0														10326				0		0	479								4373													6157		CONF	CONF		
1018927																																																																51	134177		60			196845	43159		0	1731473	3115	0	29023	515783	14412		313143	12579	12485	32496	69728	120507	267255	243456	108111	175917	110009	476070	98414				1283	1080					152744	39189	79261	154632							662													0	1210436				0		39482	32								464													361934		CONF	CONF	0	
1157415																																																																0	14835		0			28044	1032		0	776297	0	0	0	45067	3020		223188	7133	2178	7581	5797	5582	13825	448116	104817	59716	75398	38429	1				0	2					0	127126	40747	512087							727														337188				0		0	3								3333													1001		CONF	CONF		
1158878																																																																0	5024	0	0	14698	0	14698	7679		0	232343	759	0	0	72078	0	12951	943	651	214	1775	1183	8936	59319	8404	3894	31291	15331	16617	85271	0	0	0	0	40	0				3651	8200	39726	81605	0	0				196	0														54057				222	81	0	81							0	154	0	0	0	0	0	19	0	7	0	0	0	7	166	19	CONF	CONF		
1160509																																																																4248	816		166			39175	6771		3224	162267	857	0	0	56619	3678		58104	2277	6565	11529	11055	11520	13673	17165	32097	35987	18038	2886	88				0	174					5756	2769	18043	7032							0														41672				1408		0	135								5654													8864		CONF	CONF		
1161216																																																																0	11289		0			49626	16334		0	320997	0	0	0	139734	1774		41973	6083	17651	13224	15979	24115	62681	37054	19830	61275	29669	26785	6650				0	67					24214	312	45353	29944							0													0	75060				0		0	292								246													1812		CONF	CONF	0	
1162017																																																																35673	51676		15694			82804	0		0	660446	1038	0	29988	47454	354		411226	14229	3618	3545	10347	25	15690	362978	30401	82894	74209	52012	0				0	30					39959	111417	80622	133441							0													0	519013				1609		0	73								891													61396		CONF	CONF	0	
1163283																																																																528	295		440			3339	792		0	61246	0	0	1390	36917	154		13165	2285	3952	9710	18175	2647	0	2408	4722	7878	7458	1683	0				0	36					1233	2152	4935	2244							0														0				261		0	0								3049													5132		CONF	CONF		
1169650																																																															10000	2966	115385		0			36040	7752		0	645787	1247	0	0	131416	2122		86993	22530	15776	14250	11215	67645	0	74509	74772	85339	43639	237359	0				0	0					0	20280	90105	230336							0													0	118751				1900		0	12								0													620		CONF	CONF	0	
1176881																																																																0	62188	0	0	213219	40042	253261	26539		0	863095	0	0	0	484886	17436	149587	4477	37390	60217	9247	5922	143047	181644	30405	17003	12358	81132	107448	23487	0	0	0	0	0	37				0	254	3548	7396	0	0				30313	16703														600772				30313	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	7587	0	CONF	CONF		
1176920																																																																2372	0		4062			9359	70		412	26508	0	121	0	4046	183		7194	17	264	332	1399	2034	0	2770	4143	6821	5381	2478	0				0	0					123	308	2326	803							0														0				180		0	68								929													1326		CONF	CONF		
1186965																																																																1916	6389	0	0	14385	0	14385	8358		0	199822	705	0	0	65122	952	50898	5818	1361	3359	274	5662	2682	51633	6628	9442	20369	29006	29710	40250	0	0	0	0	1837	0				938	14043	46620	38706	0	0				0	0														60734				754	31	0	31							0	193	0	376	0	0	12	0	0	366	366	0	0	0	1037	0	CONF	CONF		
1187001																																																															0	174082	24085	0	250874	826399	0	826399	6225		2199	3016933	8629	0	0	180942	5062	144485	705582	27094	13802	41194	45038	29782	22012	859068	423348	873543	406718	130448	47559	0	0	0	0	0	88				46633	220937	223773	1039639	0	0				0	0														690348				3867	5984	0	5984							0	7622	0	1272	0	0	361	2201	0	33	33	0	0	0	11106	2201	CONF	CONF		
1187551																																																															0	195	1125		0			1870	0		1430	40565	0	0	0	1980	0		3486	521	0	0	1408	51	0	12821	4807	7551	9955	3451	0				0	0					680	10359	6576	12549							0														0				0		932	2869								0													0		CONF	CONF		
1188772																																																																8086	3558	0	940	38822	0	38822	6085		392	614908	0	0	18	379350	898	13184	84697	50490	304188	8076	7881	7927	590	26145	60325	38690	38443	49258	22561	0	0	0	687	0	0				61089	17934	14746	77405	0	0				262	0														127881				300	478	0	478							0	2555	0	0	0	0	0	38	0	0	0	0	0	0	1883	38	CONF	CONF		
1188987																																																																7013	3480		2307			45739	2199		5776	170085	0	0	0	25193	522	45	34895	555	3067	5881	13776	702	1175	35529	16513	47720	37494	4885	2600				0	615					1218	11133	23521	32663						298	0														0				723		0	5028							0	588	0	0	0	416	0			0	0		0	0	3090	9	CONF	CONF		
1190476																																																															0	150588	128396	12220	40381	3112013	0	3112013	63214		29322	6140339	0	0	0	253287	19323	48143	3196293	47151	61079	43059	44879	20043	33641	2712557	375506	1502544	789209	426798	48836	0	0	0	4314	4601	0				49279	425448	585116	1163786	0	0				78	73														2385456				3635	0	84860	12220							0	1873	0	0	0	0	0	3557	0	0	0	0	0	0	12318	3557	CONF	CONF		
1191352																																																															0	8072	4352		0			10502	903		0	81502	67	0	0	15850	586		22231	996	2351	6134	5397	972	0	7588	12873	19293	9111	16053	376				0	60					2520	1801	18284	17704							0													0	0				0		0	41								183													711		CONF	CONF	0	
1211371																																																																0	28402	0	0	67776	0	67776	32897		4441	619707	0	0	0	172668	3815	23889	21758	571	6071	6714	9100	39698	110340	60323	23892	94871	97714	161847	7433	0	0	0	0	25	0				5034	22043	58468	61039	0	0				0	144														411777				12	652	0	652							0	160972	0	0	0	0	0	0	0	12	0	0	12	0	1475	0	CONF	CONF		
1216022																																																															1000	0	0	0	0	1192000	0	1192000	0		20000	70501000	0	0	0	0	0	0	61000	0	0	0	0	0	0	28690000	22000	40093000	864000	821000	1000	1000	0	0	67188000	0	0	4574000			0	0	0	0	0	0				0	0													0	17934000				826000	112000	2000	112000							823000	0	0	0	0	0	0	3000	0	823000	0	0	0	0	1986000	3000	CONF	CONF	0	
1216321																																																																935	98104	0	0	823796	0	823796	82579		65798	2671947	15617	0	18057	481268	21226	3050	203209	0	6393	19308	25323	21229	408042	137020	169577	937480	511747	345411	93585	0	0	0	64	1265	0				38187	127374	426008	498055	0	0				0	1277													0	646267				6062	22434	0	22434							0	0	0	0	0	0	6062	0	0	0	0	0	0	0	471	0	CONF	CONF	0	
1216826																																																																0	72918	0	0	25963	0	25963	19904		0	1408462	0	0	0	865882	0	246261	760526	658063	28367	35580	73624	60376	6817	166912	35131	98929	158623	81997	0	0	0	0	0	0	0				6443	7259	7223	302131	0	0				235	1332														1266207				547	6056	94683	6056							0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	312	CONF	CONF		
1218446																																																																4832	2399		3365			44402	0		1921	152018	0	2093	0	7172	59		13574	3830	378	1583	1381	0	0	65395	19053	44078	14896	1424	0				17499	0					6074	2515	12651	22572							0														44229				1281		21712	2624								0													128		CONF	CONF		
1222519																																																															600	7834	27486		5568			105818	5058		5366	457525	0	0	2079	122168	3898		119	8448	23424	42081	33547	12463	2090	25147	63571	115499	91477	33824	5671				1291	167					13773	9271	108800	24955							0														0				323		0	81								7932													7459		CONF	CONF		
1222948																																																															0	82216	80469	0	23308	84430	0	84430	5248		1718	531192	885	88	0	117812	3398	3618	101006	7408	11654	25459	45758	9171	18161	36210	55088	122002	169963	28112	1207	0	0	0	1	24	728				6722	13803	45782	60262	0	88				0	50													0	175737				0	1297	0	1297							0	2027	0	0	0	0	0	0	0	0	0	0	0	0	3472	0	CONF	CONF	0	
1225752																																																																334	0		0			63410	4120		0	173198	0	0	0	32980	820		28704	174	2591	3660	2442	882	23020	11757	14182	53262	37943	18678	2888				371	1317					3324	4519	38709	21249							48														59779				228		0	0								722													1323		CONF	CONF		
1225761		0	0	0	0	0	0	0	0	0	9794503	0	0	9794503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2938				0	0	0	0	0	0													1093	314	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	9794503	0	0		9794503	0	2009232		41377	236820	506798	745356	1068421	7186723							0	0	0	0	0					0	0	0	0						314	0													0						0	0									0	0	0	0	0	0				0				0		CONF	CONF	0	
1225798																																																															0	0	259		0			20444	1618		0	95851	571	0	0	52343	98		11865	1186	7400	11832	6539	8260	16894	187	3092	17098	9619	6287	7796				0	0					0	0	12165	9495							0														32243				81		0	0								0					81								0		CONF	CONF		
1228034																																																																10265	30793		2927			48108	287		2187	493816	0	0	0	129616	9111		49555	9890	18700	40656	51721	6165	486	39410	45993	90852	153278	14682	1586				0	141					30196	18482	53794	143876							0														0				2480		0	7								6553													7473		CONF	CONF		
1229198																																																																960	1140		123			8184	999		0	63874	0	0	0	31658	956		12174	1996	3569	3222	8577	6525	7712	3064	5529	10374	9412	3823	0				0	0					432	1910	10791	6203							0														63619				0		0	1								407													110		CONF	CONF	0	
1293078																																																																11258	1423		1036			6351	0		0	106282	0	0	0	45789	521		7098	31	72	1412	1151	20892	22231	6320	4868	3706	4775	21029	19523				0	0					3579	162	8408	25479							0														51802				0		0	130								1412													734		CONF	CONF		
1356768																																																																0	278321	0	218	873527	0	873527	91882		56771	3156125	0	0	0	395073	34163	347801	376309	108879	30650	54316	94817	81056	23493	1313043	136092	475389	578258	143223	95268	0	0	0	0	0	0				178531	223115	557065	458394	0	0				1333	0													0	452814				10659	0	0	0							0	328	0	0	0	3373	2126	3808	0	19	0	0	0	0	8737	3808	CONF	CONF	0	
1369870																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0														0				0		0	0								0													0		CONF	CONF		
1386251																																																																256038	129973	1793	123448	2018371	0	2018371	88762		110165	6136097	0	22058	94007	885302	86776	656896	2181694	57202	85185	116946	75548	303017	243273	1807489	607895	818950	843272	902069	192862	0	0	0	15	6716	1535				205961	229124	732473	844965	0	22058				934	6958														836583				2192	17457	26663	19250							0	213587	0	0	0	634	0	542	0	82	0	0	0	0	136450	542	CONF	CONF		
1387203																																																																0	0		0			206	16541		0	120054	0	0	0	80187	6339		9895	23920	1112	3523	9540	17635	24457	5118	4313	11066	16786	2584	0				0	7					5789	2194	2259	414							0														53291				0		0	0								2804													3314		CONF	CONF		
1387605																																																																109908	81479		105685			448128	88688		20288	1666893	0	0	0	255933	11416		300068	13048	30811	44539	88315	26692	51944	185524	139390	406051	425240	236130	8424				0	2989					27186	84001	154526	248833							353														135233				570		0	0								22228													5605		CONF	CONF		
1390324																																																																586	920		0			17264	3758		182	79117	0	0	0	21188	37		1174	416	75	1224	1510	11853	6110	3253	1863	15222	12508	15329	9595				0	64					0	545	10803	6707							0														32236				0		0	12								9779													7272		CONF	CONF		
1391778																																																																0	0	0	0	0	0	0	0		0	8493336	0	0	0	0	0	0	8200312	0	0	0	0	0	0	8200312	0	293023	0	0	0	0	0	0	8493336	0	0	295453			0	0	0	0	0	0				0	0														5069118				240188	0	0	0							240188	0	0	0	0	0	0	0	0	240188	0	0	0	0	0	0	CONF	CONF		
1394621																																																															0	9820	17028		0			61066	7725		19435	480177	0	0	0	75744	1510		137038	2995	8884	15204	28022	17912	2684	55050	84115	87211	99655	65765	10501				0	0					30058	53989	88442	100794							467													0	0				0		0	0								3389													11177		CONF	CONF	0	
1394676		0	0	77415	0	24855113	0	0	0	0	86292440	0	67486	0	0	22143308	78031793	458893	7386989	101651	483	64540	0	0	0	0	0	59841010	0	0	1883828			0	0	0	0	0	0													70628278	3168872	1802925	0	1323235	0	1845637	0	0	0	1518902		0	0	0	0	24855113	0		0	0	0	86292440	0	0		0	0	0		0	0	0	0	0	0							0	0	0	59841010	0					0	0	0	0						0	0																			77415	0									0	0	0	0	0	0				0				1518902		CONF	CONF		
1396764																																																															0	0	20872		0			7315	2247		0	325616	666	2003	0	42101	1		84520	93	1869	3883	77	17273	18907	32176	60144	77906	45776	65475	0				0	39					0	62702	10120	174452							0													0	208692				2735		4033	3								0													394		CONF	CONF	0	
1397471																																																															0	148	0		0			30533	1535		0	155661	299	0	0	77393	2125		109063	4498	69652	1895	472	566	0	11587	27026	17570	10734	8572	0				0	148					11186	9569	14044	4992							0													0	0				0		0	82								628													3577		CONF	CONF	0	
1402384																																																																6036	2584		1783			10272	1866		0	89988	525	0	0	11249	45		37224	422	2392	4508	3463	407	0	13182	21228	26105	13650	3860	1232				0	0					7063	13656	22169	11572							0													0	0				532		0	0								1069													1149		CONF	CONF	0	
1404481																																																																7490	3062		7300			17554	2154		918	107499	0	0	0	29948	70		18204	2178	1958	13191	10846	1080	0	3464	10604	26417	20946	12338	3634				0	32					2412	10522	15125	8086							611														0				1541		0	0								820													2006		CONF	CONF		
1404883																																																															0	0	15575		0			19998	11430		0	111710	556	0	0	41668	156		22014	338	1727	9127	29803	671	0	7445	14393	22838	22056	3848	18				0	18					6041	683	7642	8207							0														94295				0		0	0								0													848		CONF	CONF		
1412619																																																																810	79883		45			532056	26683		0	1483880	0	294	0	164581	3699		494852	39068	18523	31462	34190	9285	31236	584257	55369	288031	277335	92038	5934				0	0					59445	69568	249529	295363							311													0	492609				6092		0	903								579													442		CONF	CONF	0	
1412712																																																																48229	43233		5993			106235	3857		0	854470	2224	0	981	28810	838		40828	0	5424	6658	10029	5354	1345	43119	87173	225296	211437	220184	38188				0	0					2378	22615	80356	238647							0													0	557337				1141		0	0								0													275503		CONF	CONF	0	
1414819																																																															0	0	6868	0	0	553	3214	3767	130		0	553393	11	0	0	527796	13	523954	2478	64770	188418	146106	86478	26500	2091	2024	2738	12248	5642	1524	1403	0	0	0	1172	0	419138				0	569	2383	2697	0	0				4551	7362														527796				5152	62	0	62							0	7947	0	0	389	212	0	0	0	0	0	0	0	0	0	0	CONF	CONF		
1416279																																																																0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0					0	0	0	0							0													0	0				0		0	0								0													0		CONF	CONF	0	
1418255																																																															0	0	7196		0			12405	167		0	62773	0	654	0	5054	0		3855	1212	39	0	0	3182	621	4698	3530	23443	16590	6124	3296				0	0					0	1066	6667	2422							0													0	19448				0		0	0								27139													3		CONF	CONF	0	
1429028																																																																2318	8202		3182			93781	543		101	268676	0	0	0	58555	786		23681	2163	2978	5571	4922	11419	31502	4523	20205	102369	18417	53130	11053				0	70					9737	16595	21187	48732							0														86903				243		0	3015								329													1543		CONF	CONF		
1435092																																																																3700	445		6848			13535	0		638	43487	0	0	0	9002	0		9202	729	539	1323	3154	1246	2011	4472	7059	11573	6091	3887	1402				0	0					228	2528	2763	1197							0														0				0		0	0								1009													1594		CONF	CONF		
1436071																																																															0	17585	4840	0	7901	111627	0	111627	2936		2108	468749	144	0	870	102964	1440	51410	67898	3838	10699	22187	22544	18891	23938	27871	35684	161441	37808	75953	26139	0	0	0	1196	464	1317				26788	48693	68372	57696	0	0				263	1336														52302				709	1105	0	1105							0	2344	0	0	0	0	0	0	0	446	446	0	0	0	10834	0	CONF	CONF		
1436204																																																															0	18201	126224	0	7066	366682	0	366682	110062		28790	2107991	0	491	10568	162798	400	4560	147958	0	1083	4343	6877	26899	123595	215529	45868	463964	223101	942216	53074	0	0	0	0	2934	0				14409	61837	285129	842444	0	491				542	0														1269919				12325	59653	0	59653							0	0	0	0	0	7003	2842	585	0	1353	467	0	0	745	20871	585	CONF	CONF		
1439456																																																																0	5628		0			18961	4727		1293	192503	358	0	0	53529	806		82291	8038	21176	18151	5124	1040	0	10682	51074	68727	7270	1420	0				0	34					24752	14403	24245	41886							0														50539				0		0	0								646													1951		CONF	CONF		
1440117																																																															0	261	7269		450			35970	25050		432	413193	0	0	2240	68391	389		49755	20935	1839	5765	5679	3763	30115	34240	18860	67476	70698	91092	62119				1367	187					2633	13664	63459	67206							280														236481				2517		0	191								6158													120116		CONF	CONF		
1443266		0	0	0	0	0	0	0	0	0	7923000	0	0	7923000	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	14000				0	0	0	0	0	0													3110000	175000	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	7923000	0	0		7923000	0	1974000		156000	670000	721000	216000	1162000	4846000							0	0	0	0	0					0	0	0	0						175000	40000													0						0	0									0	0	0	0	0	0				0				0		CONF	CONF	0	
1444021	0			0	0	0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0													0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0							0	0	0	0	0					0	0	0	0						0	0																			0	0									0	0	0	0	0	0				0				0		CONF	CONF		
1445943																																																															0	32512	38251	0	5364	63443	0	63443	24729		1735	648807	0	0	1073	193061	5464	86670	75027	10365	17035	28151	27042	94110	12189	39309	38736	110067	94990	139572	21110	0	0	0	2182	119	0				9142	35190	133833	62033	0	0				5358	847														534215				18475	11828	0	11828							0	11169	0	3334	0	5390	1426	172	0	2795	2712	11	0	72	18752	172	CONF	CONF		
1447639																																																																52158	113353		4728			532633	1566		0	1647019	9574	0	65472	51127	1780		360656	487	1143	10833	7659	25575	5428	153835	230027	483488	172937	538791	23645				0	63					127632	143068	203070	315470							0													0	1008700				17741		60663	47741								299													1242		CONF	CONF	0	
1456501		0	422000	39005000	0	6833000	1782000	0	0	297000	69261000	0	252000	129000	0	37963000	63211000	911000	2199000	983000	1245000	0	0	4000000	0	0	47000	0	0	3271000				3000	163000	220000	8141000	0	0													3735000	0	0	0	0	0	0	0	0	0	8219000		0	422000	1601000	0	6833000	1782000		0	0	297000	69261000	0	0		129000	0	33000		32000	0	0	0	0	93000							4000000	0	47000	0	0					3000	163000	220000	8141000						0	0													0						5937000	31467000									0	0	0	0	0	0				0				8219000		CONF	CONF	0	
1458608																																																																465	55439	0	0	736149	0	736149	72378		0	1766156	0	0	0	323077	3781	256372	210848	67707	57392	160588	13747	7242	14248	553918	479437	232316	96139	37090	18649	0	0	0	2258	0	0				101835	23727	213405	203349	0	0				700	0													0	1721515				3580	0	0	0							0	48	116	276	0	2342	30	116	0	0	0	0	0	0	30245	116	CONF	CONF	0	
1459717																																																															0	58891	138609	41	6077	86873	0	86873	54663		1153	1424131	0	387	0	631407	20933	3057	168022	17029	39431	190584	213425	107137	59285	37331	75203	296110	276153	106493	238	0	0	0	180	0	0				65580	40514	81783	156560	0	387				2205	404														537508				5928	2270	0	2311							0	66858	0	3617	0	0	0	29	0	77	0	0	0	77	11352	29	CONF	CONF		
1459735																																																															0	11046	6423		97			66868	5603		0	320025	0	0	0	33438	8182		29893	4891	2580	9580	6042	6067	4099	31513	28159	103537	52755	64707	5671				221	60					7591	29390	72831	53302							0														120601				10534		0	0								262													24711		CONF	CONF		
