"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
386731																																																															0	0	0		444			12933	234		8538	105349	0	0	0	41400	62		16609	758	1614	4324	9150	24544	75	5191	9220	22749	17324	8683	0				0	101					1238	6459	14183	1861							0														0				692		0	648								6845													10403		CONF	CONF		
386825																																																															0	473	222		0			6082	0		388	52651	0	0	0	37903	1191		3030	517	776	4263	5341	20157	6850	1670	335	4238	2607	4465	1432				0	0					705	2636	1441	68							0														0				0		0	9								951													582		CONF	CONF		
386852																																																																11358	6998		5719			23799	2867		12304	163298	579	0	942	20536	1534	14791	23879	3287	2968	4388	4941	2110	2717	24361	16965	43036	29300	19545	10079				1300	781					2812	4138	26632	24852						144	0													0	83897				452		1192	13987							0	1444	0	47	0	261	0			0	0		0	0	1624	0	CONF	CONF	0	
387055																																																																17696	62		11221			5555	1335		0	63066	248	0	0	8556	777		18397	2217	837	2500	1781	1221	0	20110	8376	14490	8288	2157	0				322	11					786	2511	7937	4542							0														29873				0		0	7								1341													655		CONF	CONF		
387671																																																															0	264	3238		0			50129	2136		0	265802	0	8691	0	84269	6706		19425	3057	5453	629	371	15480	59229	17346	14940	27538	25592	34096	57559				0	100					7272	12658	8228	77843							0														136949				526		0	0								173													4095		CONF	CONF		
388155																																																																11851	4476		4493			11805	791		0	147441	0	0	0	47208	642		34709	2988	8390	15894	17186	2106	213	15013	19258	34029	26807	2258	1159				0	0					5358	12675	22641	15594							0													0	0				350		0	73								5234													4600		CONF	CONF	0	
388258																																																																2285	261		5005			2167	0		0	15149	0	0	0	2998	696		3490	81	124	394	431	414	1553	1619	2309	1779	1565	3419	718				0	0					0	21	697	8							0														0				0		0	0								570													441		CONF	CONF		
388557																																																																15859	3680		18676			12463	0		77	91046	0	0	0	12952	112		20282	505	649	1184	7930	851	1833	10160	11215	11855	32476	4398	7990				0	0					222	1857	4908	15754							0														22210				601		0	2917								1055													514		CONF	CONF		
388744																																																															0	249	230		0			24302	7680		212	160023	0	0	0	36101	2390		22920	2430	2654	5612	9346	14526	1485	17068	7845	50843	36507	11345	0				371	0					7782	6937	49507	18383							0													0	16436				5653		0	35								4115													1729		CONF	CONF	0	
388753																																																																6996	718		5493			2323	0		0	25095	0	0	0	3714	312		7949	541	448	1365	741	471	0	3637	4889	7912	3832	764	0				0	0					0	487	1092	2804							0														0				58		0	21								307													828		CONF	CONF		
388874																																																																0	0		0			0	252		0	54149	0	0	0	46604	1376		2760	353	2000	6981	7196	12752	17118	1932	1402	1828	1089	769	525				0	0					2565	1028	783	695							0														45904				0		0	0								25													821		CONF	CONF		
388940																																																																1251	1027		12			13453	476		101	56435	0	0	541	8816	288		8191	223	965	3012	3449	930	235	3773	4957	17939	15878	4198	99				0	29					74	46	15258	9527							0														35183				0		1950	1328								789													2010		CONF	CONF		
389059																																																															0	35496	0		11376			4015	0		1458	61253	0	0	0	1579	56		23595	71	117	561	707	123	0	19663	3744	17957	14854	2701	751				0	8					0	0	2154	3162							0														22508				1336		0	24								1243													682		CONF	CONF		
389358																																																																23603	2200		27699			26830	0		0	109486	0	0	0	18263	107		44025	1122	886	2743	2359	5854	5298	24349	28133	10116	7405	18925	2294				0	0					1716	1253	3757	2357							0														0				0		0	134								1082													485		CONF	CONF		
389376																																																																3916	117		2359			977	365		0	28220	149	0	0	18419	492		1896	259	535	207	477	5297	11584	225	1707	1092	2316	2387	2207				0	0					167	0	970	14							0														7906				0		0	14								516													43		CONF	CONF		
389826																																																															0	709	12		156			1156	1219		0	20120	0	135	0	8935	151		1342	0	150	58	219	1424	6964	619	573	1264	1379	3998	3021				0	4					827	751	3915	0							0														9666				0		0	0								2056													94		CONF	CONF		
390372																																																																0	2801		0			1662	9221		0	334882	473	0	0	266509	1474		13062	250	4589	8001	13899	79731	156339	5876	2347	4115	13184	32663	7004				0	10					733	0	0	52547							0														227732				869		0	0								313													85		CONF	CONF		
390840																																																																30508	9497		17254			52712	3333		0	190770	0	0	0	17125	704		29779	182	610	1646	6008	6699	1955	23895	9371	62793	39036	28218	8323				0	67					354	14154	25597	17354							0														17675				5125		0	0								1722													389		CONF	CONF		
391418																																																																320	376		55			24108	730		2529	106428	0	0	60	19518	346		5895	2157	4788	116	161	4039	7953	14570	6681	14626	8821	22625	18984				397	62					69	4866	8924	4040							125														19518				0		0	64								3529													36495		CONF	CONF		
391557																																																																1330	0		1603			5364	0		0	34634	0	150	0	10116	0		4043	187	521	912	451	3278	4519	2118	1979	2426	3746	12948	1228				0	0					617	708	816	2689							103														0				659		0	79								1805													9357		CONF	CONF		
391575																																																																2932	47918	0	515	49609	0	49609	2659		8356	281605	0	2336	0	121917	1394	15060	30635	5007	6164	9772	17110	16663	65857	69099	10669	39414	13913	23359	897	0	0	0	0	81	0				3125	4887	13752	20681	0	2336				1709	242														78690				1829	0	0	0							0	677	0	0	0	0	0	0	0	120	0	0	0	0	766	0	CONF	CONF		
391959																																																															0	17844	0		20307			8159	0		0	62293	0	0	0	7154	0	486	20073	62	243	3475	2333	922	0	12022	10838	11461	10231	6859	3342				0	0					216	0	4443	788						208	0													216	17324				292		0	18							0	813	0	0	0	84	0			0	0	0	0	0	2551	0	CONF	CONF	216	
391977																																																																1578	8091		11273			67195	13665		0	580081	2000	0	0	236083	6366		63019	7757	7199	10059	4388	33598	172369	40034	40325	144507	81140	28409	3978				0	17					6559	16610	124138	87713							713														195668				0		0	2400								0													393		CONF	CONF		
392152																																																																3570	0		568			1576	845		0	52285	0	1680	0	20699	789		15367	1564	1669	2519	208	2808	11931	8207	8361	2993	1624	3129	7172				0	0					19200	0	62	1672							0													0	37554				0		0	4								1259													361		CONF	CONF	0	
392255																																																																9621	0		6699			8793	559		0	61143	0	0	0	20212	1231	836	12231	574	1972	5359	11009	1297	0	3685	6223	15028	12213	2705	847				0	37					254	936	3317	1375							0														0				66		0	52								3495													4562		CONF	CONF		
392778																																																																6155	1727		1316			47483	4752		22039	253952	1223	0	0	93027	1379		26751	1517	2196	4118	6053	26585	51980	17460	9407	68707	27253	24617	11909				0	0					1412	12198	28198	32111							3														0				0		3251	3								10													114		CONF	CONF		
393252																																																																11689	0		38532			11437	0		0	65628	0	0	0	189	0		26823	0	66	116	0	7	0	25559	5314	8591	8817	16976	178				0	0					0	0	0	1417							0														0				0		0	2								592													1770		CONF	CONF		
393355																																																															0	9640	1035		2376			18461	373		0	110802	125	361	0	24415	1238	6180	36298	2046	9309	6786	5524	221	529	6500	22709	22368	24119	6891	2785				0	0					4049	10721	14513	22510						510	0													5870	44741				510		0	0							0	262	0	0	0	0	0			0	0	0	0	0	973	0	CONF	CONF	63	
393953																																																															0	8020	4962		1111			90058	150		0	471710	0	0	1895	83721	1800		41812	6907	9169	26311	27850	7574	5387	54172	33781	142564	113210	34282	9611				0	58					2105	49946	107254	111333							0														0				173		0	636								1310													9246		CONF	CONF		
394156																																																																14859	0		26741			26226	63		2562	106198	0	16189	175	2509	0		15408	604	0	666	241	245	753	19015	8024	24608	17504	17596	15385				0	0					0	465	7901	516							0														8749				23		0	13								2594													5560		CONF	CONF		
394259																																																																77009	47	0	91747	51427	0	51427	596		0	261336	0	968	0	7773	675	5189	91363	1265	1748	119	564	1788	2127	89656	42722	29060	28667	41370	16853	0	0	0	0	0	0				387	1380	9693	7712	0	968				0	0														117917				0	348	0	348							0	3878	0	0	0	0	0	0	0	0	0	0	0	0	7696	0	CONF	CONF		
395238																																																															186201	155458	1302331	9155	36041	11022701	0	11022701	1607923		580822	40295007	98977	28352	187199	6297493	79312	1454754	5784255	86777	236119	314918	423944	1296340	3930813	16612315	1827715	6767458	3464944	4138998	1124806	0	186201	0	186211	231669	562				344366	3290677	4642586	8442561	0	28352				32596	904													0	15286404				161806	592615	59888	601770							0	8307	0	19115	801	39073	33901	30808	0	5512	0	0	0	0	1289315	30808	CONF	CONF	0	
395274																																																															0	0	8304		1454			9975	7730		0	147996	0	706	0	41372	109		17850	2990	6437	8984	9790	10153	2786	16646	11201	30191	24137	24449	0				0	0					609	8599	29975	38093							0														45703				358		0	975								38													57		CONF	CONF		
396057																																																																10120	630		11931			10155	322		1903	53736	0	0	0	6824	186		22652	1614	1147	3374	512	177	0	8353	11806	21726	2322	2118	4				0	23					1762	0	5642	3465							0														13941				411		0	4								542													227		CONF	CONF		
396244																																																																646	2310	0	0	6247	0	6247	1434		0	220695	0	0	801	83861	1526	71027	77353	9919	12315	1058	966	28850	30515	41556	36909	29853	5664	15170	7672	0	0	0	0	0	0				38755	45369	18141	19649	0	0				317	92													0	83861				1853	13	0	13							0	751	0	0	0	0	1536	0	0	0	0	0	0	0	1993	0	CONF	CONF	0	
396253																																																																7408	198		1590			20450	0		0	104873	0	0	0	17951	282		23192	926	3473	2169	9923	700	616	4392	22017	27656	11983	10638	9988				0	24					2295	0	32491	20075							191													0	43433				68		0	232								482													1395		CONF	CONF	0	
396356																																																																3278	0		5366			2723	0		0	20738	0	8	0	7192	0		5603	456	374	1741	1662	2097	862	4006	2338	3094	2709	1146	254				0	0					416	91	822	0							0														8040				0		0	0								637													205		CONF	CONF		
396954																																																																1586	183		5676			25698	0		3364	114766	0	0	882	23963	0		12423	3197	9472	365	1578	9149	168	13922	27424	22610	8824	16610	1241				0	0					142	1867	21680	18633							0													0	0				0		0	65								6859													5050		CONF	CONF	0	
397456																																																															0	9231	30		1125			19758	0		0	74410	0	0	0	6746	0	5077	12388	108	614	991	1163	3744	125	12280	5391	19500	5703	24556	234				0	32					1552	4288	29458	0						0	0													0	0				0		0	70							0	187	0	0	0	0	0			0	0		0	0	1933	0	CONF	CONF	0	
397531																																																																516	114012		0			16327	21899		0	514785	773	0	365	34642	65		195756	3891	1563	10904	15496	2769	19	96638	93664	168228	108518	12977	29				33731	20					1411	80946	69217	141244							452													0	198256				196		0	1499								0													29		CONF	CONF	0	
397540																																																															0	56322	111070	0	9731	253167	0	253167	14326		0	1124790	4492	0	0	161113	7928	16757	258569	23829	17439	52237	37030	14160	14960	225035	108038	263488	205148	138406	26712	0	0	0	0	0	0				50086	58579	209855	185229	0	0				192	355													0	1102275				2280	70	0	70							0	2241	0	0	0	152	881	533	0	522	0	0	0	0	9565	533	CONF	CONF	0	
397559																																																																12172	30745		6305			78089	4567		0	342118	0	466	0	74596	8301		80902	9890	8596	6314	33204	4923	11668	25913	46131	79404	80444	20092	15007				0	0					3008	24091	49744	49227							0														154924				793		0	1								97													709		CONF	CONF		
397755																																																																55161	16986		5989			123285	2635		163	449405	0	0	0	91891	1269		92409	9609	11851	12280	30760	17531	9852	49548	54800	108923	64243	62405	17390				0	0					11138	36105	52574	47076							0														232293				229		0	42								2535													2556		CONF	CONF		
397858																																																															0	1604	0		348			2394	0		0	11236	0	185	0	3966	0		7721	508	1811	902	745	0	0	2618	2825	703	940	185	0				0	0					0	0	268	620							0														0				0		0	33								324													1494		CONF	CONF		
398051																																																															370	12399	1817		11308			5174	2791		68	62269	0	0	0	19136	103	0	12229	263	1007	1909	5557	5309	5091	4223	7786	11975	11605	7421	123				282	19					1608	1631	4842	73						0	0													0	17241				0		0	0							0	445	0	0	0	0	0			0	0	0	0	0	203	0	CONF	CONF	0	
398248																																																																403	60	0	610	22174	0	22174	4295		2444	184911	0	0	0	128742	2035	72586	11483	222	1225	632	2063	56608	67987	3658	6783	20777	17318	7562	71	0	0	0	0	71	0				1063	155	3719	2166	0	0				0	0														121617				0	0	0	0							0	13628	0	0	0	0	0	0	0	0	0	0	0	0	3346	0	CONF	CONF		
398668	0			0	0	0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0													0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0							0	0	0	0	0					0	0	0	0						0	0													0						0	0									0	0	0	0	0	0				0				0		CONF	CONF	0	
398837																																																																17162	7046		1387			14677	5254		814	171625	0	0	0	46207	1254		44847	4375	5043	9350	14221	10988	242	12752	28172	37905	36612	9028	468				0	136					8873	11591	35642	15946							0													0	80449				733		0	107								1417													4112		CONF	CONF	0	
399357																																																															0	12548	133		15819			5092	0		0	36982	0	0	0	1340	192		12600	124	129	271	815	0	0	14566	9568	4270	5040	100	2100				0	0					0	0	1237	0							0														11719				0		0	0								222													399		CONF	CONF		
399517																																																																24833	210954	0	2987	698420	0	698420	115850		141795	3342314	0	0	0	747077	54480	374398	144705	17756	41134	102625	163855	315904	101522	827291	105378	741916	584393	210295	103681	0	0	0	7766	24653	0				27786	187048	406761	619488	0	0				293	1621													0	977422				7327	0	27709	0							0	25261	0	45	207	612	4347	1823	0	0	0	0	0	0	19446	1823	CONF	CONF	0	
399731																																																																2592	419		4607			11237	350		0	70797	0	0	0	19335	236	0	23937	1458	1196	6009	9372	718	582	7037	14246	23409	6762	8	0				0	115					2620	4688	10315	12117						0	0													0	0				967		0	0							0	588	0	0	0	0	530			0	0	0	0	0	1578	437	CONF	CONF	0	
399973																																																																5832	3225		57			12285	2587		67	97740	0	0	0	37402	349		11890	3473	6353	11102	15058	910	263	4633	5247	22728	21964	5687	0				0	5					2753	1135	14853	10399							94													0	66943				386		0	5								4432													2354		CONF	CONF	0	
400057																																																															0	21911	4882		11878			38765	0		97	129130	0	2866	1000	16890	342		28707	1327	2545	4629	5512	1825	935	19550	11085	40575	24189	12750	3059				0	15					623	1527	14624	13253							0														27420				823		0	38								453													966		CONF	CONF		
400141																																																															0	42634	6778		12378			67482	12216		238	404502	0	0	0	94083	3591		53559	2567	6657	5916	8816	54635	15406	28949	35238	66083	73044	83363	23135				0	64					7548	14384	46078	38227							7														207282				6291		7236	57								44154													7354		CONF	CONF		
400365																																																															0	9820	3873		471			39019	0		5564	242138	0	0	2910	50548	5073		23595	1296	1092	1752	2264	7219	36905	13167	17876	36858	24858	31508	64287				0	0					10524	20400	40767	47982							0														24870				0		2000	220								1794													4083		CONF	CONF		
400767																																																																1491	2894		0			15867	141		0	59621	307	0	229	3770	46		1689	278	87	1619	1310	476	0	2404	2538	20428	22317	8350	1				0	49					0	203	16533	12467							0													0	0				0		0	0								3627													2840		CONF	CONF	0	
400945																																																															0	28697	789		1184			7330	1200		0	97938	0	0	0	27272	435	10314	11451	3060	2938	1277	7506	3441	9051	5445	6892	11926	17215	23689	4685				0	0					4312	8472	3517	11840							0													0	30306				0		0	0								1778													1112		CONF	CONF	0	
401072																																																																2008	116		0			0	0		0	29910	0	0	0	16964	271		433	14	74	512	453	8911	6413	88	287	56	527	7603	4341				0	0					818	302	4404	4649						320	58														12632				330		0	1								69		10											308		CONF	CONF		
401559																																																																2937	0		2447			7901	589		627	26814	0	3609	0	5635	142		4417	10	207	561	1141	3001	715	1337	3107	7475	4451	4041	768				0	47					221	503	1454	0							0														9740				0		0	30								388													284		CONF	CONF		
401755																																																																9587	0		18382			16312	0		1	130801	0	0	0	10132	104		57117	643	2782	4654	805	200	0	20984	41283	31795	12585	12832	1190				0	0					9722	30387	0	33993							0													0	40914				0		0	1630								261													290		CONF	CONF	0	
401906																																																																1572	1740		0			35801	36788		8169	482475	0	453	0	219682	1671		15142	398	1199	3627	8042	60210	144535	16131	16572	82276	83162	44935	18752				0	203					3304	8425	79523	37252							108														216084				995		0	55								43873													3964		CONF	CONF		
401951																																																															0	550	1092		940			368	431		0	14237	0	0	0	4294	599		5188	0	366	704	770	1678	478	1510	3312	2158	1731	1229	0				0	248					2354	1562	1032	155							298														0				120		0	108								129													375		CONF	CONF		
402462																																																																162	19		1449			11560	0		0	27822	0	0	0	686	0		15489	0	6	13	0	19	613	6440	11772	2947	2991	1149	1836				0	0					0	782	3710	8471							0													0	0				0		0	2								436													545		CONF	CONF	0	
402846																																																																10843	0		17626			5097	0		0	38352	0	0	0	3461	0		19608	1	67	88	338	2967	0	9875	9734	1824	791	12667	0				0	6					0	0	0	932							0														0				0		0	5								288													94		CONF	CONF		
402873																																																																4615	0		156			932	0		0	38847	0	0	0	28106	1272		155	403	641	1227	271	8353	17211	108	492	1247	2018	4668	2208				0	0					661	222	985	838							0														28106				0		0	0								698													362		CONF	CONF		
403067																																																															0	581	11628		0			25691	8760		0	108431	970	0	0	7248	1176		5620	2385	0	2228	0	1914	0	21429	5953	27609	19568	23903	2472				0	0					1942	1500	24366	26508							0														24510				161		0	1								0													0		CONF	CONF		
403151																																																																229816	30212	41130	359983	319809	0	319809	3153		18523	1421879	0	0	0	49336	5542	28099	522685	4299	8134	13078	10027	9852	3934	426610	131880	296342	343815	153056	19286	0	0	0	0	332	0				7340	67437	38543	154576	0	0				0	0														256856				5306	29237	42020	70367							0	12928	0	0	0	5306	0	0	0	0	0	0	0	0	11962	0	CONF	CONF		
403179																																																																0	127277		777			44620	16113		5094	1079329	0	0	0	342624	3890		15593	5012	14922	26850	25078	96009	172736	92975	16426	112704	56130	410778	46517				0	452					33398	40909	54013	222970							0														754065				2239		71416	45								109791													5940		CONF	CONF		
403254																																																																0	0		0			0	0		0	4495	0	0	0	0	0		0	0	0	0	0	0	0	4495	0	0	0	0	0				0	0					0	0	3837	658							0														2734				0		0	0								0													0		CONF	CONF		
403656																																																																1906	0		13285			4077	0		0	34397	0	0	0	1964	0		3933	0	25	132	21	338	1448	6877	1216	8026	9472	5468	1116				0	0					0	0	0	0							0														8853				0		0	22								4965													8178		CONF	CONF		
403870																																																																5916	106843		22224			83982	8148		2271	524747	0	0	0	124189	1632		129301	4600	22555	21157	35427	16564	23853	78665	47818	111642	144600	17550	224				0	0					6905	8638	32595	113021							34														327873				1117		0	284								4011													4088		CONF	CONF		
403946																																																																340	116690		0			222056	25355		1871	1026428	0	0	13002	155760	4118		82700	3694	4336	8277	20312	60976	57892	79144	53330	259257	215133	241220	10139				3908	221					7757	70424	119759	293623							191														498871				978		0	3672								430													444		CONF	CONF		
404653																																																																2011	0		1144			195516	0		0	267511	0	1181	0	9262	0		50082	118	241	2632	3547	470	2254	60865	27384	137426	23910	7877	715				0	0					1179	9005	5564	40671							0														142054				0		0	0								1502													476		CONF	CONF		
404943																																																																6719	0		13210			6610	0		10	42866	0	41	0	7507	111		14531	922	846	2103	3532	0	0	2924	9839	10242	8703	2918	0				0	0					924	29	241	6478							0													0	0				84		0	0								383													603		CONF	CONF	0	
406022																																																															0	1116	14610		37			43365	10321		156	205792	0	0	0	61474	2006		20714	3215	1942	11028	13528	13674	17816	7553	8004	48443	30214	36604	13449				0	124					2702	1366	30049	37235							0														72706				506		0	30								541													660		CONF	CONF		
406059																																																																2856	1509		51			46856	523		276	236899	0	0	0	111593	0		33483	727	1164	1921	2778	86922	18082	23724	20242	27534	18726	17622	16764				0	10					5801	10446	19110	22849							0														0				2069		0	233								8117													6669		CONF	CONF		
406666																																																																8414	1817		6673			9545	0		0	59236	0	0	0	7414	0		12792	502	714	1676	1968	2554	0	4776	7453	17638	8116	4095	8052				0	6					0	0	5550	14304							0														0				1633		0	13								1221													4279		CONF	CONF		
406778																																																																2217	4495		0			1377	1564		0	42866	0	0	0	18610	500		4701	151	976	404	1551	9740	5508	970	2804	4067	4874	6042	5322				0	0					3711	1462	3177	3766							0														18110				1033		1000	0								562													425		CONF	CONF		
406974																																																															0	0	18679		0			40052	4991		0	184143	1200	0	316	10541	51		45392	438	931	5904	3268	0	0	26949	27154	74073	32199	6383	8044				0	144					11127	15318	54224	29575							0														0				3785		0	20								313													308		CONF	CONF		
407168																																																																30116	1003		18034			14053	0		1789	96844	0	472	0	6118	5		24771	269	573	1697	1616	1963	0	8883	15589	14261	14194	11719	26080				0	0					2000	10577	2443	8924							0													0	22459				0		0	64								754													492		CONF	CONF	0	
407506																																																																0	52509		0			317094	30371		0	1309268	0	961	0	307967	25923		32149	7768	32840	57685	37603	57326	111061	168100	26774	301061	159006	209077	130057				0	0					25804	62642	109212	203040							0														364886				9119		0	423								12983													160339		CONF	CONF		
407645																																																																22267	3285		10259			34326	4202		2246	174525	0	0	0	34206	1582		22624	1626	1094	5530	9070	10104	6782	17837	4976	45568	39596	27784	4538				875	99					1581	3785	36468	14150							20													0	40438				0		0	351								2271													2572		CONF	CONF	0	
407850																																																															0	1748	0		3806			7767	0		0	16734	0	0	0	0	0		8814	0	0	0	0	0	0	5416	3398	2101	3782	1993	0				0	0					0	489	1801	0							0														1503				0		0	81								0													1042		CONF	CONF		
408307																																																															0	300	10815	0	0	21529	0	21529	21988		0	301030	0	0	0	181236	5285	6095	1738	636	3517	3718	4795	45309	122150	11836	2598	24568	15912	43981	19939	0	0	0	0	342	0				3459	583	2307	44916	0	0				0	0														136030				0	0	0	0							0	6257	0	0	0	0	0	0	0	0	0	0	0	0	2013	0	CONF	CONF		
408642																																																																6330	51304		741			10388	0		0	536268	0	93220	0	70124	0		78767	32103	0	461	0	35019	2541	68637	56395	117356	136121	81379	1281				5201	0					0	65084	37791	72349							0													0	110941				0		104410	19326								0													0		CONF	CONF	0	
408875																																																																0	18373		0			112312	202		0	538639	1827	0	0	120262	0		56166	32525	2277	6906	2048	8085	64718	39224	16512	108865	69660	117655	67161				0	0					2744	24861	17181	142972							1949														235853				3633		0	1913								0													99646		CONF	CONF		
409265																																																															0	1940	0		2302			1317	0		0	7761	0	0	0	310	0		2805	0	0	177	33	99	0	434	2372	1247	944	2337	117				0	0					0	0	0	430							0														0				0		0	2								807													653		CONF	CONF		
410159																																																															0	2671	0		3002			1104	0		11	10915	0	0	0	1228	0		2102	47	163	240	78	526	174	484	1452	1481	2866	1041	1966				0	0					0	0	0	1658							0														2035				413		0	5								517													719		CONF	CONF		
410560																																																																23091	2277		44524			22072	0		14645	140427	0	0	0	14163	0		56331	391	262	1963	3493	1777	6277	7040	48726	23534	28980	17984	0				0	0					511	1212	3632	12122							0													0	0				0		0	16								1120													1042		CONF	CONF	0	
410748																																																																5289	5853	233	0	28111	0	28111	8259		1162	258171	0	0	0	136367	1204	609	64013	4531	8500	26997	27031	69023	0	14269	37413	42005	16544	11548	0	0	0	0	0	0	0				11348	10575	9319	23311	0	0				0	124													0	233231				0	0	0	233							0	4882	0	0	0	0	0	0	0	0	0	0	0	0	12258	0	CONF	CONF	0	
410917																																																																8834	12048		763			31207	3068		2177	280448	0	0	0	101503	1709		23205	4067	15091	15275	23215	11973	31188	13572	10969	40325	24102	50662	38676				0	369					7154	16719	39123	33810							162														0				705		0	4017								8075													9872		CONF	CONF		
410944																																																																8045	40		5300			9180	169		0	30410	0	0	0	6117	15		7408	329	602	2027	2620	343	0	1425	5052	9487	6940	794	0				0	1					0	0	56	0							107														1499				0		0	153								797													537		CONF	CONF		
411062																																																															0	2550	0		4591			4127	0		0	29528	0	0	0	9909	0		7624	524	202	3751	3787	1526	0	704	6194	5671	2860	3769	390				0	0					1087	0	1619	1650							0														0				0		0	25								1804													2166		CONF	CONF		
411174																																																																710	1023		58			1321	8		0	27040	0	0	0	18269	419		1267	3903	5966	969	242	2464	4123	1482	2675	1344	388	1283	1573				0	0					386	1785	686	2010							0														104				810		0	8								65													292		CONF	CONF		
411231																																																															500	3707	430		1884			9435	356		181	41181	0	0	0	6313	132		13206	0	940	1390	3506	476	0	3417	9799	6180	8431	6114	695				0	0					2493	939	6616	5936							0													0	0				0		0	27								683													1549		CONF	CONF	0	
411240																																																																12645	0		10037			4312	284		183	34576	0	0	0	5811	173		3869	11	796	1205	715	2283	766	1975	14172	9531	1253	1435	399				0	0					130	7	400	102							0														21672				0		0	40								65													387		CONF	CONF		
411473																																																															0	1372	17721	0	0	75680	1	75680	13673		0	680962	0	399	6105	242927	4400	132522	126310	13550	21459	23556	19907	20555	138500	81132	53665	110839	69723	116472	5654	0	0	0	0	0	0				59164	42095	96738	123349	0	399				6356	4761														128369				7517	1560	0	1560							0	111	0	128	0	544	425	0	0	64	0	0	0	0	1773	0	CONF	CONF		
411512																																																																10592	29465	0	360	406513	0	406513	24328		1896	948478	0	178	823	63177	4555	50694	51534	4930	1935	7235	15588	14713	17851	257124	31258	318232	153681	49958	67406	0	0	0	0	117	0				29461	22362	155634	199112	0	178				121	536														0				460	0	0	0							0	570	0	0	0	134	205	0	0	0	0	0	0	0	158	0	CONF	CONF		
411549																																																																13272	0		10802			803	0		30	32824	0	0	0	658	0		13044	36	106	284	36	183	0	1848	11054	5442	5551	6599	1672				0	0					0	615	2464	0							0													0	23182				0		0	21								1831													2328		CONF	CONF	0	
411576																																																															0	905	1155		202			4388	3291		432	48934	0	0	0	30747	513	3810	11844	5349	2746	9818	7937	3327	1300	2173	5569	5931	4295	158	0				0	0					695	557	2342	2993						329	0														21610				329		0	25							0	353	0	0	0	0	0			0	0		0	0	336	0	CONF	CONF		
411624																																																																28408	8740		7186			20160	2603		0	152455	0	188	0	29262	1702	7231	20646	1389	2706	4663	4578	6968	8775	8271	8280	20372	17974	42176	25187				0	0					0	124	49098	2399						212	37													0	29262				266		0	0							0	1594	0	0	0	0	54			0	0		0	0	991	0	CONF	CONF	0	
411651																																																																17097	0		51060			9236	0		1252	88229	0	0	0	52	0		42242	0	0	11	0	40	0	6987	36132	14995	22136	5695	2097				0	0					0	0	1444	3080							0														26912				0		0	0								3185													1823		CONF	CONF		
412153																																																																62040	2747		63340			20219	163		868	215251	0	0	214	21599	0		69376	682	543	936	4123	15152	162	61470	21473	37956	43400	21968	7192				0	0					288	0	22876	13871							0													0	80686				0		0	21								3203													4016		CONF	CONF	0	
412452																																																																3221	0		2927			9617	305		0	30413	0	0	0	1693	0		9174	718	0	67	522	387	0	4495	4119	8661	6059	4829	437				0	0					194	757	3154	5950							0														0				0		0	146								1942													507		CONF	CONF		
412555																																																																22873	0		37861			25139	0		0	103444	0	587	0	6796	0		40248	6	17	88	173	3940	2572	42750	16040	8149	4728	11446	9699				0	0					0	1292	568	5318							0														46866				0		0	0								1128													1882		CONF	CONF		
