"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
258306	20160630	The Milford Bank	16101	Milford	CT	06460	
258379	20160630	Taylorsville Savings Bank, Ssb	32348	Taylorsville	NC	28681	
258445	20160630	Marine Bank	20250	Springfield	IL	62704	
258539	20160630	State Bank of Cherry	11686	Cherry	IL	613179999	
258771	20160630	HomeStreet Bank	32489	Seattle	WA	98101	
258874	20160630	Worthington Federal Savings Bank	29426	Worthington	MN	56187	
259059	20160630	F&M Bank	5401	Falls City	NE	68355	
259330	20160630	First US Bank	17077	Thomasville	AL	36784	
259442	20160630	Mound City Bank	9037	Platteville	WI	538180263	
259956	20160630	State Savings Bank Of Manistique, The	13249	Manistique	MI	49854	
260055	20160630	Alpine Bank	23091	Glenwood Springs	CO	81601	
260831	20160630	The Bank of Soperton	889	Soperton	GA	30457	
260868	20160630	Spirit of Texas Bank, ssb	22327	College Station	TX	77840	
261146	20160630	Magnolia Bank	8120	Magnolia	KY	42757	
261258	20160630	Industrial State Bank	18072	Kansas City	KS	66106	
261360	20160630	CITIZENS STATE BANK	16753	SOMERVILLE	TX	778790518	
261940	20160630	Anstaff Bank, N.A.	3869	Green Forest	AR	72638	
262059	20160630	AVB Bank	2326	Broken Arrow	OK	74012	
262237	20160630	FIRST PORT CITY BANK	21784	BAINBRIDGE	GA	398181070	
262358	20160630	American State Bank	9967	Arp	TX	75750	
262741	20160630	Farmers Bank & Trust Company	12869	Marion	KY	42064	
262844	20160630	Peoples State Bank	12814	Prairie du Chien	WI	53821	
262956	20160630	PEOPLES STATE BANK OF MUNISING	15165	MUNISING	MI	49862	
263243	20160630	FIRST KENTUCKY BANK, INC.	21247	MAYFIELD	KY	42066	
263551	20160630	Gladewater National Bank	23835	Gladewater	TX	75647	
263627	20160630	The First National Bank of Waverly	6725	Waverly	OH	456900147	
264455	20160630	First State Bank	15206	Athens	TX	75751	
264772	20160630	Radius Bank	32551	Boston	MA	2210	
265340	20160630	Farmers Bank Of Milton, The	12163	Milton	KY	40045	
265407	20160630	Bank Of New Hampshire	18012	Laconia	NH	03246	
265452	20160630	STOCKGROWERS STATE  BANK	18165	MAPLE HILL	KS	66507	
265676	20160630	CENTRAL BANK	31545	SAVANNAH	TN	38372	
266066	20160630	First National Bank	26219	Spearman	TX	79081	
266244	20160630	State Bank Of Waterloo	12706	Waterloo	IL	62298	
266253	20160630	ACB Bank	4061	Cherokee	OK	73728	
266271	20160630	TCF National Bank	28330	Sioux Falls	SD	57106	
266655	20160630	First Bank & Trust of Fullerton	5405	Fullerton	NE	68638	
266851	20160630	Farmers And Merchants Bank Of St. Clair	14056	Saint Clair	MO	63077	
266879	20160630	Colonial Co-operative Bank	26556	Gardner	MA	1440	
266945	20160630	Monticello Banking Company	292	Monticello	KY	42633	
267652	20160630	Security State Bank of Aitkin	16656	Aitkin	MN	56431	
268006	20160630	Mascoma Savings Bank	18013	Lebanon	NH	03766	
268136	20160630	The Citizens Bank of Swainsboro	11295	Swainsboro	GA	30401	
268677	20160630	Carver Federal Savings Bank	30394	NEW YORK	NY	10027	
268828	20160630	Grundy National Bank	19011	Grundy	VA	246142080	
268976	20160630	Winchester Cooperative Bank	27238	Winchester	MA	01890	
269049	20160630	VisionBank of Iowa	11763	Ames	IA	50010	
269058	20160630	Annandale State Bank	10989	Annandale	MN	55302	
269478	20160630	Equitable Cooperative Bank	26453	Lynn	MA	01904	
269571	20160630	Armstrong County Building and Loan Association	29471	Ford City	PA	16226	
269759	20160630	Farmers And Merchants State Bank Of Appleton	8845	Appleton	MN	56208	
270148	20160630	State Bank of Whittington	19689	Benton	IL	62812	
270353	20160630	Arlington State Bank	01391	Arlington	MN	55307	
270504	20160630	Community National Bank	6271	Derby	VT	05829	
270531	20160630	Brickyard Bank	22811	Lincolnwood	IL	60712	
270652	20160630	Security State Bank	16448	Alexandria	SD	573110430	
271136	20160630	Bank of Louisiana	17878	New Orleans	LA	701303148	
271154	20160630	State Bank Of Alcester	1116	Alcester	SD	57001	
271275	20160630	Dean Co-operative Bank	27269	Franklin	MA	02038	
271341	20160630	Peoples Bank Mt Washington	5847	Mount Washington	KY	40047	
271529	20160630	Countybank	9155	Greenwood	SC	29646	
271631	20160630	Farmers & Merchants Bank	11286	Monticello	FL	32344	
271752	20160630	BANK OF CUSHING	4075	CUSHING	OK	74023	
272030	20160630	The Peoples Bank of Talbotton	170	Talbotton	GA	31827	
272058	20160630	State Bank of Bellingham	17062	Bellingham	MN	56212	
272151	20160630	Granger National Bank, The	3232	Granger	TX	76530	
272272	20160630	SOUTHERN BANK	28332	POPLAR BLUFF	MO	63901	
272302	20160630	Institution for Savings	90250	Newburyport	MA	01950	
272870	20160630	Meetinghouse Cooperative Bank	26715	Dorchester	MA	02124	
273251	20160630	FIRST STATE BANK	3983	ARMOUR	SD	573130610	
273336	20160630	The Bank Of Tampa	21031	Tampa	FL	33606	
273550	20160630	Citizens State Bank, The	17672	Moundridge	KS	67107	
273653	20160630	Concorde Bank	9727	Blomkest	MN	56216	
273662	20160630	FIRST STATE BANK OF UVALDE	9978	UVALDE	TX	78801	
273840	20160630	Community First Bank Of The Heartland	3846	Mount Vernon	IL	62864	
273859	20160630	Farmers and Merchants Bank	12284	Duke	OK	735320190	
274025	20160630	The Mt. Victory State Bank	9438	Mt. Victory	OH	43340	
274052	20160630	Farmers and Merchants Bank of Mound City, Kansas	14024	Mound City	KS	66056	
274164	20160630	Texas Star Bank	5567	Van Alstyne	TX	754950608	
274548	20160630	Northwestern Bank	13411	Orange City	IA	51041	
274641	20160630	H.F.GEHANT BANKING CO.	9264	WEST BROOKLYN	IL	61378	
274829	20160630	TruPoint Bank	21883	Grundy	VA	24614	
274856	20160630	Citizens State Bank Of Arlington	1118	Arlington	SD	57212	
275255	20160630	BANNER CAPITAL BANK, INC.	19274	HARRISBURG	NE	69345	
275358	20160630	American Bank & Trust	1117	Wessington Springs	SD	57382	
275479	20160630	Commonwealth Cooperative Bank	29842	Hyde Park	MA	02136	
275509	20160630	COMMUNITY BANK OF BERGEN COUNTY, NJ	571	MAYWOOD	NJ	76071333	
275657	20160630	FIRST STATE BANK	10503	NESS CITY	KS	67560	
276074	20160630	Seneca Federal Savings And Loan Association	29496	Baldwinsville	NY	13027	
276159	20160630	Southwind Bank	04735	Natoma	KS	67651	
276355	20160630	First National Bank	23891	Groesbeck	TX	76642-0711	
276551	20160630	The First National Bank of Hugo	3029	Hugo	CO	808210158	
276579	20160630	ZB, National Association	2270	Salt Lake City	UT	841331109	
276645	20160630	American State Bank	26944	Osceola	IA	50213	
276654	20160630	First Farmers & Merchants State Bank Brownsdale	1600	Brownsdale	MN	55918	
276850	20160630	SECURITY FIRST BANK	5415	LINCOLN	NE	68516	
276953	20160630	COMMUNITY BANK	1687	AVON	SD	57315	
277053	20160630	First State Bank of Colorado	12373	Hotchkiss	CO	81419	
277240	20160630	First Nation Bank	22282	Chicago	IL	60631	
277277	20160630	Slovak Savings Bank	30431	Pittsburgh	PA	15212	
277679	20160630	Interstate Federal Savings and Loan Association of McGregor	29501	McGregor	IA	52157	
277736	20160630	Peoples Bank of the South	4945	LaFollette	TN	37766	
277820	20160630	PALMETTO STATE BANK	17563	Hampton	SC	29924	
278078	20160630	WELLESLEY BANK	26605	WELLESLEY	MA	02482	
278153	20160630	Peoples Bank	9882	Tulsa	OK	74104	
278256	20160630	The Farmers State Bank of Oakley, Kansas	1867	Oakley	KS	677480160	
278555	20160630	Central National Bank and Trust of Enid	4091	Enid	OK	73702	
278733	20160630	Citizens Bank Of Cochran, The	16275	Cochran	GA	31014	
278751	20160630	WESTERN NATIONAL BANK CASS LAKE	5110	CASS LAKE	MN	56633	
278818	20160630	Peoples Security Bank and Trust Company	7514	Scranton	PA	18503	
278872	20160630	Eagle Savings Bank	30439	Cincinnati	OH	45248	
278957	20160630	Amfirst Bank	5417	Mccook	NE	69001	
279105	20160630	Florence Bank	23293	Florence	MA	01062	
279673	20160630	HOLBROOK CO-OPERATIVE BANK	26600	HOLBROOK	MA	02343	
279842	20160630	River Bank	14995	Stoddard	WI	54658	
279954	20160630	Citizens Alliance Bank	1402	Clara City	MN	56222	
280110	20160630	KeyBank National Association	17534	Cleveland	OH	44114	
280138	20160630	West Central Georgia Bank	21526	Thomaston	GA	30286	
280352	20160630	FIRST  BANK	4092	ERICK	OK	73645	
280558	20160630	The First National Bank Of Cokato	5115	Cokato	MN	55321	
281210	20160630	National Bank of Delaware County	7337	Walton	NY	13856	
282048	20160630	PEOPLES BANK & TRUST CO	8129	OWENTON	KY	40359	
282075	20160630	Washington Financial Bank	29520	Washington	PA	153014395	
282226	20160630	Farmers And Merchants Bank Of South Carolina	1660	Holly Hill	SC	29059	
282329	20160630	Yadkin Bank	19861	Statesville	NC	28677	
282824	20160630	Elderton State Bank	12985	Elderton	PA	15736	
283157	20160630	State Bank of Danvers	1401	Benson	MN	56215	
283438	20160630	Liberty Bank And Trust Company	20856	New Orleans	LA	70127	
283652	20160630	Triad Bank, National Association	24677	Tulsa	OK	74133	
283737	20160630	First National Bank of Tennessee	19502	Livingston	TN	38570	
283858	20160630	STATE BANK OF DELANO	10198	DELANO	MN	55328	
283867	20160630	Wallis State Bank	20845	Wallis	TX	774850339	
284154	20160630	Freedom Bank Of Oklahoma	18856	Tulsa	OK	74126	
284190	20160630	Sunshine Savings Bank	58452	Tallahassee	FL	32301	
284239	20160630	bank of perry county	1713	lobelville	TN	37097	
284248	20160630	Partnership Bank	10007	Cedarburg	WI	53012	
284556	20160630	Stockmans Bank	12285	Altus	OK	73521	
284574	20160630	Liberty Federal Savings Bank	28407	Enid	OK	73701	
284752	20160630	Northwoods Bank	1415	Park Rapids	MN	56470	
284958	20160630	FIRST STATE BANK	08604	HORDVILLE	NE	68846	
285151	20160630	Colorado Bank & Trust Company Of La Junta, The	1141	La Junta	CO	81050	
285348	20160630	State Bank	22971	Wonder Lake	IL	60097	
285544	20160630	Captiol National Bank	24199	Lansing	MI	48933	
285553	20160630	THE SECURITY STATE BANK	15749	EMERY	SD	57332	
285740	20160630	Paducah Bank And Trust Company, The	16664	Paducah	KY	42001	
285759	20160630	Oklahoma State Bank	15611	Vinita	OK	74301	
285777	20160630	Nokomis Savings Bank	29532	Nokomis	IL	62075	
285852	20160630	FIRST OPTION BANK	4746	OSAWATOMIE	KS	66064	
285928	20160630	THE PEOPLES BANK	16968	IVA	SC	296550297	
286251	20160630	Bank of Vici	420	Vici	OK	738590727	
286457	20160630	Park State Bank	8851	Duluth	MN	55806	
286840	20160630	State Savings Bank	8513	Rake	IA	50465	
287007	20160630	The Putnam County National Bank of Carmel	6990	Carmel	NY	10512	
287342	20160630	Readlyn Savings Bank, The	9300	Readlyn	IA	50668	
287856	20160630	THE AMERICAN BANK	2312	WAGONER	OK	74477	
287922	20160630	The Peoples Savings Bank	9439	New Matamoras	OH	45767	
287959	20160630	Kansas State Bank	10505	Ottawa	KS	66067	
288152	20160630	FIRST NATIONAL BANK OF FREDERICK	3985	FREDERICK	SD	57441	
288358	20160630	First National Bank And Trust Company Of Vinita, The	4218	Vinita	OK	74301	
288376	20160630	PINNACLE BANK	29548	JASPER	AL	35502	
288853	20160630	FIRSTBANK	18714	LAKEWOOD	CO	80215	
289056	20160630	First National Bank Of Norway, The	13784	Norway	MI	49870	
289225	20160630	Union Banking Company, The	15326	West Mansfield	OH	43358	
289515	20160630	Farmers & Merchants Trust Company of Chambersburg	8405	Chambersburg	PA	17201	
289702	20160630	Norway Savings Bank	17658	Norway	ME	4268	
289739	20160630	GUARANTY BANK & TRUST COMPANY	17767	NEW ROADS	LA	70760	
289757	20160630	Merchants State Bank	01125	Freeman	SD	57029	
290052	20160630	Central Bank of the Ozarks	17633	Springfield	MO	65804	
290230	20160630	First National Bank of Manchester, TN	4951	Manchester	TN	37355	
290249	20160630	WAUKESHA STATE BANK	16160	WAUKESHA	WI	53188	
290838	20160630	The Citizens Bank of Valley Head	15270	Valley Head	AL	35989	
290922	20160630	THE NATIONAL BANK OF ADAMS COUNTY	6728	WEST UNION	OH	45693	
291059	20160630	Bank of Hydro	10674	Hydro	OK	73048	
291273	20160630	Geauga Savings Bank	32287	Newbury	OH	44065	
291330	20160630	FIRST BANK	1744	WADLEY	AL	36276	
291376	20160630	JACKSON FEDERAL SAVINGS & LOAN ASSN	30492	Jackson	MN	56143	
291611	20160630	Hamlin Bank and Trust Company	11113	Smethport	PA	16749	
291732	20160630	Farmers & Merchants Bank	1745	Waterloo	AL	35677	
292234	20160630	FIRST FINANCIAL BANK	19440	BESSEMER	AL	35020	
292467	20160630	POINTWEST Bank	13600	West	TX	76691	
292524	20160630	Four Oaks Bank & Trust Company	11506	Four Oaks	NC	27524	
292850	20160630	FIRST NATIONAL BANK OF WAKEFIELD	5076	WAKEFIELD	MI	49968	
292908	20160630	Evans Bank, NA	6947	Hamburg	NY	14075	
293053	20160630	COMMUNITY NATIONAL BANK	24897	MIDLAND	TX	79701	
293352	20160630	ADRIAN STATE BANK	8822	ADRIAN	MN	56110	
293437	20160630	The Citizens Bank of Winfield	52	Winfield	AL	355940550	
293651	20160630	CAMPBELL COUNTY BANK, INC.	16161	HERREID	SD	57632	
293754	20160630	State Bank Of Southwest Missouri	26358	Springfield	MO	65804	
294023	20160630	First State Bank	9437	Winchester	OH	45697	
294153	20160630	Miner County Bank	9933	Howard	SD	57349	
294564	20160630	First Bank & Trust	14778	Lubbock	TX	79424	
294676	20160630	New Buffalo Savings Bank, FSB	31257	New Buffalo	MI	49117	
294751	20160630	City National Bank & Trust Company	4132	Lawton	OK	735012009	
294779	20160630	TIMBERLAND BANK	28453	HOQUIAM	WA	98550	
294827	20160630	PIONEER COMMUNITY BANK	2448	IAEGER	WV	248440368	
295011	20160630	Greenville National Bank	13703	Greenville	OH	45331	
295057	20160630	SECURITY BANK MINNESOTA	10984	ALBERT LEA	MN	56007	
295646	20160630	Farmers State Bank Of Medora	13902	Medora	IL	62063	
296456	20160630	Firstbank	14331	Antlers	OK	74523	
296474	20160630	HOME SAVINGS AND LOAN COMPANY OF KENTON, THE	29571	KENTON	OH	43326	
296559	20160630	Commercial Bank	11777	Parsons	KS	673570648	
296755	20160630	Citizens State Bank	15519	Miles	TX	76861	
296858	20160630	First National Bank of Lindsay	4134	Lindsay	OK	730520278	
297051	20160630	PATRIOTS BANK	18019	GARNETT	KS	66032	
297257	20160630	Texas Bank Financial	26967	Weatherford	TX	76086	
297547	20160630	ROWLEY SAVINGS BANK	9102	ROWLEY	IA	52329	
297631	20160630	The First State Bank Of Arcadia	21163	Arcadia	FL	34266	
297761	20160630	Monterey County Bank	22460	Monterey	CA	93940	
298049	20160630	IOWA STATE BANK	10497	SAC CITY	IA	50583	
298218	20160630	Watertown Savings Bank	15990	Watertown	NY	13601	
298245	20160630	CITY NATIONAL BANK	3814	METROPOLIS	IL	62960	
299046	20160630	Central Bank of Boone County	4536	Columbia	MO	652059983	
299251	20160630	First State Bank of Ashby	08196	Ashby	MN	56309	
299868	20160630	Community Commerce Bank	26363	Claremont	CA	91711	
300009	20160630	Passumpsic Savings Bank	14134	Saint Johnsbury	VT	05819	
300036	20160630	HomeStar Bank and Financial Services	16375	Manteno	IL	60950	
300063	20160630	NEW OMNI BANK N.A.	23086	ALHAMBRA	CA	91801	
300157	20160630	Valley Exchange Bank	9947	Lennox	SD	57039	
300353	20160630	Shamrock Bank, National Association	4236	Coalgate	OK	74538	
300456	20160630	Piqua State Bank	18089	Piqua	KS	66761	
300933	20160630	PLANTERS FIRST BANK	9064	CORDELE	GA	310100879	
300942	20160630	Pioneer Bank	19540	Sergeant Bluff	IA	51054	
300960	20160630	Bank Of Idaho	26403	Idaho Falls	ID	83403	
301574	20160630	Lake Shore Savings Bank	30530	Dunkirk	NY	14048	
301640	20160630	Brown County State Bank	11721	Mount Sterling	IL	62353	
301800	20160630	Ulster Savings Bank	15970	Kingston	NY	12401	
302030	20160630	Bank of Belle Glade	18930	Belle Glade	FL	33430	
302133	20160630	CAMP GROVE STATE BANK	10471	CAMP GROVE	IL	61424	
302553	20160630	The Plains State Bank	18118	Plains	KS	67869	
302656	20160630	MINNWEST BANK	16958	REDWOOD FALLS	MN	56283	
302665	20160630	Citizens National Bank Of Wills Point	23450	Wills Point	TX	75169	
303550	20160630	Kleinbank	1414	Big Lake	MN	55309	
303653	20160630	FIRST STATE BANK OF BURNET	11557	BURNET	TX	78611	
303701	20160630	Wells River Savings Bank	14136	Wells River	VT	05081	
303747	20160630	The First Bank and Trust Company of Murphysboro	3818	Murphysboro	IL	629660219	
303952	20160630	Farmers Bank of Northern Missouri	4539	Unionville	MO	63565	
304155	20160630	BURTON STATE BANK	13669	BURTON	TX	77835	
304173	20160630	Marquette Savings Bank	30544	Erie	PA	16501	
304520	20160630	Chesapeake Bank & Trust Company	26847	Chestertown	MD	21620	
304575	20160630	Sidney Federal Savings And Loan Association	29379	Sidney	NE	69162	
304762	20160630	Security State Bank, The	18677	Winters	TX	79567	
304913	20160630	Deutsche Bank Trust Company Delaware	26392	Wilmington	DE	19805	
305059	20160630	First State Bank, The	11175	Abernathy	TX	79311	
305077	20160630	Peru Federal Savings Bank	29384	Peru	IL	61354	
305152	20160630	First National Bank In Pratt	4760	Pratt	KS	67124	
305237	20160630	THE GEO. D. WARTHEN BANK	2154	SANDERSVILLE	GA	31082	
305433	20160630	ESCAMBIA COUNTY BANK	1746	FLOMATON	AL	36441	
305442	20160630	THE NEW WASHINGTON STATE BANK	13305	NEW WASHINGTON	IN	471620010	
305648	20160630	Century Bank	14051	Shenandoah	IA	51601	
305750	20160630	FORT HOOD NATIONAL BANK	19640	KILLEEN	TX	76540	
306056	20160630	First National Bank Of Fleming, The	3018	Fleming	CO	80728	
306140	20160630	Security State Bank	15738	Waverly	IA	50677	
306159	20160630	American National Bank of Minnesota	26499	Brainerd	MN	56401	
306270	20160630	Medina S & LA	30547	Medina	NY	14103	
306337	20160630	Casey State Bank	3614	Casey	IL	62420	
306908	20160630	Jeff Bank	7123	Jeffersonville	NY	12748	
307062	20160630	Farmers Bank	2850	Buhl	ID	83316	
307334	20160630	Southern Bank	16288	Sardis	GA	30830	
307361	20160630	AMERICAN BANK, NATIONAL ASSOCIATION	23886	WACO	TX	76702	
307679	20160630	Bank of the Pacific	23041	Aberdeen	WA	98520	
307932	20160630	First National Bank Of Catlin, The	3615	Catlin	IL	61817	
307950	20160630	Heritage State Bank	12617	Nevada	MO	64772	
308256	20160630	CenBank	8848	Buffalo Lake	MN	55314	
308340	20160630	The Bath State Bank	8035	Bath	IN	47010	
308836	20160630	Bank of Bourbonnais	21635	Bourbonnais	IL	609142513	
309150	20160630	The Missouri Bank	14036	Warrenton	MO	63383	
309570	20160630	First Mariner Bank	31286	Baltimore	MD	21224	
309655	20160630	Regent Bank	4160	Tulsa	OK	74136	
309851	20160630	Root River State Bank	1098	Chatfield	MN	55923	
309972	20160630	Washington Federal Bank for Savings	30570	Chicago	IL	60608	
310071	20160630	Madison Bank Of Maryland	32331	Forest Hill	MD	21050	
310754	20160630	EQUITY BANK	16635	MINNETONKA	MN	55343	
310950	20160630	First National Bank In Okeene	4161	Okeene	OK	73763	
310978	20160630	WaterStone Bank	28513	Wauwatosa	WI	53226	
311050	20160630	American Heritage Bank	4190	SAPULPA	OK	74067	
311144	20160630	Bank of Bearden	16282	Bearden	AR	71720	
311256	20160630	Granite Community Bank	5116	Cold Spring	MN	56320	
311265	20160630	YOAKUM NATIONAL BANK	5595	YOAKUM	TX	77995	
311603	20160630	Dime Bank	18200	Norwich	CT	6360	
311649	20160630	Pinnacle Bank Sioux City	18958	Sioux City	IA	51106	
311658	20160630	The First National Bank of Coleraine	5117	Coleraine	MN	55722	
311845	20160630	ARVEST BANK	8728	FAYETTEVILLE	AR	72701	
311939	20160630	Washington State Bank	9326	Washington	LA	705890129	
312244	20160630	First Bank of Berne	9288	Berne	IN	467111549	
312356	20160630	Corner Stone Bank	9388	South West City	MO	64863	
312570	20160630	THE ADAMS COUNTY BUILDING AND LOAN COMPANY	32304	WEST UNION	OH	45693	
312730	20160630	Bridgeview Bank Group	21122	Chicago	IL	60640	
313009	20160630	The Upstate National Bank	13748	Rochester	NY	14614	
313157	20160630	Seiling State Bank, The	4193	Seiling	OK	73663	
313175	20160630	Morgan Federal Bank	29439	Fort Morgan	CO	80701	
313223	20160630	OSGOOD STATE BANK	9137	OSGOOD,	OH	453510069	
313401	20160630	National Union Bank of Kinderhook	7128	Kinderhook	NY	12106	
313577	20160630	Forward Financial Bank	28530	Marshfield	WI	54449	
314257	20160630	Deerwood Bank	5123	Deerwood	MN	56444	
314444	20160630	Fordyce Bank & Trust Co.	1028	Fordyce	AR	71742	
315339	20160630	BRIMFIELD BANK	10856	BRIMFIELD	IL	615170320	
315357	20160630	St. Marys State Bank, The	15312	Saint Marys	KS	66536	
315656	20160630	First Enterprise Bank	4049	Oklahoma City	OK	73114	
316354	20160630	Republic Bank, Inc.	22618	Duluth	MN	55811	
316840	20160630	Republic Bank & Trust Company	23627	Louisville	KY	402022700	
316859	20160630	Exchange Bank, The	10672	Skiatook	OK	74070	
316934	20160630	BUCKLEY STATE BANK	12121	BUCKLEY	IL	60918	
317100	20160630	NORTH MIDDLESEX SAVINGS BANK	90147	AYER	MA	1432	
317258	20160630	West Plains Bank And Trust Company	15489	West Plains	MO	65775	
317342	20160630	Stock Yards Bank & Trust Co.	258	Louisville	KY	40206	
317379	20160630	Home Federal Savings And Loan Association Of Grand Island	29476	Grand Island	NE	68801	
317650	20160630	CITIZENS STATE BANK	16934	GANADO	TX	77962	
318639	20160630	Bank of Chestnut	10885	Chestnut	IL	62548	
318835	20160630	Pilot Bank	27045	Tampa	FL	33626	
318947	20160630	Heritage First Bank	20761	Rome	GA	30161	
318974	20160630	First Federal Savings and Loan Association	29488	Lakewood	OH	44107	
319047	20160630	Riddell National Bank, The	4318	Brazil	IN	47834	
319458	20160630	The First National Bank	4199	Stigler	OK	74462	
319551	20160630	Security State Bank	18374	Scott City	KS	67871	
320034	20160630	PEOPLES BANK OF GREENSBORO	1730	GREENSBORO	AL	36744	
320052	20160630	Legacy Bank	4042	Hinton	OK	73047	
320070	20160630	Valley Central Bank	28555	Reading	OH	45215	
320119	20160630	Israel Discount Bank of New York	19977	New York City	NY	100174903	
320155	20160630	COLORADO EAST BANK & TRUST	3027	Lamar	CO	810521019	
321152	20160630	CITIZENS BANK AND TRUST COMPANY	6100	Atwood	TN	38220	
321255	20160630	FIRST AMERICAN BANK	15762	STONEWALL	OK	74871	
321273	20160630	Newton Federal Bank	29510	Covington	GA	30014	
321330	20160630	Farmers And Merchants State Bank Of Bushnell	11324	Bushnell	IL	61422	
321947	20160630	FCN Bank N.A.	4319	Brookville	IN	47012	
322056	20160630	National Bank	3214	Gatesville	TX	765280779	
322449	20160630	COMMUNITY STATE BANK	8067	BROOK	IN	47922	
322476	20160630	WABASH SAVINGS BANK	30618	MT CARMEL	IL	62863	
322551	20160630	First Security Bank	1622	Union Star	MO	64494	
322757	20160630	FARMERS & MERCHANTS BANK	9188	ADAMSVILLE	TN	38310	
322850	20160630	Bank Of Commerce	422	Stilwell	OK	74960	
323204	20160630	Lyons National Bank, The	7151	Lyons	NY	14489	
323651	20160630	Gilmer National Bank	3219	Gilmer	TX	75644	
324153	20160630	First National Bank Of Giddings	3217	Giddings	TX	78942	
324229	20160630	Waterford Commercial And Savings Bank, The	8397	Waterford	OH	45786	
324256	20160630	Oklahoma State Bank	13416	Buffalo	OK	73834	
324274	20160630	Roselle Savings Bank	28567	Roselle	NJ	72031281	
324340	20160630	ChoiceOne Bank	1014	Sparta	MI	49345	
324649	20160630	Bear State Bank	3857	Little Rock	AR	72211	
324854	20160630	Bank Of Crockett	1468	Bells	TN	38006	
324863	20160630	THE BANK OF COMMERCE	18059	AMMON	ID	83406	
324975	20160630	Dewitt Savings Bank	29535	Clinton	IL	61727	
325141	20160630	Farmers Bank	1296	Greenwood	AR	72936	
325459	20160630	First State Bank In Temple	5999	Temple	OK	73568	
325534	20160630	BYRON BANK	902	BYRON	IL	610100901	
326054	20160630	Silver Lake Bank	15323	Topeka	KS	66608	
326344	20160630	Peoples State Bank of Newton	11722	Newton	IL	62448	
326858	20160630	The First National Bank in Sioux Falls	4016	Sioux Falls	SD	57117	
326979	20160630	Greenfield Co-operative Bank	26397	Greenfield	MA	13021345	
327220	20160630	Farmers State Bank	8647	West Salem	OH	44287	
327305	20160630	Katahdin Trust Company	12874	Patten	ME	04765	
327435	20160630	United Southern Bank	15465	Umatilla	FL	327840029	
327453	20160630	First South Bank	9170	Jackson	TN	38305	
327556	20160630	ANCHOR D BANK	4208	Texhoma	OK	73949	
327855	20160630	CIERA BANK	3226	Graham	TX	76450	
327949	20160630	FIRST COUNTY BANK	10887	NEW BADEN	IL	62265	
328058	20160630	FIRST NATIONAL BANK	4209	THOMAS	OK	73669	
328357	20160630	Titan Bank, NA	3225	Mineral Wells	TX	76067	
328656	20160630	UNITED FARMERS STATE BANK	08821	ADAMS	MN	55909	
328777	20160630	Penn Community Bank	30401	Doylestown	PA	18902	
329149	20160630	Bank Plus	16547	Estherville	IA	51334	
329345	20160630	Generations Bank	88	HAMPTON	AR	71744	
329550	20160630	INSOUTH BANK	22020	BROWNSVILLE	TN	38012	
329952	20160630	First National Bank of Granbury	3228	Granbury	TX	760480400	
330239	20160630	FIRST NATIONAL BANK	22271	HAMILTON	AL	35570	
330248	20160630	FIRST NATIONAL BANK OF NOKOMIS	15763	NOKOMIS	IL	62075	
330453	20160630	Altura State Bank	10173	Altura	MN	55910	
330855	20160630	The Bank of Missouri	1617	Perryville	MO	63775	
330873	20160630	Wakefield Co-operative Bank	26516	Wakefield	MA	18805013	
330949	20160630	MORGANTOWN BANK & TRUST	275	MORGANTOWN	KY	42261	
331076	20160630	First Federal Bank Of Wisconsin	30422	Waukesha	WI	53186	
331375	20160630	BankGloucester	26536	Gloucester	MA	1930	
331544	20160630	Richland County Bank	15092	Richland Center	WI	53581	
331553	20160630	The Nekoma State Bank	13603	La Crosse	KS	67548	
331713	20160630	New Tripoli Bank	7659	NEW TRIPOLI	PA	18066	
332055	20160630	First Bank of Newton	4738	Newton	KS	671140587	
332224	20160630	Mechanics & Farmers Bank	12266	Durham	NC	27701	
332345	20160630	Oakdale State Bank	11300	Oakdale	IL	62268	
332402	20160630	RANDOLPH SAVINGS BANK	90270	RANDOLPH	MA	02368	
332671	20160630	Morganton Savings Bank, S.S.B.	30434	Morganton	NC	28655	
332756	20160630	ADAMS STATE BANK	9812	ADAMS	NE	683010106	
333034	20160630	State Bank of Cochran	872	Cochran	GA	31014	
333052	20160630	FIRST NATIONAL BANK	5090	BATTLE LAKE	MN	565150038	
333203	20160630	UNION BANK	14158	MORRISVILLE	VT	56610667	
333650	20160630	The Bank	26522	Oberlin	KS	67749	
333856	20160630	Grandview Bank	3230	Grandview	TX	76050	
333940	20160630	The First National Bank of Okawville	3826	Okawville	IL	62271	
334264	20160630	FIRST COMMUNITY BANK, NATIONAL ASSOCIATION	22964	SAN BENITO	TX	78586	
334648	20160630	Titonka Savings Bank	17302	Titonka	IA	504800309	
334657	20160630	FARMERS & MERCHANTS STATE BANK	1599	BLOOMING PRAIRIE	MN	55917	
335346	20160630	HELENA NATIONAL BANK	15729	HELENA	AR	72342	
335355	20160630	Two Rivers Bank	34468	Blair	NE	68008	
336147	20160630	United Citizens Bank   Trust Company	15249	Campbellsburg	KY	40011	
336361	20160630	SANGER BANK	27043	SANGER	TX	762661029	
336576	20160630	The Equitable Bank, SSB	28614	Wauwatosa	WI	53226	
336950	20160630	Ashton State Bank	1436	Ashton	NE	68817	
