"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
148340																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1838	165	0	0	51999	5371	9003	21	62838	0	0	0	0	0	0	0	0	0	0	1721	2	72958	1	6707	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
148715																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8717	380	0	0	83242	8824	6122	13	98080	0	0	0	0	0	0	0	0	0	0	2192	3	114318	1	10963	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
148809																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	42216	2540	283	1	312743	28313	42173	70	397415	0	0	0	0	0	0	0	0	0	0	5151	13	494615	1	73090	1001	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
148920																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1326	67	0	0	25226	3290	5652	13	32204	0	0	0	0	0	0	0	0	0	0	0	0	38907	1	5464	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
149150																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7819	991	263	1	74143	8107	11513	21	93738	0	0	0	0	0	0	0	0	0	0	853	3	99424	1	8499	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
149253																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8622	587	0	0	105643	11536	21334	42	135598	0	0	0	0	0	0	0	0	0	0	5206	9	152506	1	13471	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
149271																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7533	818	0	0	100163	7892	18993	40	126689	0	0	0	0	0	0	0	0	0	0	1342	3	155086	1	21184	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
150035																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	43606	2169	3708	9	538801	51383	271641	282	857756	0	0	0	0	0	0	0	0	0	0	47267	61	1023063	1	96923	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
150044																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	23972	1554	4001	12	258218	31315	92252	146	378443	0	0	0	0	0	0	0	0	0	0	37871	28	442815	1	42117	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
150156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1227	190	0	0	14512	1528	3208	5	18947	0	0	0	0	0	0	0	0	0	0	3208	5	21030	1	2475	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
150334																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1624	94	0	0	51377	3143	8578	20	61579	0	0	0	0	0	0	0	0	0	0	0	0	68903	1	6867	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
150352																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1999	101	0	0	21284	1908	1750	5	25033	0	0	0	0	0	0	0	0	0	0	1750	5	36157	1	3393	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
150576																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		325000	0	83954	5176	5027	15	771820	99997	374385	610	1235186	0	0	0	0	0	0	0	0	0	0	54412	105	1605984	1	195967	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
150727																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12205	1209	0	0	179191	21215	123978	143	315372	0	0	0	0	0	0	0	0	0	0	6932	13	359348	1	28059	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
150754																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5820	602	974	3	73276	7415	31328	49	111398	0	0	0	0	0	0	0	0	0	0	4065	7	141302	1	13889	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
151331																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	83130	3965	779	3	376175	28822	50102	72	510186	0	0	0	0	0	0	0	0	0	0	18218	17	558647	1	4300	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
151546																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2745	121	0	0	50317	5245	5575	11	58637	0	0	0	0	0	0	0	0	0	0	3160	6	64760	1	7551	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
151555																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3784	125	594	2	51127	3744	14918	24	70422	0	0	0	0	0	0	0	0	0	0	4111	8	78399	1	7788	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
151751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8303	497	1089	4	148449	11897	74997	119	232838	0	0	0	0	0	0	0	0	0	0	25113	38	304923	1	36415	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
151957																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6111	415	352	1	146558	8453	27067	51	180088	0	0	0	0	0	0	0	0	0	0	10648	13	291196	2	36156	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
152057																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12740	325	1443	5	83399	7669	29469	54	127051	0	0	0	0	0	0	0	0	0	0	3334	5	146957	1	14789	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
152253																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12767	643	767	3	90235	7984	39873	58	143642	0	0	0	0	0	0	0	0	0	433	3432	7	154334	1	19144	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
152374																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	18567	805	268	1	135962	17821	17406	16	172203	0	0	0	0	0	0	0	0	0	0	9507	6	201231	1	15561	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
152431																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3250	124	560	2	52463	5054	9212	19	65485	0	0	0	0	0	0	0	0	0	0	759	2	69961	2	5716	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
152440																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6332	191	2386	7	70403	9337	0	0	79121	0	0	0	0	0	0	0	0	0	0	0	0	91639	1	14156	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
152851																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2758	262	0	0	36865	3349	4828	12	44451	0	0	0	0	0	0	0	0	0	0	1368	4	47900	1	3837	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
153054																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	18245	2661	605	1	244406	24972	55426	90	318682	0	0	0	0	0	0	0	0	0	0	9378	21	371396	1	36091	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
153353																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15952	988	252	1	197904	19863	102056	136	332093	15929	0	0	0	0	0	0	0	0	0	18069	24	379092	1	39310	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
154154																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12302	614	0	0	232531	27256	87736	139	332569	0	930	0	0	0	0	0	0	0	0	42316	50	385785	1	44416	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
154257																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	894	57	0	0	63101	1296	67464	114	131459	0	0	0	0	0	0	0	0	0	2256	25316	29	143521	1	13010	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
154770																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	31865	2079	4837	13	207142	14731	59939	109	303783	0	0	0	0	0	0	0	0	0	0	6564	15	391928	1	86551	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
155245																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	24546	956	827	3	227712	25711	82753	71	335838	0	4981	0	0	0	0	0	0	0	0	4588	12	470720	1	44973	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
155517																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	5685	78	71143	115	76828	0	0	0	0	0	0	0	0	0	0	67936	114	94908	1	8790	0	true	16305	75100	false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
155759																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	997	76	370	1	52892	4578	8837	23	63096	0	0	0	0	0	0	0	0	0	0	2481	7	79356	1	14553	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
155777																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5354	170	0	0	100845	5361	39171	79	145370	0	0	0	0	0	0	0	0	0	0	6462	9	182777	1	23900	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
156457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	804	53	0	0	21394	3293	1299	4	23497	0	0	0	0	0	0	0	0	0	0	356	1	25292	1	1862	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
156635																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3989	132	517	2	33582	2489	11552	18	49640	0	0	0	0	0	0	0	0	0	0	4379	6	54616	1	6026	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
156952																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2162	76	0	0	38873	3029	11020	15	52055	0	0	0	0	0	0	0	0	0	0	271	1	72764	1	9497	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
157155																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2418	142	0	0	40095	3129	6227	10	48740	0	0	0	0	0	0	0	0	0	150	2358	4	60519	1	5079	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
157379																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8004	578	750	2	61631	6254	8336	18	78721	0	0	0	0	0	0	0	0	0	0	832	2	87581	1	8538	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
157650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4212	473	0	0	49187	6584	12448	17	65847	0	0	0	0	0	0	0	0	0	0	2659	7	76393	1	7280	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
157744																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5655	256	262	1	87417	9479	29493	30	122827	0	0	0	0	0	0	0	0	0	0	3397	7	133658	1	10619	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
157856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1759	90	349	1	31739	2917	17935	28	51782	0	0	0	0	0	0	0	0	0	0	10374	15	63160	1	5362	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
157904																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	27544	1207	4067	9	274536	26869	122157	185	428304	0	0	0	0	0	0	0	0	0	0	15246	28	557675	1	76316	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
158554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	283	20	0	0	24091	2153	9781	20	34155	0	0	0	0	0	0	0	0	0	0	2638	5	36720	1	2437	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
158741																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8842	608	812	2	92240	7891	11383	27	113277	0	0	0	0	0	0	0	0	0	0	998	2	133297	1	16258	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
158750																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	389	45	0	0	15882	254	5467	12	21738	0	0	0	0	0	0	0	0	0	0	417	1	26162	2	3073	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
158947																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12118	567	1302	4	185945	17173	76862	107	276228	0	0	0	0	0	0	0	0	0	0	6861	18	347115	1	28651	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
158974																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	16992	1187	2132	6	117655	11662	32990	60	169769	0	0	0	0	0	0	0	0	0	0	2071	4	207624	1	16456	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
159636																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		148222	0	85166	2632	13236	35	1035469	96367	267414	393	1401285	0	0	0	0	0	0	0	0	0	0	25786	45	1562068	1	161381	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
159645																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3503	269	0	0	32408	3382	10471	16	46382	0	0	0	0	0	0	0	0	0	0	2702	4	51065	1	6517	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
159953																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2604	101	1042	2	69191	4077	64880	81	137716	0	0	0	0	0	0	0	0	0	0	12914	13	156769	2	18819	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
160360																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9463	319	778	2	90595	9000	42297	60	143133	0	0	0	0	0	0	0	0	0	0	5253	13	173016	1	14306	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
160454																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3683	148	0	0	77778	5076	35437	62	116898	0	0	0	0	0	0	0	0	0	0	12464	20	124993	1	10464	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
160557																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	235	18	0	0	16053	1358	15732	10	32018	0	0	0	0	0	0	0	0	0	0	12334	3	32883	1	2952	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
160614	851708	0	138	0	503	0	0	0	0	0	1049559	2	195463	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	0	484635	0	44937	951	45100	31	272636	15075	489035	402											0	33561	45											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
160650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9890	531	252	1	315262	14640	113846	218	439250	0	0	0	0	0	0	0	0	0	0	16159	19	538210	1	69984	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
160959																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8325	616	905	2	476433	58009	187050	179	672714	0	0	0	0	0	0	0	0	0	36730	13798	27	760244	1	72330	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
161273																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	23136	1186	1918	5	239552	17918	80744	135	345350	0	0	0	0	0	0	0	0	0	0	15596	27	467196	1	46186	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
161433																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4933	183	267	1	83957	6867	32243	23	121400	0	0	0	0	0	0	0	0	0	0	740	2	135786	1	14260	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
161602																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		643533	0	64056	4254	5180	16	952554	111638	542286	630	1564076	0	0	0	0	0	0	0	0	0	0	32597	55	1688037	1	145074	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
162337																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	42361	1658	3529	11	378195	43545	82649	112	506734	0	0	0	0	0	0	0	0	0	1594	31412	45	571541	1	50894	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
163343																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3100	124	0	0	33225	3248	13318	22	49643	0	0	0	0	0	0	0	0	0	0	1848	5	57215	1	5694	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
163370																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	24341	1476	5048	9	216379	16458	57724	128	303492	0	0	0	0	0	0	0	0	0	0	14690	11	352796	1	37104	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
163549																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	30717	1668	653	2	573834	49442	235064	329	840268	0	0	0	0	0	0	0	0	0	13251	50053	66	978829	1	89888	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
163857																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5202	225	1256	4	122036	11137	62901	85	191395	0	0	0	0	0	0	0	0	0	0	16510	25	212510	1	22369	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
164032																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10652	346	801	3	126380	9257	12858	31	150691	0	0	0	0	0	0	0	0	0	0	8179	20	161404	1	5288	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
164153																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2796	137	0	0	68335	8003	14910	31	86041	0	0	0	0	0	0	0	0	0	0	3820	9	99104	1	7069	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
164331																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8292	354	326	1	165400	20891	48892	86	222910	0	0	0	0	0	0	0	0	0	0	18683	35	249712	1	22546	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
164377																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	19027	1301	301	1	139765	10392	11780	26	170873	0	0	0	0	0	0	0	0	0	0	0	0	214009	1	21321	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
164854																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8133	572	0	0	120081	13442	37717	49	165931	0	0	0	0	0	0	0	0	0	0	6660	9	204776	1	19653	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
164957																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1406	98	0	0	43037	4131	4601	13	49045	0	0	0	0	0	0	0	0	0	0	1147	4	57287	1	5574	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
164975																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10727	581	822	3	53184	4431	5090	11	69822	0	0	0	0	0	0	0	0	0	0	0	0	91895	1	7723	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
165039																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15159	873	512	2	99764	12574	21684	26	137119	0	0	0	0	0	0	0	0	0	0	5454	7	156165	1	13970	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
165628	5815477	0	0	0	0	0	0	0	0	7500	6513584	1	536088	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	0	1380209	0	289100	15808	7166	25	3492263	336947	2026948	1375											6748	555861	426											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
165758																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2806	317	0	0	52063	4995	15653	32	70522	0	0	0	0	0	0	0	0	0	0	1340	3	83048	2	7806	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
165806																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	31690	2069	1469	5	439725	48841	371099	357	843982	0	0	0	0	0	0	0	0	0	0	89569	107	943678	1	71652	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
166111																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	16660	1261	287	1	161636	23382	8578	21	187160	0	0	0	0	0	0	0	0	0	0	2095	3	235571	1	32928	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
166531																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	22400	648	3828	12	137767	11495	16550	44	180544	0	0	0	0	0	0	0	0	0	3563	3190	7	204336	1	20939	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
166652																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	17389	1719	1816	5	323744	3875	166518	208	509467	0	0	0	0	0	0	0	0	0	38214	58895	64	610664	1	63758	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
166803																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		120668	0	48679	3132	891	3	905392	122822	224634	385	1179596	0	0	0	0	0	0	0	0	0	4418	53780	105	1568502	1	121717	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
166849																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1769	192	0	0	44550	4212	6804	15	53123	0	0	0	0	0	0	0	0	0	0	1970	4	52999	2	5127	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
167060																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	20398	916	5877	13	347767	21320	248609	415	622651	0	0	0	0	0	0	0	0	0	1100	48711	87	717634	1	79203	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
167453																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3172	229	295	1	54825	5774	12283	28	70575	0	0	0	0	0	0	0	0	0	0	1135	3	83482	1	11612	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
167556																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5894	238	0	0	57508	7252	10160	18	73562	0	0	0	0	0	0	0	0	0	0	1685	4	83033	1	8414	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
167565																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	359	3	502	1	861	0	0	0	0	0	0	0	0	0	0	0	0	422592	1	107442	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
167752																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	493	40	0	0	16523	1977	3928	8	20944	0	0	0	0	0	0	0	0	0	0	322	1	24185	1	1899	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
167864																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2617	110	0	0	124927	7306	183199	190	310743	0	0	0	0	0	0	0	0	0	0	103508	103	320445	1	30797	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
168441																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7449	460	0	0	128328	13049	45780	83	181557	0	0	0	0	0	0	0	0	0	0	5565	14	206767	1	21451	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
168571																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3964	361	343	1	34723	3344	8417	13	47447	0	0	0	0	0	0	0	0	0	0	320	1	53060	1	5873	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
169073																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	42295	1611	816	3	353960	12158	69683	104	466755	0	0	0	0	0	0	0	0	0	0	39408	32	543426	1	12507	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
169327																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	21099	896	1378	5	176364	18420	15148	33	213990	0	0	0	0	0	0	0	0	0	0	5010	10	250252	1	22422	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF								NO	
169354																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6446	301	0	0	145074	7930	121936	197	273455	0	0	0	0	0	0	0	0	0	0	44751	63	296483	1	27192	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
169653																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		1227110	0	193726	14637	885	3	4150234	299338	1656930	2387	6001775	0	0	0	0	0	0	0	0	0	4537	506847	600	6701941	1	545500	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
