"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
331544																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10429	381	852	2	61001	7281	11793	18	84075	0	0	0	0	0	0	0	0	0	0	1202	2	107974	1	21624	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
331553																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	652	90	0	0	26805	2505	7586	11	35045	0	0	0	0	0	0	0	0	0	0	4371	5	38047	1	3185	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
331713																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	22591	971	1003	3	161081	12899	56871	76	241546	0	0	0	0	0	0	0	0	0	0	1000	3	318952	1	37015	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
332055																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10889	687	0	0	99022	10671	25685	41	135596	0	0	0	0	0	0	0	0	0	0	3351	6	150262	1	11748	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
332224																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2322	328	0	0	184391	15442	67911	84	254624	0	0	0	0	0	0	0	0	0	77650	20086	24	302135	1	31974	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
332345																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	278	37	0	0	16134	1387	2137	6	18549	0	0	0	0	0	0	0	0	0	0	0	0	19533	2	1570	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
332402																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	28962	1816	629	2	264835	25044	35444	74	329870	0	0	0	0	0	0	0	0	0	0	5840	14	384630	1	34588	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
332671																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8264	247	3643	6	38827	3546	6462	14	57197	0	0	0	0	0	0	0	0	0	0	0	0	84806	1	22826	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
332756																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2125	139	0	0	27285	1531	3344	8	32754	0	0	0	0	0	0	0	0	0	0	0	0	40610	1	7760	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
333034																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15524	953	535	2	150620	11777	33616	40	200295	0	0	0	0	0	0	0	0	0	0	6799	14	224246	2	24189	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
333052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4874	338	0	0	45548	4109	7412	19	57834	0	0	0	0	0	0	0	0	0	0	0	0	66193	1	6862	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
333203																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	26157	1980	1832	6	332396	45511	119104	184	479489	0	0	0	0	0	0	0	0	0	8920	18451	29	546072	1	40751	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
333650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4471	310	530	1	127424	8088	52453	91	184878	0	0	0	0	0	0	0	0	0	0	9603	20	205658	1	16954	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
333856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4246	191	540	2	86009	6900	17196	33	107991	0	0	0	0	0	0	0	0	0	0	5833	12	115340	1	10109	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
333940																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3649	495	0	0	34489	3347	10449	12	48587	0	0	0	0	0	0	0	0	0	0	4605	5	53483	1	6105	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
334255																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2224	101	1562	5	23996	1988	1596	4	29378	0	0	0	0	0	0	0	0	0	0	647	2	39441	1	2308	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
334264																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3569	194	0	0	129801	10855	61747	117	195117	0	0	0	0	0	0	0	0	0	0	11139	22	209753	1	19904	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
334648																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9180	421	351	1	103183	8812	32782	53	145496	0	0	0	0	0	0	0	0	0	717	5150	10	151359	1	14926	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
334657																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3148	377	0	0	40543	3796	25996	31	69687	0	0	0	0	0	0	0	0	0	0	3940	8	75253	1	5697	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
335346																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8210	260	662	2	97607	7417	47127	60	153606	0	0	0	0	0	0	0	0	0	0	7640	14	177827	1	24626	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
335355																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2660	150	270	1	74311	5656	24834	54	102075	0	0	0	0	0	0	0	0	0	0	4174	11	126465	1	12915	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
335757																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2735	108	336	1	19047	1926	4687	5	26807	0	0	0	0	0	0	0	0	0	0	2640	4	29284	1	2409	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
336147																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4258	561	263	1	58627	5599	7107	21	70255	0	0	0	0	0	0	0	0	0	0	1939	5	90543	1	11589	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
336361																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4366	176	0	0	76216	4957	15365	35	95947	0	0	0	0	0	0	0	0	0	0	4922	10	106449	1	12507	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
336576																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	19749	1208	1100	4	321031	22232	34109	85	375989	0	0	0	0	0	0	0	0	0	0	309	1	400258	2	24924	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
336950																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	14985	978	2908	7	17893	0	0	0	0	0	0	0	0	0	0	420	1	18927	1	1763	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
337247																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1470	123	0	0	28115	2456	10734	17	40319	0	0	0	0	0	0	0	0	0	0	404	1	51913	1	7881	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
337340																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3669	142	669	2	86652	5905	18364	39	109354	0	0	0	0	0	0	0	0	0	198	820	2	125221	2	9456	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
338178																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10870	596	904	2	116121	7239	28991	69	156886	0	0	0	0	0	0	0	0	0	0	0	0	175976	1	18190	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
338646																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13720	553	761	2	106972	11950	29554	39	151007	0	0	0	0	0	0	0	0	0	0	3417	8	171734	1	17248	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
338758																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8853	476	0	0	199587	18678	99168	131	307608	0	0	0	0	0	0	0	0	0	0	29829	38	336514	1	30815	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
338851																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2801	272	685	1	44950	3679	11821	20	60257	0	0	0	0	0	0	0	0	0	0	261	1	73853	2	8206	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
338945																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	758	96	0	0	47171	3327	10126	24	58055	0	0	0	0	0	0	0	0	0	0	1049	3	61950	1	5343	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
339054																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2174	69	0	0	33053	1805	20288	26	55515	0	0	0	0	0	0	0	0	0	0	3900	9	62520	1	6822	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
339072																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	34302	1864	826	3	186793	10435	416372	138	638293	0	0	0	0	0	0	0	0	0	0	361565	67	922248	1	155862	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
339353																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	480	52	0	0	41327	5471	11105	21	52912	0	0	0	0	0	0	0	0	0	0	1375	4	60171	2	5994	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
339456																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4189	165	1744	2	164821	11007	102716	166	273470	0	0	0	0	0	0	0	0	0	0	35001	55	306635	1	26842	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
339607																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	68410	3361	6704	16	405862	31139	52920	125	533896	0	0	0	0	0	0	0	0	0	0	2588	7	760213	1	75313	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
339773																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		156506	0	49468	1655	12084	28	586116	25907	244512	474	892181	0	0	0	0	0	0	0	0	0	0	12314	24	1149735	1	197503	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
339858	20183120	530749	0	0	0	16639	0	0	150000	244760	25389279	1	1808271	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	20021	3190	0	0	CONF	CONF	CONF	530215	6528121	0	477166	18917	90185	261	5742415	638293	13342605	7375											7262	4996030	2812											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	97273	0	1034208	2240	4559	180862	147189		
339876																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1336	109	0	0	22447	880	1080	2	24863	0	0	0	0	0	0	0	0	0	0	0	0	31034	2	6061	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
339951																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	81619	3441	5430	13	497965	31262	161026	231	746040	0	0	0	0	0	0	0	0	0	0	23516	56	864364	1	105852	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
340135																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8009	463	319	1	295469	28917	230875	278	534672	0	0	0	0	0	0	0	0	0	19049	66515	71	630582	1	53657	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
340144																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	19394	1264	1488	5	320645	24315	126840	195	468367	0	0	0	0	0	0	0	0	0	11987	12668	24	606950	1	61497	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
340256																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12643	1221	0	0	240985	9653	64314	107	317942	0	0	0	0	0	0	0	0	0	0	18681	20	359281	1	44883	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
340443																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2112	90	0	0	46735	4909	15434	16	64281	0	0	0	0	0	0	0	0	0	0	804	2	78472	1	10753	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
340649																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5436	314	921	1	80323	5574	28410	47	115090	0	0	0	0	0	0	0	0	0	0	5120	15	125126	1	14198	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
340742																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	29380	1472	817	3	329879	17518	72436	131	432512	0	0	0	0	0	0	0	0	0	0	35013	30	500435	1	56301	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
340751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11748	463	762	2	182012	12225	214751	202	410031	758	0	0	0	0	0	0	0	0	0	60661	69	409273	1	36572	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
341310																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13259	706	366	1	323018	41541	38477	96	375121	0	0	0	0	0	0	0	0	0	0	7282	16	408955	1	35937	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
341851																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3054	197	0	0	44261	3439	11724	24	59039	0	0	9	0	0	0	0	0	0	0	553	2	67747	1	8967	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
341954																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1477	69	272	1	26133	2121	6482	16	34364	0	0	0	0	0	0	0	0	0	0	4724	12	38296	1	3526	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
342054																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11147	606	1275	4	179720	19087	81980	80	274122	0	0	0	0	0	0	0	0	0	0	7146	16	298474	1	21371	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
342175																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	42704	2539	297	1	513055	60377	55999	128	612055	0	0	0	0	0	0	0	0	0	6790	17553	28	777539	1	90585	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
342362																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10057	377	770	3	116420	5733	48720	86	175967	0	0	0	0	0	0	0	0	0	0	865	3	188165	1	15552	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
342410																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		316414	0	35279	2071	890	3	791242	58889	387216	256	1214628	0	0	0	0	0	0	0	0	0	0	19192	49	1436068	1	113489	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
342634	7986866	82087	0	26469	0	0	0	0	0	49847	9860811	1	963127	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	81915	2885669	0	268966	17086	9062	32	3989442	377602	3637309	2864											0	1165343	842											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
343051																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2413	116	336	1	53221	4365	24437	29	80407	0	0	0	0	0	0	0	0	0	0	3513	5	94503	1	12282	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
343248																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1021	63	0	0	22235	1878	1255	3	24511	0	0	0	0	0	0	0	0	0	0	332	1	28970	1	4789	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
343257																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1543	191	0	0	33417	4356	6161	9	41242	122	0	0	0	0	0	0	0	0	0	4230	5	44901	1	3219	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
343378																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	510	102	0	0	6545	536	0	0	7054	0	0	0	0	0	0	0	0	0	0	0	0	9561	2	2441	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
343770																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	571	21	0	0	35816	2133	9343	18	45730	0	0	0	0	0	0	0	0	0	0	0	0	49620	1	4786	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
343903																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	31273	2026	1856	6	245026	27872	44135	99	322290	0	0	0	0	0	0	0	0	0	0	1284	3	402098	1	41939	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
343958																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2208	238	0	0	33855	1862	1594	4	37657	0	0	0	0	0	0	0	0	0	0	0	0	44012	1	4177	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
344647																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	27332	1905	576	2	436789	28571	144208	158	608905	0	0	0	0	0	0	0	0	0	22896	40446	35	708532	1	58386	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
344816																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9619	487	604	2	148438	19691	30769	46	189430	0	0	0	0	0	0	0	0	0	0	10700	14	213088	1	17777	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
344852																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1339	40	0	0	23413	2642	5296	13	30048	0	0	0	0	0	0	0	0	0	0	1997	5	33708	1	2852	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
345149																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4280	198	1103	3	51091	5598	2943	8	59417	0	0	0	0	0	0	0	0	0	0	270	1	61988	1	4666	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
345309																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	59662	2450	6438	18	476736	53128	166698	229	709535	0	0	0	0	0	0	0	0	0	0	18697	33	840283	1	121294	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
345345																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	14810	520	270	1	150784	10869	25795	55	191659	0	0	0	0	0	0	0	0	0	0	12351	28	230169	1	24567	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
345747																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9029	425	348	1	210810	16936	125578	123	345766	0	0	0	0	0	0	0	0	0	0	8381	15	381815	1	38506	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
345756																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10127	575	281	1	136442	8796	44550	81	191400	0	0	0	0	0	0	0	0	0	0	7518	16	221934	1	31103	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
345877																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6959	170	939	3	69820	4078	12580	34	90298	0	0	0	0	630	0	0	0	0	0	3747	5	108576	1	15499	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
346379																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8199	779	0	0	79015	8570	20560	37	107774	0	0	0	0	0	0	0	0	0	0	1465	3	130731	1	13509	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
346566																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	694	43	0	0	35779	2414	17166	18	53640	0	0	0	0	0	0	0	0	0	0	1455	4	59173	1	5017	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
346771																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6368	541	480	1	116168	13811	25560	56	148576	0	0	0	0	0	0	0	0	0	0	2057	3	164392	1	15108	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
347022																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9969	428	757	2	106170	13996	16246	28	133142	0	0	0	0	0	0	0	0	0	0	4479	10	159973	1	23452	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
347572																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		159541	0	77053	5478	3016	11	2704589	376922	687251	1276	3472845	936	0	0	0	0	22000	0	0	0	752	267154	342	3722360	1	298665	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
347639																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11383	657	318	1	190381	12282	37014	90	239096	0	0	0	0	0	0	0	0	0	0	12013	26	265981	1	16809	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
347657																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2896	378	0	0	24123	2268	6338	12	33357	0	0	0	0	0	0	0	0	0	0	1355	2	42481	1	5798	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
347956																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	935	38	0	0	99666	3474	121467	104	222072	4	0	0	0	0	0	0	0	0	0	25295	30	231643	1	21517	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
348159																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3479	227	0	0	45863	3630	6925	14	56267	0	0	0	0	0	0	0	0	0	3587	1233	2	61187	1	5994	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
348207																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15259	658	828	3	309770	17802	210253	245	536110	0	0	0	0	0	0	0	0	0	0	21904	36	690975	1	83568	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
348458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4436	104	0	0	79003	2821	53029	94	136468	0	0	0	0	0	0	0	0	0	6828	14308	16	168612	1	18334	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
348542																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13536	736	1071	4	152096	12493	49795	82	216498	0	0	0	0	0	0	0	0	0	0	8906	11	249429	1	23750	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
348551																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11641	705	2137	5	245175	18655	74469	119	333422	0	0	0	0	792	0	0	0	0	5330	1080	2	420095	1	31362	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
348720																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	21058	816	4198	13	347407	32052	68208	125	440871	0	0	0	0	0	0	0	0	0	0	29909	33	562816	1	74576	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
348748																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5467	320	263	1	64354	8171	23077	43	93161	0	0	0	0	0	0	0	0	0	0	6076	14	121646	1	11906	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
349129																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13061	538	1096	4	95203	9663	24790	30	134150	0	0	0	0	0	0	0	0	0	0	5370	8	154813	1	22554	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
349165																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4995	286	269	1	146457	17798	30440	64	182161	0	0	0	0	0	0	0	0	0	0	15506	21	197929	1	18519	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
349343																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4205	251	0	0	60654	3996	30343	45	95202	0	0	0	0	0	0	0	0	0	0	11235	13	105320	1	11904	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
349370																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	37018	1177	3344	11	272494	24131	41538	95	354395	0	0	0	0	0	0	0	0	0	0	9971	12	484152	1	52501	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
350572																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7487	615	490	1	95640	13445	14284	33	117901	0	0	0	0	0	0	0	0	0	0	3385	7	128760	1	11372	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
350657																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1631	138	0	0	30805	2525	5317	13	37753	0	0	0	0	0	0	0	0	0	0	1936	6	40376	1	3539	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
