"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
3076190																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3332	118	0	0	86683	2563	13979	28	103994	0	0	0	0	0	0	0	0	0	159	5360	4	111074	1	2825	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3076220																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8099	131	535	2	206310	3413	202606	228	417550	0	0	0	0	150	0	0	0	0	29310	22300	31	514505	1	55883	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3076248																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		55956	0	511089	80059	13972	42	1013943	87899	106167	165	1645171	0	0	0	0	0	0	0	0	0	0	14467	8	1792883	1	125487	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3076284																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	865	33	0	0	133780	4443	36310	77	170955	0	0	0	0	0	0	0	0	0	0	7973	19	201519	1	20648	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3076453																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1028	38	0	0	84847	3467	69498	115	155372	0	0	0	0	0	0	0	0	0	848	15298	22	180091	1	21345	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3076604																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	14438	302	2042	6	267357	7179	164583	262	448420	0	0	0	0	0	0	0	0	0	28066	49367	75	512068	1	47079	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3077937																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3852	175	262	1	159997	6133	44093	73	208204	0	0	0	0	0	0	0	0	0	0	16541	19	239834	1	6404	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3082052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6809	195	1913	2	250926	9717	153349	272	412997	0	0	0	0	0	0	0	5000	5000	7893	47622	64	491066	1	39925	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3085240																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2793	164	324	1	35770	2261	6466	16	45352	0	0	0	0	0	0	0	0	0	0	257	1	51989	1	6588	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3086256																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	7129	359	567	2	138252	5870	109699	163	255647	0	0	0	0	0	0	0	0	0	0	8558	18	292603	1	33007	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3089752																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3090338																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5363	159	2388	6	141865	6158	108535	174	258152	0	0	0	0	0	0	0	0	0	0	36001	42	316368	1	24718	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3090833																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2353	77	0	0	50919	1841	14206	27	67478	0	0	0	0	0	0	0	0	0	0	7142	13	84686	1	8493	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3093964																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5145	195	1391	2	119069	2859	138007	144	263698	86	0	0	0	0	0	0	2000	5000	0	12956	10	350463	1	30977	7000	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3097243																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1788	104	0	0	44453	3178	17075	36	63316	0	0	0	0	0	0	0	0	0	0	737	2	67850	1	6046	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3101775																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	14796	555	1523	3	177404	6696	57586	81	251309	0	0	0	0	0	0	0	0	0	0	13375	20	292320	1	37885	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3102893																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1596	60	579	2	36611	2185	14201	20	52988	0	0	0	0	0	0	0	0	0	0	251	1	67636	1	6716	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3103591																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5530	274	0	0	59887	3634	22526	23	87944	0	0	0	0	0	0	0	0	0	0	1842	1	109097	1	10812	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3105308																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	314	16	0	0	40899	1226	6501	12	47714	0	0	0	0	0	0	0	0	0	0	959	2	51979	1	3260	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3108907																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			30337	0	0	0	0	29395	748	338555	197	367950	0	0	0	0	0	0	0	0	0	0	20162	25	437417	1	51627	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF								PROVIDENT BANK	
3109043																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2251	133	0	0	151472	5156	124379	224	278165	63	0	0	0	0	0	0	0	0	36685	46986	70	321484	1	24910	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3109146																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	9858	667	1571	5	108848	8473	146954	142	267231	0	0	0	0	0	0	0	0	6000	0	15288	30	358824	1	44973	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3109584																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1314	40	264	1	73012	1402	22970	39	97560	0	0	0	0	0	0	0	0	0	107	3346	7	105086	1	3343	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3110197																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	22039	581	3963	11	171068	14641	44437	62	241507	0	0	0	0	0	0	0	0	0	0	7088	9	278424	1	23104	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3112070																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2971	62	0	0	93277	1503	53899	90	150147	0	0	0	0	0	0	0	0	0	13837	17499	31	173312	1	20438	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3115277																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3742	155	271	1	106670	5721	15215	44	125898	0	0	0	0	0	0	0	0	0	0	619	2	136307	2	9947	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3116519																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8501	336	525	2	107427	3541	15302	21	131755	0	0	0	0	0	0	0	0	0	80	1239	3	156918	1	13377	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3116809																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2834	120	0	0	74938	2612	2406	8	80178	0	0	0	0	0	0	0	0	0	0	556	2	85278	1	4590	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3117431																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2099	60	0	0	83608	2500	256222	228	341929	0	0	0	0	0	0	0	0	0	0	71349	73	413026	1	32979	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3118447																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	265861	2213	50975	103	316837	0	0	0	0	0	0	0	0	0	0	20649	24	347117	1	15462	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3120646																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10322	325	488	1	123004	8542	65602	61	199416	0	0	0	0	0	0	0	0	0	0	6648	10	234450	1	18677	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	0	0	0	CONF	CONF	CONF	0	0	0	0	0	0	0		
3120897																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	757	52	0	0	39615	1361	4606	15	44978	0	0	0	0	0	0	0	0	0	0	462	1	54913	1	3133	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3121045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	9004	375	290	1	128082	6841	37658	80	175034	0	0	0	0	0	0	0	0	0	0	14614	27	190102	1	15564	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3121072																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	384295	377617	1043	2	385338	0	0	0	0	0	0	0	0	0	0	0	0	425770	1	41972	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3121081																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			15995	0	0	0	0	1412	26	31282	19	32694	0	0	0	0	0	0	0	0	0	0	0	0	41436	1	7351	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF								Putnam County Savings Bank	
3121308																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3476	216	0	0	52439	5691	10908	21	66823	0	0	0	0	0	0	0	0	0	1738	911	3	72885	1	7580	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3122828																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2241	65	325	1	54001	2103	65580	85	122147	0	0	0	0	0	0	0	0	0	0	9919	19	141141	1	16714	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3122994																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8453	318	0	0	151775	5026	34417	63	194645	0	0	0	0	0	0	0	0	0	0	10198	9	240262	1	20034	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3125137																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	11197	522	826	3	134035	8022	29890	45	175949	0	0	0	0	0	0	0	0	0	1500	8127	13	208758	1	20795	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3125315																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10401	233	1973	6	78184	5253	8743	18	99302	0	0	0	0	0	0	0	0	0	0	414	1	108995	1	10086	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3125557																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8127	277	1426	5	94628	5716	38429	54	142610	0	0	0	0	0	0	0	0	0	0	3413	10	156440	1	12880	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3125566																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	61481	1543	132745	166	194226	0	0	0	0	0	0	0	0	0	0	56452	85	234212	1	25383	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3128174																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3539	69	252	1	41709	2133	11387	32	56887	0	0	0	0	0	0	0	0	0	0	2165	6	67931	1	7318	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3128914																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6466	289	262	1	167695	4917	7563	20	181986	0	0	0	0	0	0	0	0	0	0	0	0	206988	1	1491	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3128923																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8887	219	292	1	83315	4337	22401	37	114895	0	0	0	0	0	0	0	0	0	0	2950	7	134695	2	15172	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3129902																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	982	40	0	0	33882	1572	41040	52	75904	0	0	0	0	0	0	0	0	0	2204	7913	13	90562	1	8302	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3130216																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3011	82	259	1	49881	2115	11827	22	64978	0	0	0	0	0	0	0	0	0	0	1619	3	75833	1	8668	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3130999																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10366	405	0	0	141611	3693	14364	36	166341	0	0	0	0	0	0	0	0	0	0	1967	3	184429	1	4156	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3131400																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10727	384	511	2	177311	6635	46727	109	235276	0	0	0	0	0	0	0	0	0	0	12511	27	272090	1	24728	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3133011																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3337	116	253	1	70338	1876	24670	51	98599	0	0	0	0	0	0	0	0	0	1841	3715	8	121617	1	16228	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3133570																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	712	24	0	0	17560	465	4459	12	22731	0	0	0	0	0	0	0	0	0	0	1143	2	22731	1	1386	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3134250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4727	132	0	0	84148	3407	39113	65	127988	0	0	0	0	0	0	0	0	0	0	15689	18	154141	1	13327	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3134399																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1321	104	0	0	29812	4043	16018	29	47151	0	0	0	0	0	0	0	0	0	0	9272	12	53061	2	6731	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3134698																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2413	71	254	1	75368	2336	42184	95	120220	0	0	0	0	0	0	0	0	0	0	3079	6	143370	1	14627	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3134885																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2678	162	0	0	60890	2547	3924	15	67493	0	0	0	0	0	0	0	0	0	0	292	1	71692	1	1426	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3135097																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	14713	321	509	2	227268	3063	63199	80	305689	0	0	0	0	0	0	0	0	10000	0	10586	19	351584	1	28116	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3138146																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		313071	0	14395	280	2569	8	968674	23552	775642	1136	1761280	0	0	0	0	0	0	0	0	23000	331182	232274	267	2011344	1	167505	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3138182																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3704	111	256	1	85660	4664	53875	79	143495	0	0	0	0	0	0	0	0	0	0	5006	13	152385	1	12652	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3139321																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1784	97	0	0	36558	1978	10819	20	49161	0	0	0	0	0	0	0	0	0	0	668	2	52827	1	4951	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3140309																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1823	73	0	0	29563	2227	733	1	32119	0	0	0	0	0	0	0	0	0	1512	0	0	49742	1	6152	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3140822																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3529	143	551	2	99724	7193	86636	93	190440	0	0	0	0	0	0	0	0	0	11236	18694	23	226848	2	15919	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3141726																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		23962	0	53015	3153	1407	5	587761	78388	147578	162	789762	0	0	0	0	0	0	0	0	0	0	25290	34	1017886	1	90696	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3142358																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5827	294	275	1	164272	31200	111215	100	281589	0	0	0	0	0	0	0	0	0	0	20112	31	401325	1	34269	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3143805																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1117	48	382	1	118217	2512	46835	69	166551	0	0	0	0	0	0	0	0	0	18778	10407	24	194678	1	19534	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3145162																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1797	129	0	0	42661	2017	34911	22	79369	0	0	0	0	0	0	0	0	0	0	825	2	87724	1	8495	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3145797																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	20723	711	2047	6	145508	5993	37622	77	205900	0	0	0	0	0	0	0	0	0	0	1125	3	244668	1	24303	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3145984																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			15977	0	0	0	0	7863	231	37014	32	44877	0	627	0	0	0	0	0	0	0	0	32501	23	58526	1	5579	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF								Pathfinder Bank	
3146150	1435528	0	0	0	0	0	0	0	0	0	1669319	1	109012	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	0	589914	0	31086	790	2276	8	979705	26521	422461	778											0	120978	133											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3148613																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2549	93	2421	6	43698	1456	39775	73	88444	0	0	0	0	0	0	0	0	0	2201	2188	5	103445	1	9861	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3149012																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	112638	1985	123136	152	235774	0	0	0	0	0	0	0	0	0	0	56935	55	254399	1	24498	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3150205																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2692	62	0	0	84865	2931	64831	113	152388	0	0	0	0	0	0	0	0	0	5372	20259	38	175018	1	20105	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3151417																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1014	70	0	0	44633	1244	8662	14	54309	0	0	0	0	0	0	0	0	0	0	2294	4	63481	1	5724	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3153233																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	462	7	0	0	104575	1326	31835	76	136872	0	0	0	0	0	0	0	0	0	17805	5936	16	155593	1	12994	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3153288																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	7446	349	0	0	122299	6069	74420	65	204165	0	0	0	0	0	0	0	0	0	0	8450	11	270411	1	48708	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3153297																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10501	305	1945	5	138601	8249	63073	72	214120	0	0	0	0	0	0	0	0	0	0	7995	11	244840	1	21614	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3154780																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	7031	249	888	3	100645	8197	31451	64	140015	0	0	0	0	0	0	0	0	0	4778	4332	8	157386	1	13102	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3157183																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	59899	1253	68796	101	128695	0	0	0	0	0	0	0	0	0	0	28328	38	185711	1	38374	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3158546																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	608	4	0	0	164533	4140	283946	312	449086	0	0	0	0	0	0	0	0	0	64774	92674	69	513267	1	39785	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3160978																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	64346	4092	25522	24	89868	0	0	0	0	0	0	0	0	0	9966	3148	7	105301	1	10178	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3161144																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1895	38	254	1	161750	2602	110605	197	274505	0	0	0	0	0	0	0	0	0	0	16892	44	295503	1	13833	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3165320																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6287	121	1307	5	153925	3696	187354	233	348873	0	0	0	0	0	0	0	0	0	5523	51864	51	409909	1	51131	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3165357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2062	95	526	2	102968	7842	57862	43	163418	0	0	0	0	0	0	0	0	0	0	8849	12	171247	1	18144	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3165599																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3749	170	0	0	101741	6279	28922	56	134412	0	0	0	0	0	0	0	0	0	0	5761	9	149733	1	13864	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3166699																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	141	5	346	1	54389	1714	264648	156	319524	0	0	0	0	0	0	0	0	0	0	10419	15	367063	1	30186	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3166729																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6509	164	702	2	67548	4023	34609	43	109368	0	0	0	0	70	0	0	0	0	0	2403	7	125935	1	11599	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3167883																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3109	89	253	1	73873	2350	34888	73	112124	0	0	0	0	0	0	0	0	0	0	8713	14	138589	1	9540	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3168563																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2876	72	629	1	160882	4817	156135	242	320522	0	0	0	0	0	0	0	0	0	42133	4582	6	373733	1	35723	561	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3170276																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2643	73	505	2	83262	2507	71088	122	157498	0	0	0	0	0	0	0	0	0	1418	24970	33	172649	1	14830	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3174920																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	13095	430	1148	4	160010	11705	74166	122	248419	0	0	0	0	0	0	0	0	0	0	8678	18	286406	1	27795	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3176812																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4304	83	769	3	93869	2472	83861	155	182803	0	0	0	0	0	0	0	0	0	0	14091	19	233558	1	20057	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3177378																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2019	62	268	1	45002	1651	4249	14	51538	0	0	0	0	0	0	0	0	0	0	0	0	57896	1	5144	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3177426																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2235	37	355	1	103972	2185	28755	60	135317	0	0	0	0	0	0	0	0	0	0	1340	3	180405	1	23478	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3178825																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4298	95	272	1	108461	2643	26129	62	139160	0	0	0	0	0	0	0	0	0	3408	2256	5	162512	1	18933	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3179082																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		414997	0	1970	61	1343	5	388500	9422	990667	886	1382480	0	0	0	0	0	0	0	0	20000	16910	276024	283	1562135	1	141303	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3179729																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4981	210	0	0	118235	4559	23324	41	146540	0	0	0	0	0	0	0	0	0	0	3803	4	169493	1	11453	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3180136																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	42160	1392	10750	21	52909	0	0	15	0	0	0	0	0	0	4783	6325	9	67918	1	6842	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
