"IDRSSD"	RCFD0071	RCFD0081	RCFD1754	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1754	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
124344																																							10381	8463	4755	34879	0	0	3292	0	12505	412495	326671	926	361110	0	5125	30000	0	51385	12000	412495	0	0	28276	0	0	12005	222	67410	259261			0	343123	337998	-896	0	0	3513	0	51385	0	
124830																																							5100	7318	0	36126	0	0	725	639	5446	106715	90803	119	90922	0	940	0	0	15793	200	106715	0	0	11183	0	0	5200	0	29352	61451			0	51801	50861	-790	500	0	0	0	15793		
125154																																							31439	31905	34908	103212	0	0	17982	906	15523	383350	310013	11624	324430	0	3031	2793	0	58920	1545	383350	0	0	55646	0	0	2568	0	17551	292462			0	150506	147475	-839	0	0	0	0	58920		
125471																																							198160	251946	2796617	3870563	0	1703695	264194	19377	1518404	31331572	21337176	434766	26817995	0	95677	4838771	172943	4513577	386	31331572	18215	13001	542587	1569	0	4036549	1565979	4332576	17004600			0	19218530	19122853	-65945	0	0	0	21338	4513577		
125855																																							23983	24276	5141	88678	0	4016	23093	3371	9175	898304	790602	2875	807777	0	6259	8851	0	90527	200	898304	0	0	30520	0	0	60172	2491	329974	460628			0	720339	714080	-365	0	0	0	5449	90527		
125873																																							10619	2109	0	6781	0	51	3941	0	5343	103514	89194	84	92278	0	1290	3000	0	11236	1	103514	0	0	5789	0	0	5446	0	11285	77909			0	75960	74670	0	0	0	0	0	11236	0	
125958																																							0	727	1590	1602	0	0	12	0	254	23315	19377	76	19453	0	215	0	0	3862	50	23315	0	0	3711	0	0	100	0	3569	15808			0	18053	17838	1	1150	0	0	0	3862	142	
126012																																							269	7573	6512	61471	0	0	3456	4	18449	357286	323161	8165	331326	0	3944	0	0	25960	1000	357286	0	0	28283	0	0	1000	0	80287	242874			0	263444	259500	-4323	52	0	0	0	25960		
126049																																							30	1804	11052	9500	0	0	2887	0	1223	92923	76457	181	78977	0	1645	2198	0	13946	150	92923	0	0	13749	0	0	600	0	22187	54270			0	68072	66427	-553	0	0	141	0	13946		
126375																																							28566	1667	111721	0	0	0	1248	216	6997	210126	178110	100	178210	0	660	0	0	31916	0	210126	0	0	31916	0	0	0	0	9431	168680			0	60371	59711	0	0	0	0	0	31916		
126553																																							30078	6733	0	39253	0	318	7620	83	7967	276484	249431	1717	253084	0	1797	1936	0	23400	1000	276484	0	0	6641	0	0	16500	2477	98160	151271			0	183752	181955	-741	0	0	0	0	23400		
126740																																							29010	12724	0	131810	0	2589	7983	209	9753	540720	431733	4373	478103	0	5877	9051	0	62617	375	540720	0	0	59475	0	0	4027	311	88314	343419			0	352208	346331	-1260	0	0	0	32946	62617	0	
126834																																							8790	8864	0	321064	237	0	2406	540	5990	587500	479447	1579	481026	0	1832	0	0	106474	10000	587500	0	0	89200	0	0	10000	620	75834	403613			0	240821	238989	-2726	0	0	0	0	106474		
127055																																							14642	3677	181	1961	0	3283	2969	0	1794	109769	95585	328	95913	0	699	0	0	13856	200	109769	0	0	1834	0	0	11858	0	23429	72156			0	78140	77441	-36	3821	0	0	0	13856		
127224																																							28711	1504	0	49722	0	225	4180	87	7126	257055	232528	103	232631	0	2001	0	0	24424	584	257055	0	0	22003	0	0	2117	0	69383	163145			0	167501	165500	-280	0	0	0	0	24424		
128258																																							22154	2919	0	2006	0	0	497	0	186	39962	36803	52	36855	0	146	0	0	3107	261	39962	0	0	102	0	0	2753	0	14358	22445			0	12346	12200	-9	0	0	0	0	3107		
128904																																							110005	149703	0	1455898	0	380532	53304	35	400940	11378267	9420234	211942	9951588	0	80655	150636	0	1426679	600	11378267	52899	0	949135	0	0	552704	22	342836	9077398			0	8855584	8774929	-75760	0	0	168776	0	1426679		
129349																																							1431	2374	1581	74488	0	0	6713	0	7225	195912	148867	1403	167995	0	1223	0	0	27917	140	195912	0	0	26291	0	0	2500	0	17307	131560			0	96644	95421	-1014	6679	0	0	17725	27917		
129358																																							20	456	0	1062	0	0	2146	0	1463	82938	66513	304	74993	0	592	8176	0	7944	100	82937	0	0	2338	0	0	5506	3475	3578	62935			0	72252	71660	0	2656	0	0	0	7944	0	
129479																																							7537	32727	0	39791	0	0	16622	0	12391	434275	387330	4272	391602	0	3607	0	0	42673	3843	434275	0	0	27866	0	0	11350	4506	187044	200285			0	324308	320701	-386	0	0	0	0	42673	0	
129732																																							91670	30190	99266	817656	0	180649	113057	5314	101807	4939902	3768158	41105	4272666	0	25201	425000	0	667236	500	4939902	4041	4237	125816	0	0	550418	19827	1211098	2557060			0	3501626	3476425	-9498	0	0	0	34166	667236		
129853																																							2428	1278	0	49738	0	0	964	0	4558	178976	159259	656	161415	0	1800	0	0	17561	0	178976	0	0	15032	0	0	2950	0	19551	139708			0	121810	120010	-421	0	0	1500	0	17561		
129910																																							29801	4187	0	13336	0	640	12284	46	10389	396009	318352	2897	359607	0	3950	34508	0	36402	110	396009	0	0	25310	0	0	11129	564	75283	243069			0	325743	321793	-147	2969	0	0	3850	36402	0	
130345																																							9262	10952	900	108259	0	840	9805	0	9092	388747	330179	5908	355146	0	6672	5000	0	33601	249	388747	0	0	27893	0	0	7251	0	102251	227928			0	246309	239637	-1792	0	0	14059	0	33601	0	
130541																																							17001	52658	210332	600130	0	142619	74331	2027	145687	4241335	3170029	21291	3741704	0	17820	356579	0	499631	2618	4241335	0	0	102271	0	0	402319	1038	672782	2497247			0	3013332	2995512	-7577	0	0	141689	52116	499631		
130813																																							144	4668	2319	46297	0	1739	4880	0	9643	338945	277067	3083	295150	0	2428	15000	0	43795	800	338945	0	0	37734	0	0	6000	0	71334	205733			0	266980	264552	-739	4703	0	0	0	43795		
131034																																							15244	7090	0	50860	0	0	7623	631	9887	306578	274441	3628	280014	0	2892	0	0	26564	1758	306578	0	0	15956	0	0	9548	0	76226	198215			0	218135	215243	-698	0	0	0	1945	26564		
131173																																							28553	6363	12	86266	0	4416	19547	1127	38440	964540	751941	2512	859753	0	7995	105300	0	104787	100	964540	0	0	29722	0	0	75417	1517	145319	606622			0	786294	778299	-452	0	0	0	0	104787		
131436																																							14167	19520	0	29793	0	0	14965	40	10556	356733	323143	2324	325467	0	3925	0	0	31266	1516	356733	0	0	22209	0	0	8085	0	108298	214845			0	266617	262692	-544	5000	0	0	0	31266		
131650																																							71123	205637	650	1531696	0	749203	111558	22047	175435	12568651	10168500	71321	10706470	0	66193	410000	0	1862181	6660	12568651	0	0	373201	0	0	1499366	4567	1935135	8233365			0	9762928	9696735	-17046	0	0	0	56649	1862181		
131717																																							324	2558	0	22298	313	0	1190	0	847	50390	43136	274	44644	0	738	0	0	5746	50	50390	0	0	2996	0	0	2951	0	23037	20099			0	23598	22860	-251	0	0	270	964	5746		
131940																																							638	4322	0	11272	0	0	3008	400	2756	81187	69218	186	71404	0	938	2000	0	9783	100	81187	0	0	8883	0	0	900	0	7112	62106			0	59729	58791	-100	0	0	0	0	9783		
132107																																							2724	16965	9536	78861	0	7230	9919	0	35201	1050684	863868	17780	940608	21	8633	58960	0	110055	0	1050684	0	0	84381	0	0	31200	0	111741	752127			0	898881	890248	-5526	0	0	0	0	110076		
132451																																							3736	2565	0	50245	764	0	1291	0	905	114886	95241	112	98662	0	952	2225	0	16224	600	114886	0	0	15596	0	0	800	0	48693	46548			0	56332	55380	-772	0	0	0	1084	16224	0	
132554																																							43022	34439	0	116748	0	28968	22463	3119	32464	1314951	1100403	8111	1168474	0	5142	57055	0	146477	1040	1314951	0	0	21238	0	0	124663	0	243875	856528			0	1038864	1033722	-464	6	0	2905	0	146477		
132778																																							6636	2554	616	1609	0	454	1971	276	2168	64400	59808	252	60060	0	408	0	0	4340	0	64400	0	0	4358	0	0	0	0	26659	33149			0	48524	48116	-18	0	0	0	0	4340		
132938																																							30934	1517	0	38012	0	0	1213	68	1380	110234	98903	201	99104	0	538	0	0	11130	250	110234	0	0	5562	0	0	5750	0	51512	47391			0	34920	34382	-432	2728	0	0	0	11130		
133579																																							3532	3777	0	48685	0	257	6030	56	18380	414239	285320	5847	369367	0	3662	78200	0	44872	0	414239	0	0	45364	0	0	0	0	55219	230101			0	337184	333522	-492	0	0	0	0	44872		
133850																																							24279	23001	0	538243	2513	23371	40273	2516	49725	1703271	1416632	10474	1514755	2055	11376	55225	0	186461	2000	1703271	0	0	117652	0	0	71020	4295	229860	1186772			0	999637	988261	-4211	6794	0	0	32424	188516		
133971																																							25682	1777	0	204914	5735	0	2764	0	39496	508802	381801	7696	392497	0	2987	3000	0	116305	0	508802	0	0	119695	0	0	0	0	11539	370262			0	231421	228434	-3390	0	0	0	0	116305		
134156																																							3419	2641	8358	3741	0	0	2479	0	3316	104749	90259	512	93821	0	2071	3050	0	10928	150	104749	0	0	7679	0	0	3150	0	13435	76824			0	82366	80295	-51	500	0	0	0	10928		
134437																																							3099	26504	0	237091	89	2892	9636	5604	27609	875923	742928	7181	770938	0	8626	0	0	104985	201	875923	0	0	76694	0	0	29652	0	32875	710053			0	572024	563398	-1562	1	0	0	20829	104985		
134455																																							2010	5539	0	49951	0	0	2162	444	6136	151387	122834	827	132411	0	947	8750	0	18976	475	151387	0	0	6684	0	0	12025	0	29913	92921			0	86092	85145	-208	0	0	0	0	18976		
134848																																							29174	7931	18435	31855	0	0	2327	0	6679	235862	204909	369	205278	0	1443	0	0	30584	300	235862	0	0	23694	0	0	6800	195	42245	162664			0	140709	139266	-210	0	0	0	0	30584		
135836																																							166	3066	0	9131	0	0	1172	34	2103	145361	108106	369	126875	0	2140	18400	0	18486	300	145361	0	0	7936	0	0	10404	0	19858	88248			0	115429	113289	-154	16400	0	0	0	18486	0	
135854																																							1497	1919	3351	2315	0	0	1593	0	2816	87210	68247	262	76939	0	837	7130	0	10271	100	87210	0	0	4780	0	0	5400	0	19440	48807			0	74556	73719	-9	0	0	1300	0	10271		
136048																																							3248	1937	0	20182	0	11	980	0	4833	98964	79903	1066	90405	0	1207	9436	0	8559	500	98964	0	0	6963	0	0	1650	0	8030	71873			0	68980	67773	-554	0	0	0	0	8559		
136338																																							10220	8127	0	130775	0	6669	9151	1084	7528	415850	303658	4462	370120	0	2070	62000	0	45730	600	415850	0	0	37030	0	0	12400	0	98841	204817			0	244366	242296	-4300	0	0	0	0	45730		
136459																																							58	1679	0	27176	0	0	124	0	2604	48228	43171	152	43323	0	306	0	0	4905	200	48228	0	0	4531	0	0	200	0	3226	39945			0	16600	16294	-26	293	0	0	0	4905		
136655																																							4434	1016	0	11684	0	525	435	164	2730	69632	58794	438	61752	0	747	2500	0	7880	204	69632	0	0	5926	0	0	2025	0	11121	47673			0	49391	48644	-275	0	0	20	0	7880		
137205																																							170411	21152	0	77025	0	2361	24431	396	36666	1498661	1305693	11390	1318067	0	17106	984	0	180594	0	1498661	0	0	159619	0	0	20000	4237	191394	1114299			0	1179088	1161982	975	0	0	0	0	180594		
137447																																							14600	7678	0	96762	0	3250	4881	22	13128	337348	285329	2557	292742	0	1981	4856	0	44606	188	337348	0	0	40779	0	0	3818	508	50124	235205			0	198500	196519	-179	0	0	0	0	44606	0	
137456																																							151	4362	0	46841	0	0	2243	59	3680	137920	122909	284	124265	0	1347	1072	0	13655	650	137920	0	0	10497	0	0	3650	0	22222	100687			0	80836	79489	-1142	1095	0	0	0	13655		
137559																																							0	2569	27570	0	0	0	624	90	2502	136170	112193	306	112528	0	1805	0	0	23642	200	136170	0	0	23242	0	0	200	0	21575	90618			0	104620	102815	0	0	0	29	0	23642		
137643																																							10815	2833	0	30187	0	820	1068	0	4258	141370	117241	575	124952	0	1085	7136	0	16418	600	141370	0	0	14906	0	0	1775	0	25432	91809			0	87336	86251	-863	5138	0	0	0	16418		
137652																																							89478	1128	11090	417	0	13038	7600	71	7896	246378	206299	10994	218929	3180	387	1636	0	24269	200	246378	0	0	17072	0	0	6992	51977	186625	19674			0	64070	63683	5	0	0	0	0	27449		
137915																																							240999	9814	0	1002203	25019	104259	138694	22357	97139	5788058	4512915	55741	4602656	6648	67103	0	0	1178754	1	5788058	288276	0	66618	0	0	1137074	284	89431	4423484			0	3926117	3859014	-24939	0	0	0	34000	1185402	0	
138051																																							14136	2537	25491	0	0	608	1179	0	1663	151185	129022	269	129291	0	1521	0	0	21894	30	151185	0	0	21239	0	0	625	0	13503	115519			0	107092	105571	0	0	0	0	0	21894		
138257																																							8822	1922	0	42207	0	0	189	0	1888	67891	57348	857	58205	0	482	0	0	9686	100	67891	0	0	10077	0	0	272	0	31567	25781			0	13345	12863	-763	0	0	0	0	9686		
138556																																							5669	2932	0	39909	0	204	2849	16	3581	91898	81852	1068	82920	0	337	0	0	8978	122	91898	0	0	9354	0	0	378	0	23446	58406			0	32833	32496	-876	4242	0	0	0	8978		
139133																																							4403	4483	0	26538	0	0	3948	29	2467	175171	148806	1874	157930	0	1712	7250	0	17241	381	175171	0	0	16861	0	0	381	0	32521	116285			0	132015	130303	-382	3000	0	0	0	17241		
139478																																							8489	2228	102150	2278	0	0	9503	282	25669	772829	593416	2188	699763	0	4155	97021	0	73066	23	772829	0	0	64902	0	0	8129	0	65866	527550			0	625947	621792	12	438	0	0	7138	73066		
139553																																							24768	20549	0	219334	0	90	35888	357	15240	1153104	978734	4323	1063535	0	9699	80478	0	89569	1000	1153104	0	0	59956	0	0	31800	0	213019	765715			0	846577	836878	-3187	0	0	0	0	89569	0	
139656																																							131384	66726	748356	168875	0	154666	76752	6372	137596	4058211	3125453	22925	3587309	0	11454	388863	0	470902	1326	4058211	0	0	43256	0	0	431187	2972	507307	2618146			0	2575408	2563954	-4867	83	0	0	50068	470902	475	
139740																																							1128	46242	0	453458	0	0	21491	0	67696	2295160	1898380	5568	2073601	0	16689	169168	0	221559	3000	2295160	0	0	112906	0	0	113367	0	404380	1494000			0	1721830	1705141	-7714	4	0	485	0	221559		
139834																																							576	2518	2224	36852	0	0	91	180	1200	70351	45649	279	59928	0	449	14000	0	10423	38	70351	0	0	8232	0	0	2762	0	6930	38719			0	24409	23960	-609	2750	0	0	0	10423		
139843																																							4968	36401	1654	316632	0	14599	20505	208	32694	1743398	1413023	9805	1557828	0	15880	135000	0	185570	1694	1743398	0	0	104331	8514	0	82342	3075	326321	1086702			0	1315051	1299171	-2797	0	0	0	0	185570	4977	
139955																																							87	2448	24385	1212	0	285	1490	0	2237	96976	81151	249	87050	0	684	5650	0	9926	500	96976	0	0	1971	0	0	7500	0	11938	69213			0	63716	63032	-45	1800	0	0	0	9926	0	
140018																																							5163	20844	50165	270106	0	16435	6963	1151	16287	1580962	1339177	7506	1402583	0	10623	48060	0	178380	11174	1580963	3748	3748	135233	5732	0	37134	130	302901	1036276			0	1069907	1059284	-5161	124954	0	0	4092	178380	0	
140157																																							6576	9116	1304	56619	0	1381	5175	0	6218	260723	201085	950	221429	0	2255	19394	0	39294	1024	260723	0	0	22313	20	0	16595	0	46534	154551			0	176569	174314	-638	0	0	0	0	39294		
140362																																							113309	11921	3000	66548	0	253	2206	669	40806	1333563	997815	5902	1177717	0	23967	174000	0	155846	31648	1333563	0	0	123821	1298	0	0	0	419083	578733	1b		0	1117520	1093553	377	0	0	0	0	155846		
140634																																							280	6253	0	36173	0	0	1105	21	996	79323	72958	169	73275	0	386	148	0	6048	200	79323	0	0	1772	0	0	5500	0	24364	48594			0	29881	29495	-1424	5000	0	0	0	6048		
141211																																							11969	4364	0	52140	0	5	8092	0	14675	459663	408982	4158	414213	0	3995	30	0	45450	678	459663	0	0	43094	0	0	2161	0	63770	345213			0	372413	368418	-483	0	0	0	1043	45450		
141341																																							17522	9150	0	57004	0	0	1890	1089	6982	236137	205739	1565	207304	0	2079	0	0	28833	375	236137	0	0	28413	0	0	875	0	34128	171611			0	144579	142500	-830	0	0	0	0	28833		
141350																																							50	2117	0	11425	0	0	1897	0	1736	77953	70396	1352	71748	0	423	0	0	6205	300	77953	0	0	6919	0	0	400	0	22105	48291			0	60933	60510	-1414	218	0	0	0	6205		
141556																																							69284	10917	0	17786	437	0	15141	1219	38644	2069844	1622745	25967	1664436	0	61965	0	0	405408	478	2069844	0	0	399295	0	0	5606	0	171941	1450804			0	1977961	1915996	29	0	0	15650	74	405408	420	
141677																																							1974	1194	10345	0	0	0	133	35	2440	53082	40056	587	40643	0	203	0	0	12439	0	53082	0	0	12439	0	0	0	0	0	40056			0	33372	33169	0	3792	0	0	0	12439		
141958																																							5884	2435	0	63575	0	0	936	48	1896	111401	85974	210	86184	0	670	0	0	25217	200	111401	0	0	24992	0	0	500	0	18690	67284			0	37297	36627	-475	0	0	0	0	25217		
142049																																							1387	2813	0	24192	0	0	1027	0	1262	120701	102821	698	104299	0	1385	0	0	16403	550	120702	0	0	14667	0	0	1780	0	13982	88839			0	90441	89056	-594	964	0	0	780	16403		
142179																																							4720	835	106173	8756	0	0	1732	0	2221	166975	122450	1381	125831	0	315	2000	0	41144	0	166975	0	0	41291	0	0	0	0	211	122239			0	41490	41175	-147	0	1363	0	0	41144		
142656																																							1525	1583	4774	31031	92	68	931	123	1220	96611	82119	175	84916	0	988	2622	0	11695	609	96611	0	0	10956	0	0	681	0	13440	68679			0	55952	54964	-551	300	0	0	0	11695		
142955																																							52868	9761	0	62035	0	814	16943	11959	17646	663644	575947	4527	593090	0	7663	12616	0	70554	1271	663644	0	0	5542	0	0	64191	1540	112995	462952			0	497368	489705	-450	373	0	0	0	70554		
143372																																							544	2952	1676	5974	0	0	3427	24	1486	116030	101519	1657	103176	0	815	0	0	12854	159	116030	0	0	11523	0	0	1307	0	18857	82662			0	94539	93724	-135	6223	0	0	0	12854		
143662																																							287217	334542	3606	2977108	39146	1981199	203657	10958	560563	26903465	21254867	229782	22542506	0	144770	760706	0	4360959	3484917	26903465	10918	0	416652	0	0	510686	166461	6784848	14470019			0	20422384	20277614	-51296	1	0	0	297151	4360959	50475	
143859																																							24472	2538	0	16454	0	2073	5707	0	7542	247340	212869	362	222922	0	2520	9691	0	24418	350	247340	0	0	4535	0	0	19650	0	34652	178217			0	191074	188554	-117	0	0	0	0	24418		
143952																																							7131	6213	0	49663	0	1800	3159	736	2138	177219	137345	153	161032	0	1820	17000	0	16187	390	177219	0	0	7450	0	0	10670	0	40240	97105			0	108177	106357	-2323	22	0	0	6534	16187		
144034																																							31794	2486	0	4227	0	0	4682	3341	9071	273887	231424	1900	233324	0	2816	0	0	40563	1000	273887	0	0	37675	0	0	2000	1207	45535	185889			0	219895	217079	-112	0	0	0	0	40563	0	
144052																																							48222	5840	2007	92272	0	176	4711	0	5474	433806	378950	2894	392187	0	3862	793	0	41619	6000	433806	0	0	27536	0	0	9000	0	24741	354210			0	278966	275104	-917	0	0	0	9550	41619		
144155																																							11228	7907	0	132090	0	0	5529	0	2185	351185	250848	695	323545	0	3568	0	0	27640	300	351185	0	0	10416	0	0	20200	0	64548	186300			0	195814	192246	-3276	0	0	5925	66077	27640		
144436																																							12979	13860	0	44915	0	0	6252	1525	9513	268406	219336	971	242160	0	1216	16209	0	26245	200	268405	0	0	18323	0	0	7800	0	65970	153366			0	180578	179362	-78	0	0	0	5644	26245		
144678																																							17890	4778	0	116849	0	214	6559	754	24460	442528	333375	3457	379832	0	1800	43000	0	62696	0	442528	0	0	65883	0	0	0	0	27901	305474			0	272824	271024	-3187	0	0	0	0	62696		
144856																																							18113	4609	0	42530	0	0	4390	0	2927	256017	225424	4055	233479	0	1822	4000	0	22538	4860	256017	0	0	5025	0	0	12640	0	51918	173506			0	184126	182304	13	1144	0	0	0	22538		
144913																																							5898	3993	138048	39947	0	0	1859	69	3230	370451	295699	845	304794	0	2043	8250	0	65657	200	370451	0	0	65958	0	0	500	0	53460	242239			0	179450	177407	-1001	0	0	0	0	65657	0	
145059																																							585	4177	0	32391	0	0	1266	1	4937	89298	79811	885	81196	0	631	500	0	8102	300	89298	0	0	6821	0	0	1000	0	17795	62016			0	43740	43109	-19	2832	0	0	0	8102		
145545																																							8337	10343	43457	129941	0	3634	7176	1426	11822	474651	406282	751	423598	0	3112	0	0	51053	133	474651	0	0	42808	0	0	8619	1304	70975	335307			0	259272	256160	-507	1051	0	0	16565	51053		
145554																																							10993	5262	0	11079	0	0	6188	0	3411	184539	163824	617	164441	0	2179	0	0	20098	1280	184539	0	0	16254	0	0	2720	0	62127	101697			0	149011	146832	-156	774	0	0	0	20098		
145741																																							15595	5716	0	56784	0	0	1735	0	2835	197121	173757	486	178583	0	1233	0	0	18538	334	197121	0	0	16425	0	0	2100	183	42042	131715			0	115506	114273	-321	0	0	0	4340	18538		
145750																																							10714	3942	0	56631	0	0	996	0	1351	125726	113816	135	113951	0	552	0	0	11775	150	125726	0	0	7389	0	0	4850	0	15851	97965			0	52644	52092	-614	0	0	0	0	11775	0	
145844																																							30349	4366	0	80532	0	4098	7149	144	9763	369699	323393	1237	324630	0	3848	0	0	45069	242	369699	0	0	42363	0	0	3058	0	88223	235170			0	237146	233298	-594	0	0	0	0	45069		
145956																																							0	556	8171	0	0	0	290	0	4160	101285	88322	384	93421	0	2550	3875	0	7864	200	101285	0	0	-136	0	0	7800	0	6562	81760			0	90658	88108	0	0	0	840	0	7864		
146056																																							1593	1240	0	10583	0	901	551	0	1934	47478	41077	40	41117	0	844	0	0	6361	500	47478	0	0	206	0	0	5901	0	6135	34942			0	26520	25676	-246	5000	0	0	0	6361		
146663																																							7957	12912	0	521875	0	0	9816	0	39883	1108327	932000	4436	936436	0	11698	0	0	171891	2967	1108327	0	0	171241	0	0	4524	0	265682	666318			0	527461	515763	-6841	0	0	0	0	171891	121	
146672																																							149260	259831	703450	2141349	29187	480305	245071	7173	1211302	18466868	12851536	334926	16642925	0	128430	3455665	0	1823943	3000	18466868	19456	798	356744	82	109	1510642	3868736	3260131	9591405			0	9480096	9351666	-46552	0	0	0	0	1823943		
147633																																							6114	4291	0	41321	0	0	7986	980	7335	219411	192625	991	193616	0	1508	0	0	25795	400	219411	0	0	25820	0	0	600	0	33752	158873			0	152880	151372	-1025	12	0	0	0	25795		
147651																																							1984	2239	0	7969	0	0	384	0	765	47020	41865	63	41928	0	776	0	0	5092	500	47020	0	0	4104	0	0	500	0	10082	31783			0	32965	32189	-12	1490	0	0	0	5092		
147679																																							6759	7026	56727	9176	5	312	6956	1513	8716	265569	203879	2163	233724	0	1133	27682	0	31845	0	265569	0	0	32878	0	0	0	0	20576	183303			0	169512	168379	-1033	0	0	0	0	31845	0	
147857																																							4004	6908	0	58371	0	0	1869	542	6252	233995	211272	748	212216	0	2670	196	0	21779	750	233995	0	0	7957	0	0	14250	0	39017	172255			0	158719	156049	-1178	0	0	0	0	21779	0	
147923																																							26446	5384	31170	22815	0	0	7889	0	1982	336401	300092	1585	301677	0	1855	0	0	34724	558	336401	0	0	24395	0	0	9841	0	101957	198135			0	231671	229816	-70	10899	0	0	0	34724		
148171																																							5071	1054	0	33840	0	4141	2988	0	7959	235008	193300	534	204471	0	1683	10637	0	30537	338	235008	0	0	30542	394	0	0	1051	36305	156995			0	179736	178053	-343	457	0	0	0	30537		
148238																																							2419	3590	0	15260	301	0	5504	4117	24934	214025	184508	1418	196217	0	1646	7350	0	17808	125	214025	0	0	17316	0	0	451	0	22920	161588			0	159546	157900	-84	0	0	2941	0	17808		
148340																																							6009	2075	0	17999	0	0	2500	229	2540	90088	82197	310	82507	0	548	0	0	7581	400	90088	0	0	5727	0	0	1505	0	17730	64467			0	57464	56916	-51	1820	0	0	0	7581		
148470																																							24081	2501	24293	0	0	0	5081	242	9815	241029	201003	6133	215136	0	1230	8000	0	25893	100	241029	0	0	25830	0	0	0	0	34176	166827			0	173246	172016	-37	3000	0	0	0	25893		
148715																																							16743	3968	0	9209	0	0	2359	258	2305	116750	101156	342	101498	0	1009	0	0	15252	240	116750	0	0	4412	0	0	10656	0	21403	79753			0	82917	81908	-56	0	0	0	0	15252		
148809																																							25447	5941	127838	9881	0	0	15013	0	18282	546883	438597	7551	462648	0	3887	16500	0	84235	500	546883	0	0	85070	0	0	0	0	56683	381914			0	348368	344481	-1335	0	0	0	0	84235		
148920																																							0	1652	698	2585	0	0	320	0	688	47816	38441	244	40685	0	490	2000	0	7131	240	47816	0	0	6571	0	0	350	0	5664	32777			0	40239	39749	-30	2124	0	0	0	7131		
149150																																							5501	2972	0	23178	0	0	2029	33	862	118343	104442	669	105383	0	1536	272	0	12960	100	118343	0	0	8581	0	0	4500	912	19428	85014			0	83903	82367	-221	489	0	0	0	12960		
150035																																							4173	36100	18644	332237	0	9018	31605	0	47139	1365071	1175302	13828	1233709	95	9282	4000	0	131267	1750	1365071	0	0	106172	0	0	27270	506	176421	998881			0	894685	885403	-3925	246	0	0	40579	131362		
150044																																							26638	10954	0	3585	264	1293	16161	1116	22872	661164	502026	7105	596131	0	5276	87000	0	65033	2000	661164	0	0	20023	4175	0	43000	70	110675	391351			0	569712	564436	10	9600	0	0	0	65033		
150156																																							9564	1015	0	3669	0	0	53	0	250	22596	20046	24	20070	0	111	0	0	2526	75	22596	0	0	1065	0	0	1425	0	4653	15393			0	8156	8045	-39	0	0	0	0	2526		
150727																																							14649	16610	3786	140183	0	11443	15940	20	25856	706427	609466	2925	636852	0	2079	24461	0	69575	725	706427	0	0	71434	0	0	725	117	34508	574958			0	478324	476245	-3309	1578	0	0	0	69575	0	
151546																																							8535	3063	0	13841	0	0	1068	46	1123	78003	65381	327	69608	0	726	3900	0	8395	300	78003	0	0	7210	0	0	950	0	10852	54529			0	50962	50236	-65	91	0	0	0	8395		
151957																																							12870	11347	0	89746	22	6650	7691	169	15674	505901	325915	3668	443993	0	5157	113540	0	61908	500	505901	70	70	19469	0	0	44500	353	70393	255522			0	366466	361309	-2561	0	0	800	0	61908		
152057																																							3610	6190	0	20294	0	0	2096	1886	3476	140306	120645	950	121595	0	1120	0	0	18711	200	140306	0	0	14211	0	0	4703	0	38648	81997			0	103874	102754	-403	0	0	0	0	18711		
152253																																							3675	2456	90736	12922	0	0	1233	0	1976	205989	169021	162	176214	0	2066	0	0	29774	50	205988	0	0	23006	0	0	6950	0	33815	135206			0	95057	92991	-232	0	0	7031	0	29774		
152431																																							33979	1858	1048	2487	1221	1287	4127	0	2749	173151	153904	383	157835	0	1048	3548	0	15316	279	173151	0	0	11011	0	0	4034	0	22432	131472			0	125443	124395	-8	0	0	0	0	15316		
152440																																							5924	5366	0	2615	0	52	695	2200	1626	139711	114029	488	118627	0	1348	4110	0	21084	50	139711	0	0	20517	0	0	500	0	15987	98042			0	122581	121233	17	0	0	0	0	21084		
153054																																							23495	9694	0	77960	0	0	579	0	2869	450440	401905	1747	403652	0	9016	0	0	46788	3792	450440	0	0	37063	0	0	5000	0	102462	299443			0	344219	335203	933	640	0	0	0	46788		
153353																																							4840	11733	0	152073	0	2020	6430	125	22031	487797	353010	3570	419475	0	4635	26100	0	68322	600	487797	0	0	64644	0	0	5784	0	77026	275984			0	293180	288545	-2706	0	0	0	36795	68322		
