"IDRSSD"	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
357049	0	0	0	0	0	0	0	0	0	0	0	2266	158303	260907	0	0	0	0	0	132742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20164	805	0	0	0	0	0	0	348	0	94572	3612	0	0	0	0	0	0	0	0	0	31540	101202	0	0	0	0	0	19305	0	0	0	0	-3935	0	0	0	0	0	150	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	1702	0	0	0	20164	103172	35152	122359	0	20634	17576	122359	160569	0	7795	7795	46445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357151	0	0	0	0	0	0	0	0	0	0	0	492	76832	128678	0	0	0	0	0	73644	0	0	0	551	551	0	551	0	0	0	0	0	0	0	0	0	0	0	39227	1187	0	0	0	5025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	9163	63806	0	0	0	0	0	7823	0	301	333	0	-1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	193	0	0	0	39528	7771	9163	71188	0	1554	4582	71188	77324	0	0	0	16293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357526	0	0	0	0	0	0	0	0	0	0	0	311	128539	141296	0	0	0	0	0	94000	0	0	0	275	275	0	0	0	275	0	0	0	0	0	0	0	0	-1599	10075	10317	0	0	0	4341	1683	0	29	0	0	0	23	0	0	0	0	0	0	0	0	30013	63987	0	0	0	0	0	20378	-1599	27	1093	124	-3492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22736	22736	0	0	0	22736	106	106	0	0	0	106	1866	0	0	0	1866	0	0	0	10102	16072	31820	109726	0	3214	15910	109726	128850	0	321	321	19166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357553	0	0	0	0	0	0	0	0	0	0	0	62	85982	153706	0	0	0	0	0	70794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5068	2770	0	0	0	0	0	0	1155	7486	61278	343	0	0	0	0	0	0	0	0	3087	2090	65617	0	0	0	0	0	3224	0	120	305	0	15	371	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2738	0	0	0	2738	0	0	0	12674	67440	2804	71154	0	13488	1402	71154	86044	0	0	0	18121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357777	0	0	0	0	0	0	0	0	0	0	0	0	114356	214465	0	0	0	0	0	139321	552	6900	6900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1427	21011	0	0	193	49374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100151	39170	0	0	0	0	0	5952	0	333	1807	336	-1254	0	0	0	0	0	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1953	72192	100487	49674	0	14438	50244	49674	114356	0	0	0	21179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357834	0	0	0	0	0	0	0	0	0	0	0	20	36927	63802	0	0	0	0	0	34069	0	0	0	85	85	0	0	0	85	0	0	0	0	0	0	0	0	0	256	9833	0	0	0	20568	370	0	0	0	0	0	0	0	0	0	0	0	0	0	407	7935	25727	0	0	0	0	0	1027	0	151	160	6	-480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	75	0	0	0	407	30968	8311	26597	0	6194	4156	26597	36947	0	0	0	6662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
357937	0	0	0	0	0	0	0	0	0	0	0	789	156255	218228	0	0	0	0	0	142725	0	0	0	2452	2452	0	0	0	2452	0	0	0	0	0	0	0	0	0	3240	32105	0	0	0	14644	405	0	-7	972	838	0	0	0	0	0	0	0	0	0	0	39903	102822	0	0	0	0	0	19270	0	0	281	0	-2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0	0	0	1272	0	0	0	4212	56768	40308	125536	0	11354	20154	125536	157044	0	8900	8900	23204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358112	0	0	0	0	0	0	0	0	0	0	0	0	55598	121872	0	0	0	0	0	44205	0	0	0	203	203	0	0	0	203	0	0	3268	0	0	0	0	0	0	1805	2495	0	0	0	231	5174	0	1639	4209	49030	1535	0	0	0	0	0	0	0	0	119	20654	23432	0	0	0	0	0	10566	3268	15	735	201	4224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	0	0	0	839	0	0	0	6029	54977	27564	30821	0	10995	13782	30821	55598	0	2367	2367	11420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358149	0	0	0	0	0	0	0	0	0	0	0	0	13212	31267	0	0	0	0	0	7237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	1208	0	0	3201	14241	1500	1213	0	0	0	0	0	0	0	0	0	0	0	0	0	810	6427	0	0	0	0	0	476	0	9	115	12	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	580	0	0	0	3434	17456	2322	8560	0	3491	1161	8560	13212	0	1892	1892	4701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358233	0	0	0	0	0	0	0	0	0	0	0	134	60460	118235	0	0	0	0	0	47951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9704	8271	0	0	0	0	0	0	248	15	29611	1750	3069	0	0	0	0	0	0	0	0	18862	29089	0	0	0	0	0	11557	2330	0	901	24	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9719	49078	20636	40460	0	9816	10318	40460	60594	0	10295	10295	13876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358448	0	0	0	0	0	0	0	0	0	0	0	74	44216	90588	0	0	0	0	0	52105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1088	2898	0	0	0	0	3611	0	375	1528	17683	3385	0	0	0	0	0	0	0	0	0	40172	11933	0	0	0	0	0	4605	0	239	462	0	-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2855	24343	47168	15837	0	4869	23584	15837	44290	0	3300	3300	8728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358756	0	0	0	0	0	0	0	0	0	0	0	655	28215	46680	0	0	0	0	0	28235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	2127	0	0	0	0	243	0	98	3598	639	3794	0	0	0	0	0	0	0	0	366	9551	18318	0	0	0	0	0	1737	0	0	112	0	-918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3825	10667	13588	19943	0	2133	6794	19943	28870	0	7423	7423	5083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359324	0	0	0	0	0	0	0	0	0	0	0	445	60629	90514	0	0	0	0	0	62151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038	795	0	0	0	0	0	0	233	4445	9415	1585	0	0	0	0	0	0	0	0	2113	21387	38651	0	0	0	0	0	8241	0	342	231	0	-980	24	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5825	16226	22972	46343	0	3245	11486	46343	61074	0	3672	3672	7554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359360	0	0	0	0	0	0	0	0	0	0	0	2818	468722	630027	0	0	0	0	0	420465	0	0	0	0	0	0	0	0	0	0	0	1923	0	0	0	0	0	0	104975	7743	0	0	0	0	0	0	2123	6903	34933	0	0	0	0	0	0	0	0	0	0	54960	365505	0	0	0	0	0	69109	1923	0	0	0	-4634	0	0	0	0	0	96	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2738	0	0	0	2738	0	0	0	111878	42676	54960	435525	0	8535	27480	435525	471540	0	0	0	79467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359650	0	0	0	0	0	0	0	0	0	0	0	31	10952	18963	0	0	0	0	0	10563	0	0	0	40	40	0	0	0	40	0	0	0	0	0	0	0	0	0	136	2197	0	0	8	61	0	0	68	862	2148	0	0	0	0	0	0	0	0	0	86	3953	6524	0	0	0	0	0	830	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	29	0	0	0	0	1006	7992	3982	7394	0	1598	1991	7394	10983	0	3500	3500	2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359744	0	0	0	0	0	0	0	0	0	0	0	21	17850	29151	0	0	0	0	0	15652	0	0	0	0	0	0	0	0	0	0	0	1045	0	0	0	0	0	0	125	2398	0	0	0	0	0	0	294	0	10509	1326	0	0	0	0	0	0	0	0	0	3067	12585	0	0	0	0	0	1503	1045	0	0	0	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	13156	4393	13043	0	2631	2197	13043	17871	0	249	249	3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359838	0	0	0	0	0	0	0	0	0	0	0	192	37427	84715	0	0	0	0	0	26398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15550	0	0	0	0	0	0	1520	1447	35655	4744	0	0	0	0	0	0	0	0	0	7383	19015	0	0	0	0	0	2299	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1447	51205	12127	21314	0	10241	6064	21314	37619	0	0	0	9139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
359856	0	0	0	0	0	0	0	0	0	0	248	121	4585	19291	0	0	0	0	0	2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4253	2147	0	0	0	0	0	0	408	2434	6516	0	0	0	0	0	0	0	0	0	0	13	2756	0	0	0	0	0	276	0	6	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6693	8663	13	3026	0	1733	7	3026	4766	0	0	0	3236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360777	0	0	0	0	0	0	0	0	0	0	132	0	20487	36463	0	0	0	0	0	29815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	5057	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	24587	5228	0	0	0	0	0	1948	0	0	0	0	-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	5057	24587	7182	0	1011	12294	7182	20487	0	0	0	6152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360843	0	0	0	0	0	0	0	0	0	0	0	239	29514	55714	0	0	0	0	0	24789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2715	0	0	0	0	0	0	314	2953	14710	6842	250	0	0	0	0	0	0	0	0	10254	14535	0	0	0	0	0	2634	0	160	0	0	-297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3113	19730	17096	17259	0	3946	8548	17259	29753	0	2305	2305	4711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
360955	0	0	0	0	0	0	0	0	0	0	0	59	10260	18626	0	0	0	0	0	8590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	799	0	0	0	0	0	0	127	5134	1872	0	1662	0	0	0	0	0	0	0	0	1992	6598	0	0	0	0	0	559	0	75	0	0	-61	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	41	0	0	0	5282	2671	1992	8789	0	534	996	8789	10319	0	0	0	2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361055	0	0	0	0	0	0	0	0	0	0	0	2153	764545	1190221	0	0	0	0	0	631076	1970	24625	24625	3785	3785	0	66	0	3719	0	0	0	0	0	0	0	0	0	20924	8992	0	0	0	0	0	0	4541	193122	209797	0	0	0	0	6250	0	0	0	0	0	96517	534559	0	0	0	0	0	108519	0	4017	13578	594	-7196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15847	0	0	0	15847	0	0	0	218063	245308	97111	669080	0	49062	48556	669080	766698	0	6625	6625	103042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361167	0	0	0	0	0	0	0	0	0	800	0	3046	1303362	3018134	0	0	0	0	0	1038808	201	2513	2513	5694	5694	0	3959	0	1735	0	1996	20491	0	0	0	0	0	8111	25011	23382	0	0	18679	367553	0	485	23977	142383	839237	65687	14342	0	0	0	2738	0	0	0	178116	252672	608020	0	14410	352730	0	0	203069	20491	6223	50655	1012	25059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12520	12520	0	0	12520	0	0	0	0	0	0	0	24055	0	0	62	23993	0	800	0	206706	1816432	334691	775776	0	363286	167346	775776	1306408	0	0	0	270205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361279	0	0	0	0	0	0	0	0	0	0	0	0	69260	104232	0	0	0	0	0	72904	0	0	0	234	234	0	0	0	234	0	0	0	0	0	0	0	0	0	1004	1498	0	0	19	0	0	0	552	1740	20487	2536	0	0	0	0	0	0	0	0	0	27923	44981	0	0	0	0	0	4885	0	168	457	110	-209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2931	23049	30569	49365	0	4610	15285	49365	69260	0	607	607	9126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361354	0	0	0	0	0	0	0	0	0	0	0	278	40965	75161	0	0	0	0	0	27219	0	0	0	25	25	0	0	0	25	0	0	100	0	0	0	0	0	0	248	3113	0	0	0	0	0	0	204	4488	23032	5348	2233	0	0	0	0	0	0	0	0	0	27219	0	0	0	0	0	2465	100	37	347	0	-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	358	0	0	0	4773	33764	5348	31816	0	6753	2674	31816	41243	0	7272	7272	9234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361439	0	0	0	0	0	0	0	0	0	0	0	931	192051	266909	0	0	0	0	0	224125	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	8873	2402	0	0	0	0	0	0	279	7752	12392	1592	0	0	0	0	0	0	0	0	0	92732	131393	0	0	0	0	0	12440	138	0	1107	542	-2926	321	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16625	15901	94866	142369	0	3180	47433	142369	192982	0	0	0	22418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361653	0	0	0	0	0	0	0	0	0	0	0	0	288250	392966	0	0	0	0	0	260986	0	0	0	3896	3896	0	1310	0	2586	0	0	1190	0	0	0	0	0	0	15654	15278	0	0	0	0	0	0	231	22	34850	0	0	0	0	0	0	0	0	0	10884	18500	231602	0	0	0	0	0	25961	1190	2051	469	39	-1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	422	0	0	0	17727	110794	18539	256821	0	22159	9270	256821	288250	0	48003	48003	34973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362043	0	0	0	0	0	0	0	0	0	0	0	0	19830	38467	0	0	0	0	0	18613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6748	199	0	0	0	0	0	0	-88	4544	4568	0	2435	0	0	0	0	0	0	57	702	5806	12048	0	0	0	0	0	1284	45	0	0	0	-264	0	0	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11349	5948	5806	15737	0	1190	2903	15737	19830	0	479	479	3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362052	0	0	0	0	0	0	0	0	0	0	0	159	48263	70572	0	0	0	0	0	46996	260	3250	3250	21	21	0	0	0	21	0	0	0	0	0	0	0	0	0	751	748	0	0	0	33	0	0	294	0	15565	0	0	0	0	0	0	0	0	0	410	15021	31565	0	0	0	0	0	2245	0	114	234	0	-470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	20890	15021	36733	0	4178	7511	36733	48422	0	3900	3900	6298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362155	0	0	0	0	0	0	0	0	0	0	0	156	95627	138595	0	0	0	0	0	85721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2077	15609	0	0	98	1051	0	0	30	0	0	29995	0	0	0	0	0	0	0	0	6493	16809	62419	0	0	0	0	0	5606	0	30	273	70	-1333	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2205	23426	46874	67661	0	4685	23437	67661	95783	0	0	0	12987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362717	0	0	0	0	0	0	0	0	0	0	0	557	322520	485379	0	0	0	0	0	290082	0	0	0	968	968	0	0	0	968	0	0	10516	16	0	0	0	0	0	18423	6895	0	0	0	0	0	0	3580	7739	79900	62822	0	0	0	0	0	0	0	0	0	80058	210023	0	0	0	0	0	38949	10532	1118	8258	0	9507	245	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2349	0	0	0	2349	0	0	0	27280	95053	142880	232626	0	19011	71440	232626	323077	0	0	0	41253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362753	0	0	0	0	0	0	0	0	0	0	0	498	50610	101792	0	0	0	0	0	56357	0	0	0	122	122	0	0	0	122	0	0	0	0	0	0	0	0	0	561	10377	0	0	0	1404	0	0	517	0	31486	0	0	0	0	0	0	0	0	0	0	32217	24140	0	0	0	0	0	1981	0	0	0	0	-620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	103	0	0	0	561	43267	32217	26346	0	8653	16109	26346	51108	0	0	0	12014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362856	0	0	0	0	0	0	0	0	0	0	0	293	33343	86006	0	0	0	0	0	19932	0	0	0	240	240	0	0	0	240	0	0	0	0	0	0	0	0	0	4649	0	0	0	0	0	0	0	1866	482	52069	0	1006	0	0	0	0	0	0	32	0	5860	14040	0	0	0	0	0	5064	0	187	139	0	1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5350	53409	5860	20024	0	10682	2930	20024	33636	0	1201	1201	11944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362940	0	0	0	0	0	0	0	0	0	0	0	174	26620	50512	0	0	0	0	0	25406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2558	697	0	0	0	0	0	0	224	401	12672	0	620	0	0	0	0	0	0	0	0	10460	14946	0	0	0	0	0	2026	0	1	32	57	-285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2960	20165	10517	17502	0	4033	5259	17502	26794	0	6764	6764	7046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
363264	0	0	0	0	0	0	0	0	0	0	0	477	19178	31416	0	0	0	0	0	17361	0	0	0	450	450	0	0	0	450	0	0	0	0	0	0	0	0	0	465	3354	0	0	0	0	0	0	-86	0	4473	0	0	0	0	0	0	0	0	0	263	5486	11612	0	0	0	0	0	2390	0	121	55	0	-808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	307	0	0	0	586	11645	5486	14583	0	2329	2743	14583	19655	0	3500	3500	4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
363442	0	0	0	0	0	0	0	0	0	0	0	0	11649	19371	0	0	0	0	0	9662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	1953	0	0	0	0	0	0	-14	0	6496	0	219	0	0	0	0	0	0	0	0	819	8843	0	0	0	0	0	446	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	8655	819	9508	0	1731	410	9508	11649	0	206	206	4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
363648	0	0	0	0	0	0	0	0	0	0	0	0	62996	150356	0	0	0	0	0	52405	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	0	1235	2021	0	0	0	0	0	0	2482	2862	83377	0	0	0	0	0	0	0	0	0	0	15737	36668	0	0	0	0	0	3441	0	1545	885	317	1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	305	0	0	0	5642	86459	16054	37677	0	17292	8027	37677	62996	0	176	176	15945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
363657	0	0	0	0	0	0	0	0	0	0	0	0	318935	533451	0	0	0	0	0	290544	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	3205	3606	0	0	0	0	0	0	2683	0	173907	29009	6181	0	0	0	0	0	0	0	0	99866	190681	0	0	0	0	0	24148	308	1284	813	0	377	456	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4489	178326	129331	218604	0	35665	64666	218604	318935	0	0	0	68343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364131	0	0	0	0	0	0	0	0	0	0	0	998	106815	164822	0	0	0	0	0	95441	0	0	0	40	40	0	0	0	40	0	0	0	0	0	0	0	0	0	24889	4547	7323	0	0	0	0	0	-203	8099	5148	0	557	0	0	0	0	0	0	0	0	30809	64632	0	0	0	0	0	18670	0	26	798	177	-2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33014	10493	30986	90221	0	2099	15493	90221	107813	0	0	0	7313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364337	0	0	0	0	0	0	0	0	0	0	0	0	54213	95078	0	0	0	0	0	38238	0	0	0	242	242	0	0	0	242	0	0	0	0	0	0	0	0	0	4105	1050	0	0	0	95	0	0	-9103	15573	29775	305	12958	0	0	0	180	0	0	0	0	10004	28234	0	0	0	0	0	1835	0	358	338	0	-9526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	143	0	0	0	20036	31258	10489	42716	0	6252	5245	42716	54213	0	0	0	8504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364430	0	0	0	0	0	0	0	0	0	0	0	0	72187	93916	0	0	0	0	0	67529	0	0	0	775	775	0	0	0	775	0	0	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	608	208	2170	9465	0	256	0	0	0	0	0	0	0	0	20902	46627	0	0	0	0	0	8092	0	0	0	0	-682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2170	14290	20902	58878	0	2858	10451	58878	72187	0	4825	4825	9037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
